call_id,ticker,call_date,tier,anchor_et,session_rule,source_ref
20150420_SANM,SANM,2015-04-20,edgar_8k,2015-04-20T16:11,after_close,0001104659-15-028718
20150421_ABG,ABG,2015-04-21,edgar_8k,2015-04-21T06:36,before_open,0001144980-15-000080
20150421_AMGN,AMGN,2015-04-21,edgar_8k,2015-04-21T16:15,after_close,0001193125-15-140118
20150421_BMI,BMI,2015-04-21,edgar_8k,2015-04-20T16:21,before_open,0001157523-15-001203
20150421_CMG,CMG,2015-04-21,edgar_8k,2015-04-21T16:22,after_close,0001058090-15-000010
20150421_IBKR,IBKR,2015-04-21,edgar_8k,2015-04-21T16:01,after_close,0001381197-15-000011
20150421_KMB,KMB,2015-04-21,edgar_8k,2015-04-21T08:07,before_open,0000055785-15-000041
20150421_MAN,MAN,2015-04-21,edgar_8k,2015-04-21T07:47,before_open,0000871763-15-000011
20150421_NTRS,NTRS,2015-04-21,edgar_8k,2015-04-21T08:56,before_open,0001193125-15-139221
20150421_OMC,OMC,2015-04-21,edgar_8k,2015-04-21T08:01,before_open,0000891092-15-003370
20150421_RF,RF,2015-04-21,edgar_8k,2015-04-20T17:55,before_open,0001281761-15-000035
20150421_SBNY,SBNY,2015-04-21,assumed_after_hours,,assumed_after_hours,
20150421_STBA,STBA,2015-04-21,edgar_8k,2015-04-21T11:35,intraday,0001193125-15-139493
20150421_SYK,SYK,2015-04-21,edgar_8k,2015-04-21T16:07,after_close,0000310764-15-000070
20150422_AN,AN,2015-04-22,edgar_8k,2015-04-22T07:03,before_open,0000350698-15-000083
20150422_AZZ,AZZ,2015-04-22,edgar_8k,2015-04-22T08:00,before_open,0000008947-15-000034
20150422_BA,BA,2015-04-22,edgar_8k,2015-04-22T07:46,before_open,0000950123-15-004560
20150422_CATY,CATY,2015-04-22,edgar_8k,2015-04-22T16:47,after_close,0001144204-15-024342
20150422_CLW,CLW,2015-04-22,edgar_8k,2015-04-22T16:11,after_close,0001157523-15-001245
20150422_EXPO,EXPO,2015-04-22,edgar_8k,2015-04-22T16:10,after_close,0001171843-15-002112
20150422_LAD,LAD,2015-04-22,edgar_8k,2015-04-22T07:29,before_open,0001102624-15-000600
20150422_MPWR,MPWR,2015-04-22,edgar_8k,2015-04-22T16:12,after_close,0001437749-15-007864
20150422_PCH,PCH,2015-04-22,assumed_after_hours,,assumed_after_hours,
20150422_R,R,2015-04-22,edgar_8k,2015-04-22T10:04,intraday,0000085961-15-000029
20150422_SEIC,SEIC,2015-04-22,assumed_after_hours,,assumed_after_hours,
20150422_SNBR,SNBR,2015-04-22,edgar_8k,2015-04-22T16:32,after_close,0000827187-15-000020
20150422_TMO,TMO,2015-04-22,edgar_8k,2015-04-22T07:18,before_open,0000097745-15-000011
20150422_TUP,TUP,2015-04-22,assumed_after_hours,,assumed_after_hours,
20150422_XLNX,XLNX,2015-04-22,assumed_after_hours,,assumed_after_hours,
20150423_ATGE,ATGE,2015-04-23,assumed_after_hours,,assumed_after_hours,
20150423_AVT,AVT,2015-04-23,edgar_8k,2015-04-23T08:14,before_open,0001558370-15-000517
20150423_BBT,BBT,2015-04-23,assumed_after_hours,,assumed_after_hours,
20150423_CMS,CMS,2015-04-23,edgar_8k,2015-04-23T07:10,before_open,0001104659-15-029512
20150423_COL,COL,2015-04-23,assumed_after_hours,,assumed_after_hours,
20150423_DAN,DAN,2015-04-23,edgar_8k,2015-04-23T07:00,before_open,0001193125-15-142852
20150423_EFII,EFII,2015-04-23,assumed_after_hours,,assumed_after_hours,
20150423_FAF,FAF,2015-04-23,edgar_8k,2015-04-23T07:16,before_open,0001193125-15-142950
20150423_GHL,GHL,2015-04-23,assumed_after_hours,,assumed_after_hours,
20150423_HAFC,HAFC,2015-04-23,edgar_8k,2015-04-23T09:00,before_open,0001171843-15-002127
20150423_HSY,HSY,2015-04-23,edgar_8k,2015-04-23T07:14,before_open,0000047111-15-000022
20150423_HZO,HZO,2015-04-23,edgar_8k,2015-04-23T08:44,before_open,0001299933-15-000619
20150423_JNPR,JNPR,2015-04-23,assumed_after_hours,,assumed_after_hours,
20150423_LSTR,LSTR,2015-04-23,edgar_8k,2015-04-23T17:08,after_close,0001193125-15-144423
20150423_MDP,MDP,2015-04-23,assumed_after_hours,,assumed_after_hours,
20150423_MSFT,MSFT,2015-04-23,edgar_8k,2015-04-23T16:05,after_close,0001193125-15-144132
20150423_MTH,MTH,2015-04-23,edgar_8k,2015-04-23T08:06,before_open,0000833079-15-000062
20150423_NTGR,NTGR,2015-04-23,edgar_8k,2015-04-23T16:06,after_close,0001122904-15-000029
20150423_NUE,NUE,2015-04-23,edgar_8k,2015-04-23T11:24,intraday,0001144204-15-024480
20150423_PII,PII,2015-04-23,edgar_8k,2015-04-23T06:02,before_open,0001157523-15-001258
20150423_POOL,POOL,2015-04-23,edgar_8k,2015-04-23T09:51,intraday,0000945841-15-000074
20150423_PTEN,PTEN,2015-04-23,edgar_8k,2015-04-23T06:08,before_open,0001299933-15-000618
20150423_RMD,RMD,2015-04-23,edgar_8k,2015-04-23T16:05,after_close,0001193125-15-144133
20150423_SFNC,SFNC,2015-04-23,edgar_8k,2015-04-23T12:51,intraday,0001171843-15-002132
20150423_SRCL,SRCL,2015-04-23,assumed_after_hours,,assumed_after_hours,
20150423_TBI,TBI,2015-04-23,edgar_8k,2015-04-23T16:06,after_close,0000768899-15-000017
20150423_UAL,UAL,2015-04-23,edgar_8k,2015-04-23T07:31,before_open,0001193125-15-142976
20150423_UFI,UFI,2015-04-23,edgar_8k,2015-04-23T07:32,before_open,0001437749-15-007908
20150424_PFS,PFS,2015-04-24,edgar_8k,2015-04-24T14:46,intraday,0001628280-15-002919
20150424_SPG,SPG,2015-04-24,edgar_8k,2015-04-24T07:06,before_open,0001047469-15-003864
20150424_XRX,XRX,2015-04-24,assumed_after_hours,,assumed_after_hours,
20150427_OSIS,OSIS,2015-04-27,edgar_8k,2015-04-27T09:00,before_open,0001157523-15-001319
20150427_ROP,ROP,2015-04-27,edgar_8k,2015-04-27T07:50,before_open,0000882835-15-000012
20150427_WRB,WRB,2015-04-27,edgar_8k,2015-04-27T16:07,after_close,0000011544-15-000027
20150428_AET,AET,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150428_AKAM,AKAM,2015-04-28,edgar_8k,2015-04-28T16:02,after_close,0001086222-15-000092
20150428_BGFV,BGFV,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150428_CIR,CIR,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150428_CNC,CNC,2015-04-28,edgar_8k,2015-04-27T19:22,before_open,0001071739-15-000053
20150428_CRUS,CRUS,2015-04-28,edgar_8k,2015-04-28T16:17,after_close,0001157523-15-001375
20150428_EPR,EPR,2015-04-28,edgar_8k,2015-04-28T16:00,after_close,0001045450-15-000042
20150428_HELE,HELE,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150428_HLIT,HLIT,2015-04-28,edgar_8k,2015-04-28T16:26,after_close,0000851310-15-000019
20150428_IDXX,IDXX,2015-04-28,edgar_8k,2015-04-28T07:01,before_open,0001144204-15-025398
20150428_IIVI,IIVI,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150428_LOGM,LOGM,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150428_MAS,MAS,2015-04-28,edgar_8k,2015-04-28T07:07,before_open,0001104659-15-030745
20150428_MRCY,MRCY,2015-04-28,edgar_8k,2015-04-28T16:04,after_close,0001049521-15-000013
20150428_MSTR,MSTR,2015-04-28,edgar_8k,2015-04-28T16:34,after_close,0001193125-15-153034
20150428_NATI,NATI,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150428_NOV,NOV,2015-04-28,edgar_8k,2015-04-28T07:53,before_open,0001193125-15-150956
20150428_OMI,OMI,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150428_WDC,WDC,2015-04-28,edgar_8k,2015-04-28T16:28,after_close,0001193125-15-152989
20150428_WWW,WWW,2015-04-28,edgar_8k,2015-04-28T07:30,before_open,0000110471-15-000017
20150428_WYND,WYND,2015-04-28,assumed_after_hours,,assumed_after_hours,
20150429_AMED,AMED,2015-04-29,assumed_after_hours,,assumed_after_hours,
20150429_ASGN,ASGN,2015-04-29,assumed_after_hours,,assumed_after_hours,
20150429_BEN,BEN,2015-04-29,edgar_8k,2015-04-29T08:34,before_open,0000038777-15-000182
20150429_CFR,CFR,2015-04-29,edgar_8k,2015-04-29T09:28,before_open,0000039263-15-000020
20150429_EQIX,EQIX,2015-04-29,edgar_8k,2015-04-29T16:05,after_close,0001144204-15-025927
20150429_GPRE,GPRE,2015-04-29,edgar_8k,2015-04-28T17:25,before_open,0001193125-15-153305
20150429_HF,HF,2015-04-29,assumed_after_hours,,assumed_after_hours,
20150429_LL,LL,2015-04-29,assumed_after_hours,,assumed_after_hours,
20150429_NOC,NOC,2015-04-29,edgar_8k,2015-04-29T07:06,before_open,0001133421-15-000025
20150429_PKE,PKE,2015-04-29,edgar_8k,2015-04-29T11:12,intraday,0001437749-15-008253
20150429_PX,PX,2015-04-29,assumed_after_hours,,assumed_after_hours,
20150430_ABC,ABC,2015-04-30,assumed_after_hours,,assumed_after_hours,
20150430_APD,APD,2015-04-30,edgar_8k,2015-04-30T08:31,before_open,0001193125-15-159175
20150430_ARW,ARW,2015-04-30,edgar_8k,2015-04-30T08:01,before_open,0001157523-15-001463
20150430_CHSP,CHSP,2015-04-30,assumed_after_hours,,assumed_after_hours,
20150430_COP,COP,2015-04-30,edgar_8k,2015-04-30T07:58,before_open,0001157523-15-001461
20150430_CRR,CRR,2015-04-30,assumed_after_hours,,assumed_after_hours,
20150430_CYTK,CYTK,2015-04-30,edgar_8k,2015-04-30T16:05,after_close,0001299933-15-000683
20150430_FSS,FSS,2015-04-30,assumed_after_hours,,assumed_after_hours,
20150430_GEO,GEO,2015-04-30,assumed_after_hours,,assumed_after_hours,
20150430_HST,HST,2015-04-30,edgar_8k,2015-04-30T08:32,before_open,0001564590-15-003040
20150430_INCY,INCY,2015-04-30,edgar_8k,2015-04-30T07:14,before_open,0001104659-15-031942
20150430_LLL,LLL,2015-04-30,assumed_after_hours,,assumed_after_hours,
20150430_LYV,LYV,2015-04-30,edgar_8k,2015-04-30T16:13,after_close,0001335258-15-000046
20150430_NI,NI,2015-04-30,edgar_8k,2015-04-30T06:30,before_open,0001111711-15-000019
20150430_NTRI,NTRI,2015-04-30,assumed_after_hours,,assumed_after_hours,
20150430_ODFL,ODFL,2015-04-30,edgar_8k,2015-04-30T08:56,before_open,0000878927-15-000014
20150430_OIS,OIS,2015-04-30,edgar_8k,2015-04-29T20:00,before_open,0001171843-15-002335
20150430_PBI,PBI,2015-04-30,edgar_8k,2015-04-30T07:00,before_open,0001157523-15-001454
20150430_PKI,PKI,2015-04-30,assumed_after_hours,,assumed_after_hours,
20150430_RGS,RGS,2015-04-30,edgar_8k,2015-04-30T06:07,before_open,0000716643-15-000016
20150430_SKYW,SKYW,2015-04-30,edgar_8k,2015-04-30T16:10,after_close,0001104659-15-032525
20150430_SWKS,SWKS,2015-04-30,edgar_8k,2015-04-30T16:20,after_close,0000004127-15-000010
20150430_TFX,TFX,2015-04-30,edgar_8k,2015-04-30T07:27,before_open,0000096943-15-000084
20150430_WRLD,WRLD,2015-04-30,edgar_8k,2015-04-30T07:02,before_open,0001157523-15-001456
20150430_WU,WU,2015-04-30,edgar_8k,2015-04-30T16:03,after_close,0001365135-15-000017
20150430_XOM,XOM,2015-04-30,edgar_8k,2015-04-30T08:00,before_open,0000034088-15-000017
20150430_XYL,XYL,2015-04-30,edgar_8k,2015-04-30T07:34,before_open,0001193125-15-158894
20150501_AXL,AXL,2015-05-01,assumed_after_hours,,assumed_after_hours,
20150501_CBOE,CBOE,2015-05-01,edgar_8k,2015-05-01T08:13,before_open,0001374310-15-000013
20150501_CTB,CTB,2015-05-01,assumed_after_hours,,assumed_after_hours,
20150501_FE,FE,2015-05-01,edgar_8k,2015-05-01T07:13,before_open,0001031296-15-000022
20150501_GWR,GWR,2015-05-01,assumed_after_hours,,assumed_after_hours,
20150501_LM,LM,2015-05-01,assumed_after_hours,,assumed_after_hours,
20150501_LPNT,LPNT,2015-05-01,assumed_after_hours,,assumed_after_hours,
20150501_MCO,MCO,2015-05-01,edgar_8k,2015-05-01T08:00,before_open,0001157523-15-001511
20150501_NSP,NSP,2015-05-01,edgar_8k,2015-05-01T09:36,intraday,0001000753-15-000042
20150501_PEG,PEG,2015-05-01,edgar_8k,2015-05-01T11:31,intraday,0001193125-15-165206
20150501_TDS,TDS,2015-05-01,edgar_8k,2015-05-01T08:26,before_open,0001051512-15-000028
20150501_VFC,VFC,2015-05-01,edgar_8k,2015-05-01T07:05,before_open,0001157523-15-001506
20150504_CEVA,CEVA,2015-05-04,edgar_8k,2015-05-04T08:01,before_open,0001193125-15-167473
20150504_CHUY,CHUY,2015-05-04,assumed_after_hours,,assumed_after_hours,
20150504_CMCSA,CMCSA,2015-05-04,edgar_8k,2015-05-04T06:05,before_open,0001104659-15-033352
20150504_DO,DO,2015-05-04,assumed_after_hours,,assumed_after_hours,
20150504_FN,FN,2015-05-04,edgar_8k,2015-05-04T16:21,after_close,0001193125-15-169069
20150504_L,L,2015-05-04,edgar_8k,2015-05-04T12:18,intraday,0000060086-15-000010
20150504_NUVA,NUVA,2015-05-04,assumed_after_hours,,assumed_after_hours,
20150504_TXRH,TXRH,2015-05-04,edgar_8k,2015-05-04T16:29,after_close,0001104659-15-033748
20150505_ABMD,ABMD,2015-05-05,assumed_after_hours,,assumed_after_hours,
20150505_ACLS,ACLS,2015-05-05,edgar_8k,2015-05-05T16:07,after_close,0001104659-15-034274
20150505_CRAY,CRAY,2015-05-05,assumed_after_hours,,assumed_after_hours,
20150505_CTL,CTL,2015-05-05,assumed_after_hours,,assumed_after_hours,
20150505_CVLT,CVLT,2015-05-05,edgar_8k,2015-05-05T07:50,before_open,0001628280-15-003603
20150505_DIS,DIS,2015-05-05,assumed_after_hours,,assumed_after_hours,
20150505_ESE,ESE,2015-05-05,edgar_8k,2015-05-05T16:05,after_close,0000866706-15-000005
20150505_HCA,HCA,2015-05-05,edgar_8k,2015-05-05T05:11,before_open,0001193125-15-170555
20150505_ICUI,ICUI,2015-05-05,edgar_8k,2015-05-05T16:07,after_close,0000883984-15-000017
20150505_K,K,2015-05-05,assumed_after_hours,,assumed_after_hours,
20150505_KLIC,KLIC,2015-05-05,edgar_8k,2015-05-05T06:58,before_open,0000056978-15-000058
20150505_KMT,KMT,2015-05-05,edgar_8k,2015-05-05T08:08,before_open,0000055242-15-000010
20150505_MDC,MDC,2015-05-05,assumed_after_hours,,assumed_after_hours,
20150505_MDCO,MDCO,2015-05-05,assumed_after_hours,,assumed_after_hours,
20150505_MYGN,MYGN,2015-05-05,edgar_8k,2015-05-05T16:15,after_close,0001193125-15-172097
20150505_NWN,NWN,2015-05-05,assumed_after_hours,,assumed_after_hours,
20150505_SMG,SMG,2015-05-05,edgar_8k,2015-05-05T07:57,before_open,0001546380-15-000012
20150506_ANDE,ANDE,2015-05-06,edgar_8k,2015-05-05T16:27,before_open,0000821026-15-000029
20150506_CLH,CLH,2015-05-06,edgar_8k,2015-05-06T08:30,before_open,0001104659-15-034529
20150506_CRZO,CRZO,2015-05-06,assumed_after_hours,,assumed_after_hours,
20150506_DDD,DDD,2015-05-06,edgar_8k,2015-05-06T08:23,before_open,0001171843-15-002532
20150506_HFC,HFC,2015-05-06,assumed_after_hours,,assumed_after_hours,
20150506_HSC,HSC,2015-05-06,assumed_after_hours,,assumed_after_hours,
20150506_LAMR,LAMR,2015-05-06,edgar_8k,2015-05-06T07:37,before_open,0001193125-15-173252
20150506_MSI,MSI,2015-05-06,edgar_8k,2015-05-06T07:10,before_open,0001193125-15-173187
20150506_NSIT,NSIT,2015-05-06,edgar_8k,2015-05-06T16:17,after_close,0001193125-15-174560
20150506_RDC,RDC,2015-05-06,assumed_after_hours,,assumed_after_hours,
20150506_SNH,SNH,2015-05-06,assumed_after_hours,,assumed_after_hours,
20150506_VECO,VECO,2015-05-06,edgar_8k,2015-05-06T16:15,after_close,0001104659-15-034881
20150506_VSI,VSI,2015-05-06,assumed_after_hours,,assumed_after_hours,
20150506_WD,WD,2015-05-06,edgar_8k,2015-05-06T06:05,before_open,0001193125-15-173089
20150507_ALEX,ALEX,2015-05-07,assumed_after_hours,,assumed_after_hours,
20150507_BKNG,BKNG,2015-05-07,edgar_8k,2015-05-07T07:12,before_open,0001075531-15-000033
20150507_CBB,CBB,2015-05-07,assumed_after_hours,,assumed_after_hours,
20150507_CNK,CNK,2015-05-07,edgar_8k,2015-05-07T07:01,before_open,0001104659-15-035146
20150507_CNSL,CNSL,2015-05-07,assumed_after_hours,,assumed_after_hours,
20150507_CUTR,CUTR,2015-05-07,assumed_after_hours,,assumed_after_hours,
20150507_EBS,EBS,2015-05-07,edgar_8k,2015-05-07T16:32,after_close,0001367644-15-000025
20150507_GDOT,GDOT,2015-05-07,edgar_8k,2015-05-07T16:35,after_close,0001386278-15-000041
20150507_ILG,ILG,2015-05-07,assumed_after_hours,,assumed_after_hours,
20150507_JCOM,JCOM,2015-05-07,assumed_after_hours,,assumed_after_hours,
20150507_MTD,MTD,2015-05-07,edgar_8k,2015-05-07T16:02,after_close,0001037646-15-000015
20150507_NVDA,NVDA,2015-05-07,edgar_8k,2015-05-07T16:29,after_close,0001045810-15-000087
20150507_ROCK,ROCK,2015-05-07,assumed_after_hours,,assumed_after_hours,
20150507_SPPI,SPPI,2015-05-07,assumed_after_hours,,assumed_after_hours,
20150507_TAP,TAP,2015-05-07,edgar_8k,2015-05-07T07:30,before_open,0001157523-15-001648
20150508_CROX,CROX,2015-05-08,edgar_8k,2015-05-08T08:15,before_open,0001104659-15-035908
20150508_EBIX,EBIX,2015-05-08,assumed_after_hours,,assumed_after_hours,
20150508_SSP,SSP,2015-05-08,edgar_8k,2015-05-08T08:12,before_open,0000832428-15-000048
20150508_TREX,TREX,2015-05-08,edgar_8k,2015-05-08T08:44,before_open,0001157523-15-001694
20150508_WELL,WELL,2015-05-08,edgar_8k,2015-05-08T07:38,before_open,0000766704-15-000018
20150511_BID,BID,2015-05-11,assumed_after_hours,,assumed_after_hours,
20150511_ENDP,ENDP,2015-05-11,assumed_after_hours,,assumed_after_hours,
20150511_GTY,GTY,2015-05-11,edgar_8k,2015-05-11T16:06,after_close,0001193125-15-181899
20150511_RBC,RBC,2015-05-11,assumed_after_hours,,assumed_after_hours,
20150512_IFF,IFF,2015-05-12,edgar_8k,2015-05-12T07:08,before_open,0001157523-15-001751
20150512_MCK,MCK,2015-05-12,edgar_8k,2015-05-12T16:34,after_close,0001193125-15-184053
20150513_JCP,JCP,2015-05-13,assumed_after_hours,,assumed_after_hours,
20150514_JACK,JACK,2015-05-14,edgar_8k,2015-05-13T16:05,before_open,0001157523-15-001776
20150514_JWN,JWN,2015-05-14,assumed_after_hours,,assumed_after_hours,
20150514_PERY,PERY,2015-05-14,assumed_after_hours,,assumed_after_hours,
20150519_HD,HD,2015-05-19,edgar_8k,2015-05-19T06:10,before_open,0000354950-15-000013
20150519_RRGB,RRGB,2015-05-19,edgar_8k,2015-05-19T08:50,before_open,0001628280-15-004313
20150519_VSAT,VSAT,2015-05-19,edgar_8k,2015-05-19T16:11,after_close,0001193125-15-193420
20150521_GPS,GPS,2015-05-21,assumed_after_hours,,assumed_after_hours,
20150521_HPQ,HPQ,2015-05-21,edgar_8k,2015-05-21T16:30,after_close,0000047217-15-000026
20150521_MNRO,MNRO,2015-05-21,assumed_after_hours,,assumed_after_hours,
20150521_ROST,ROST,2015-05-21,edgar_8k,2015-05-21T16:02,after_close,0000745732-15-000011
20150521_TTC,TTC,2015-05-21,edgar_8k,2015-05-21T08:30,before_open,0001104659-15-039812
20150527_CHS,CHS,2015-05-27,assumed_after_hours,,assumed_after_hours,
20150527_MOV,MOV,2015-05-27,edgar_8k,2015-05-27T08:00,before_open,0000950142-15-001176
20150529_BIG,BIG,2015-05-29,assumed_after_hours,,assumed_after_hours,
20150602_ASNA,ASNA,2015-06-02,assumed_after_hours,,assumed_after_hours,
20150602_CBRL,CBRL,2015-06-02,edgar_8k,2015-06-02T08:42,before_open,0001193125-15-209917
20150602_CRVL,CRVL,2015-06-02,edgar_8k,2015-06-02T06:06,before_open,0001193125-15-209755
20150602_DAKT,DAKT,2015-06-02,edgar_8k,2015-06-02T15:23,intraday,0000915779-15-000026
20150602_GES,GES,2015-06-02,assumed_after_hours,,assumed_after_hours,
20150602_MDT,MDT,2015-06-02,edgar_8k,2015-06-02T07:21,before_open,0001613103-15-000025
20150604_COO,COO,2015-06-04,edgar_8k,2015-06-04T16:16,after_close,0001193125-15-213369
20150605_LABL,LABL,2015-06-05,assumed_after_hours,,assumed_after_hours,
20150608_HRB,HRB,2015-06-08,edgar_8k,2015-06-08T16:22,after_close,0001605297-15-000014
20150608_UNFI,UNFI,2015-06-08,edgar_8k,2015-06-08T16:09,after_close,0001020859-15-000059
20150619_KMX,KMX,2015-06-19,edgar_8k,2015-06-19T07:56,before_open,0001170010-15-000011
20150622_SONC,SONC,2015-06-22,assumed_after_hours,,assumed_after_hours,
20150623_CCL,CCL,2015-06-23,edgar_8k,2015-06-23T09:24,before_open,0001193125-15-231388
20150624_BBBY,BBBY,2015-06-24,assumed_after_hours,,assumed_after_hours,
20150624_MON,MON,2015-06-24,assumed_after_hours,,assumed_after_hours,
20150625_BKS,BKS,2015-06-25,assumed_after_hours,,assumed_after_hours,
20150701_AYI,AYI,2015-07-01,edgar_8k,2015-07-01T08:52,before_open,0001144215-15-000079
20150701_GIS,GIS,2015-07-01,edgar_8k,2015-07-01T07:41,before_open,0001193125-15-242072
20150701_STZ,STZ,2015-07-01,edgar_8k,2015-07-01T09:33,intraday,0000016918-15-000025
20150707_MSM,MSM,2015-07-07,edgar_8k,2015-07-07T07:17,before_open,0001003078-15-000033
20150709_HELE,HELE,2015-07-09,assumed_after_hours,,assumed_after_hours,
20150714_AIR,AIR,2015-07-14,edgar_8k,2015-07-13T21:26,before_open,0001104659-15-050910
20150714_FAST,FAST,2015-07-14,edgar_8k,2015-07-14T07:19,before_open,0000815556-15-000052
20150714_WFC,WFC,2015-07-14,edgar_8k,2015-07-14T08:00,before_open,0000072971-15-000596
20150715_PNC,PNC,2015-07-15,edgar_8k,2015-07-15T06:48,before_open,0001193125-15-252913
20150716_AMD,AMD,2015-07-16,edgar_8k,2015-07-16T16:18,after_close,0000002488-15-000040
20150716_ANGO,ANGO,2015-07-16,edgar_8k,2015-07-17T09:21,after_call_date,0000914121-15-000378
20150716_BBT,BBT,2015-07-16,assumed_after_hours,,assumed_after_hours,
20150716_GS,GS,2015-07-16,edgar_8k,2015-07-16T07:38,before_open,0001193125-15-254329
20150716_IIIN,IIIN,2015-07-16,edgar_8k,2015-07-16T06:31,before_open,0001437749-15-013632
20150716_PM,PM,2015-07-16,edgar_8k,2015-07-16T09:01,before_open,0001413329-15-000045
20150716_SHW,SHW,2015-07-16,edgar_8k,2015-07-16T07:29,before_open,0001193125-15-254320
20150716_UFPI,UFPI,2015-07-16,edgar_8k,2015-07-15T16:38,before_open,0000912767-15-000011
20150716_WBS,WBS,2015-07-16,edgar_8k,2015-07-16T08:02,before_open,0000801337-15-000093
