codec,sr,ch,duration,kbps,file
mp3,44100,1,2748.017392,64.001,443171161.mp3
mp3,44100,1,3113.992902,64.001,443171303.mp3
mp3,44100,1,3397.996168,64.001,443172400.mp3
mp3,44100,1,3312.027188,64.001,443172429.mp3
mp3,44100,1,3790.01576,64.001,443172991.mp3
mp3,44100,1,3725.023107,64.001,443173537.mp3
mp3,44100,1,4790.009229,64.0,443174603.mp3
mp3,11025,1,2837.472653,16.001,443174763.mp3
mp3,44100,1,2555.024739,64.001,443176510.mp3
mp3,44100,1,3130.998617,64.001,443177771.mp3
mp3,16000,1,3936.276,24.0,443178307.mp3
mp3,44100,1,3816.007596,64.001,443178364.mp3
mp3,44100,1,4004.010862,64.001,443178368.mp3
mp3,16000,1,3692.556,24.0,443178524.mp3
mp3,16000,1,3813.408,24.0,443178554.mp3
mp3,16000,1,4055.04,24.0,443178750.mp3
mp3,44100,1,3906.992086,64.001,443178934.mp3
mp3,44100,1,3393.032902,64.001,443180918.mp3
mp3,44100,1,3513.013311,64.001,443181258.mp3
mp3,44100,1,2792.007596,64.001,443182856.mp3
mp3,16000,1,3512.34,24.001,443184295.mp3
mp3,16000,1,3026.952,24.001,443187814.mp3
mp3,44100,1,3671.994535,64.001,443188899.mp3
mp3,44100,1,2839.028005,64.001,443192146.mp3
mp3,44100,1,3266.025556,64.001,443192613.mp3
mp3,44100,1,3237.003515,64.001,443193309.mp3
mp3,16000,1,3209.22,24.001,443196601.mp3
mp3,44100,1,3148.004331,64.001,443196718.mp3
mp3,16000,1,3209.22,24.001,443204242.mp3
mp3,44100,1,2449.019841,64.001,443204291.mp3
mp3,16000,1,3815.424,24.0,443204561.mp3
mp3,44100,1,3722.019025,64.001,443204686.mp3
mp3,16000,1,3694.608,24.0,443204808.mp3
mp3,44100,1,3897.013311,64.001,443204973.mp3
mp3,44100,1,2803.9978,64.001,443205282.mp3
mp3,44100,1,2720.014127,64.001,443205335.mp3
mp3,16000,1,3149.856,24.001,443205341.mp3
mp3,16000,1,3389.472,24.001,443205645.mp3
mp3,16000,1,3512.34,24.001,443205748.mp3
mp3,16000,1,3813.408,24.0,443205754.mp3
mp3,44100,1,2795.011678,64.001,443206012.mp3
mp3,44100,1,4394.019025,64.0,443206563.mp3
mp3,16000,1,2361.348,24.001,443248490.mp3
mp3,16000,1,2484.252,24.001,443248516.mp3
mp3,44100,1,3264.014127,64.001,443249242.mp3
mp3,44100,1,3589.996168,64.001,443251812.mp3
mp3,16000,1,4055.04,24.0,443252063.mp3
mp3,44100,1,3629.023107,64.001,443252089.mp3
mp3,44100,1,1512.79127,64.002,443252113.mp3
mp3,11025,1,3831.849796,16.0,443252703.mp3
mp3,44100,1,3230.002698,64.001,443253619.mp3
mp3,16000,1,3692.556,24.0,443254069.mp3
mp3,16000,1,729.108,24.004,443255038.mp3
mp3,16000,1,5203.98,24.0,443255366.mp3
mp3,16000,1,3571.74,24.0,443256014.mp3
mp3,16000,1,3631.104,24.0,443257858.mp3
mp3,44100,1,3868.017392,64.001,443258318.mp3
mp3,11025,1,3624.333061,16.001,443258641.mp3
mp3,44100,1,2707.005147,64.001,443261704.mp3
mp3,16000,1,3209.22,24.001,443261857.mp3
mp3,44100,1,3418.998617,64.001,443262201.mp3
mp3,44100,1,3885.023107,64.001,443263046.mp3
mp3,44100,1,3826.456576,64.001,443331808.mp3
mp3,16000,1,3450.888,24.001,443339356.mp3
mp3,16000,1,3692.556,24.0,443339821.mp3
mp3,16000,1,2609.424,24.001,443340797.mp3
mp3,44100,1,3610.998617,64.001,443341546.mp3
mp3,16000,1,3813.408,24.0,443341767.mp3
mp3,16000,1,2301.984,24.001,443348764.mp3
mp3,44100,1,3428.010862,64.001,443349930.mp3
mp3,16000,1,3694.608,24.0,443373502.mp3
mp3,16000,1,2723.868,24.001,443375444.mp3
mp3,44100,1,3102.002698,64.001,443377096.mp3
mp3,16000,1,3692.556,24.0,443379434.mp3
mp3,44100,1,3841.032902,64.001,443379541.mp3
mp3,44100,1,3912.007596,64.001,443380032.mp3
mp3,44100,1,2964.023923,64.001,443563511.mp3
mp3,16000,1,3450.888,24.001,443565330.mp3
mp3,16000,1,3631.104,24.0,443565543.mp3
mp3,16000,1,3813.408,24.0,443565803.mp3
mp3,16000,1,3209.22,24.001,443567324.mp3
mp3,44100,1,3630.01576,64.001,443567349.mp3
mp3,44100,1,3656.007596,64.001,443567605.mp3
mp3,44100,1,4049.019841,64.001,443568049.mp3
mp3,44100,1,3708.017392,64.001,443568115.mp3
mp3,44100,1,3192.020658,64.001,443570633.mp3
mp3,16000,1,3450.888,24.001,443570653.mp3
mp3,44100,1,3381.016576,64.001,443570892.mp3
mp3,44100,1,3364.010862,64.001,443571196.mp3
mp3,44100,1,3873.032902,64.001,443572314.mp3
mp3,16000,1,4659.228,24.0,443575148.mp3
mp3,16000,1,4720.644,24.0,443575901.mp3
mp3,16000,1,3209.22,24.001,443576095.mp3
mp3,16000,1,3751.956,24.0,443581475.mp3
mp3,44100,1,3730.012494,64.001,443582070.mp3
mp3,16000,1,2543.616,24.001,443582468.mp3
mp3,16000,1,3268.62,24.001,443583952.mp3
mp3,11025,1,3646.641633,16.001,443585204.mp3
mp3,44100,1,3639.994535,64.001,443585291.mp3
mp3,44100,1,3716.010862,64.001,443588847.mp3
mp3,44100,1,3336.007596,64.001,443589372.mp3
mp3,44100,1,3917.467188,64.001,443589720.mp3
mp3,16000,1,4538.376,24.0,443589985.mp3
mp3,44100,1,1975.001882,64.002,443607413.mp3
mp3,44100,1,3080.007596,64.001,443608101.mp3
mp3,44100,1,1658.005964,64.002,443608480.mp3
mp3,44100,1,3280.001066,64.001,443608555.mp3
mp3,44100,1,4037.996168,64.001,443609475.mp3
mp3,44100,1,3477.016576,64.001,443609807.mp3
mp3,44100,1,3467.0378,64.001,443610071.mp3
mp3,44100,1,3680.014127,64.001,443610072.mp3
mp3,44100,1,2557.010045,64.001,443658897.mp3
mp3,44100,1,3236.010862,64.001,443659318.mp3
mp3,16000,1,3510.288,24.001,443659820.mp3
mp3,44100,1,3203.018209,64.001,443660215.mp3
mp3,16000,1,2484.252,24.001,443661183.mp3
mp3,44100,1,4150.035351,64.001,443661385.mp3
mp3,44100,1,3521.999433,64.001,443662535.mp3
mp3,16000,1,3813.408,24.0,443662733.mp3
mp3,44100,1,3518.028821,64.001,443662800.mp3
mp3,16000,1,3692.556,24.0,443663023.mp3
mp3,44100,1,3745.00678,64.001,443663031.mp3
mp3,44100,1,3656.007596,64.001,443663125.mp3
mp3,44100,1,3625.992902,64.001,443663130.mp3
mp3,16000,1,3781.332,24.0,443664136.mp3
mp3,16000,1,2967.552,24.001,443664256.mp3
mp3,16000,1,3270.672,24.001,443664840.mp3
mp3,16000,1,3454.992,24.001,443665092.mp3
mp3,16000,1,3694.608,24.0,443665334.mp3
mp3,44100,1,4745.026372,64.0,443666477.mp3
mp3,16000,1,3149.856,24.001,443669985.mp3
mp3,16000,1,3147.804,24.001,443674343.mp3
mp3,16000,1,3452.94,24.001,443674764.mp3
mp3,44100,1,3703.001882,64.001,443675014.mp3
mp3,16000,1,3029.004,24.001,443678172.mp3
mp3,44100,1,2556.017392,64.001,443693707.mp3
mp3,44100,1,3519.021474,64.001,443694044.mp3
mp3,44100,1,3890.012494,64.001,443694299.mp3
mp3,44100,1,2881.999433,64.001,443694542.mp3
mp3,44100,1,3052.004331,64.001,443694587.mp3
mp3,16000,1,3450.888,24.001,443694601.mp3
mp3,44100,1,2969.013311,64.001,443694926.mp3
mp3,11025,1,3032.973061,16.001,443695078.mp3
mp3,44100,1,3856.001066,64.001,443695087.mp3
mp3,44100,1,4190.002698,64.001,443695284.mp3
mp3,44100,1,2935.994535,64.001,443695299.mp3
mp3,44100,1,2940.017392,64.001,443695558.mp3
mp3,16000,1,4179.996,24.0,443696205.mp3
mp3,44100,1,3281.019841,64.001,443747192.mp3
mp3,16000,1,3270.672,24.001,443747222.mp3
mp3,44100,1,2771.03127,64.001,443747234.mp3
mp3,44100,1,3393.999433,64.001,443747503.mp3
mp3,16000,1,3754.008,24.0,443747614.mp3
mp3,16000,1,3813.408,24.0,443747757.mp3
mp3,44100,1,3588.010862,64.001,443748309.mp3
mp3,44100,1,3665.019841,64.001,443748425.mp3
mp3,44100,1,3619.018209,64.001,443748429.mp3
mp3,44100,1,3487.021474,64.001,443749656.mp3
mp3,44100,1,3698.012494,64.001,443749658.mp3
mp3,44100,1,1399.001882,64.003,443751018.mp3
mp3,44100,1,3489.00678,64.001,443752152.mp3
mp3,16000,1,3813.408,24.0,443752448.mp3
mp3,16000,1,3694.608,24.0,443752575.mp3
mp3,16000,1,3272.724,24.001,443752596.mp3
mp3,44100,1,3302.02229,64.001,443752735.mp3
mp3,44100,1,3684.010862,64.001,443752741.mp3
mp3,16000,1,3633.156,24.0,443753354.mp3
mp3,16000,1,1937.412,24.001,443754120.mp3
mp3,44100,1,3353.013311,64.001,443755839.mp3
mp3,11025,1,3490.324898,16.001,443756807.mp3
mp3,16000,1,1818.648,24.001,443757425.mp3
mp3,44100,1,3675.024739,64.001,443757629.mp3
mp3,44100,1,2985.026372,64.001,443760700.mp3
mp3,44100,1,3595.011678,64.001,443760865.mp3
mp3,16000,1,3995.676,24.0,443761646.mp3
mp3,44100,1,3719.014943,64.001,443761839.mp3
mp3,44100,1,1517.80678,64.002,443763342.mp3
mp3,44100,1,3726.01576,64.001,443765658.mp3
mp3,44100,1,1511.014943,64.002,443777172.mp3
mp3,16000,1,2666.52,24.001,443778022.mp3
mp3,16000,1,2787.336,24.001,443778028.mp3
mp3,44100,1,2720.014127,64.001,443778035.mp3
mp3,16000,1,3029.004,24.001,443778349.mp3
mp3,44100,1,3482.998617,64.001,443778870.mp3
mp3,44100,1,2207.021474,64.001,443779430.mp3
mp3,44100,1,2802.012494,64.001,443779476.mp3
mp3,44100,1,4069.003515,64.001,443780200.mp3
mp3,44100,1,3589.029637,64.001,443780209.mp3
mp3,16000,1,3756.06,24.0,443780316.mp3
mp3,44100,1,4256.014127,64.0,443780465.mp3
mp3,16000,1,3874.824,24.0,443780478.mp3
mp3,44100,1,3631.008413,64.001,443780738.mp3
mp3,44100,1,3530.515351,64.001,443795914.mp3
mp3,44100,1,1256.843515,64.003,443824240.mp3
mp3,16000,1,4055.04,24.0,443824402.mp3
mp3,16000,1,4057.092,24.0,443826902.mp3
mp3,16000,1,2060.316,24.001,443828203.mp3
mp3,16000,1,2183.184,24.001,443828583.mp3
mp3,16000,1,2543.616,24.001,443829112.mp3
mp3,16000,1,3694.608,24.0,443830006.mp3
mp3,16000,1,3754.008,24.0,443830016.mp3
mp3,16000,1,3876.876,24.0,443833806.mp3
mp3,16000,1,3874.824,24.0,443833979.mp3
mp3,44100,1,4134.02229,64.001,443908527.mp3
mp3,16000,1,3209.22,24.001,443909205.mp3
mp3,16000,1,2721.816,24.001,443933579.mp3
mp3,16000,1,3510.288,24.001,443997424.mp3
mp3,16000,1,2605.068,24.001,444042735.mp3
mp3,16000,1,3751.956,24.0,444052742.mp3
mp3,16000,1,3209.22,24.001,444066143.mp3
mp3,16000,1,3450.888,24.001,444085051.mp3
mp3,16000,1,2541.6,24.001,444132883.mp3
mp3,16000,1,3692.556,24.0,444162394.mp3
mp3,16000,1,1821.96,24.001,444344086.mp3
mp3,16000,1,4116.492,24.0,444353350.mp3
mp3,44100,1,3717.029637,64.001,444359927.mp3
mp3,11025,1,3908.336327,16.0,444549390.mp3
mp3,16000,1,3813.408,24.0,444560632.mp3
mp3,44100,1,3955.9978,64.001,444571762.mp3
mp3,44100,1,3674.998617,64.001,444589194.mp3
mp3,44100,1,3756.004331,64.001,444641780.mp3
mp3,16000,1,3934.224,24.0,444642745.mp3
mp3,16000,1,3811.356,24.0,444783240.mp3
mp3,16000,1,2543.616,24.001,444790959.mp3
mp3,44100,1,3596.004331,64.001,444811967.mp3
mp3,16000,1,3872.772,24.0,444812736.mp3
mp3,44100,1,2784.014127,64.001,444814277.mp3
mp3,44100,1,3586.992086,64.001,444957849.mp3
mp3,44100,1,2306.678617,64.001,444986490.mp3
mp3,11025,1,3638.177959,16.001,445001211.mp3
mp3,44100,1,2204.017392,64.001,445003232.mp3
mp3,44100,1,2526.995351,64.001,445009082.mp3
mp3,44100,1,3486.028821,64.001,445030291.mp3
mp3,44100,1,3322.998617,64.001,445030409.mp3
mp3,44100,1,3556.010862,64.001,445031038.mp3
mp3,11025,1,3701.76,16.0,445031126.mp3
mp3,11025,1,3995.533061,16.0,445032164.mp3
mp3,44100,1,3952.027188,64.001,445080142.mp3
mp3,16000,1,3813.408,24.0,445339910.mp3
mp3,44100,1,3561.000249,64.001,445381353.mp3
mp3,44100,1,4179.005147,64.001,445412819.mp3
mp3,16000,1,4055.04,24.0,445456099.mp3
mp3,44100,1,3888.001066,64.001,445456907.mp3
mp3,44100,1,3728.001066,64.001,445459647.mp3
mp3,44100,1,3746.025556,64.001,445459835.mp3
mp3,16000,1,3872.772,24.0,445479225.mp3
mp3,16000,1,3751.956,24.0,445480106.mp3
mp3,44100,1,3856.027188,64.001,445480196.mp3
mp3,16000,1,3631.104,24.0,445662695.mp3
mp3,44100,1,3374.01576,64.001,445671889.mp3
mp3,44100,1,2803.9978,64.001,445770166.mp3
mp3,16000,1,3754.008,24.0,445771253.mp3
mp3,44100,1,3768.020658,64.001,445771371.mp3
mp3,16000,1,3692.556,24.0,445813752.mp3
mp3,44100,1,3330.025556,64.001,445840835.mp3
mp3,44100,1,3294.995351,64.001,445841507.mp3
mp3,44100,1,3722.019025,64.001,445841743.mp3
mp3,44100,1,3280.001066,64.001,446266716.mp3
mp3,44100,1,2356.990454,64.001,446267951.mp3
mp3,44100,1,3905.00678,64.001,446277434.mp3
mp3,16000,1,2426.904,24.001,446315338.mp3
mp3,44100,1,3506.012494,64.001,446501468.mp3
mp3,44100,1,4563.005147,64.0,446506015.mp3
mp3,44100,1,3655.014943,64.001,446506136.mp3
mp3,44100,1,3393.00678,64.001,446509822.mp3
mp3,16000,1,3813.408,24.0,446542479.mp3
mp3,44100,1,3878.02229,64.001,446549708.mp3
mp3,16000,1,2484.252,24.001,446678917.mp3
mp3,44100,1,3762.012494,64.001,446679551.mp3
mp3,16000,1,3086.352,24.001,446680574.mp3
mp3,44100,1,3759.008413,64.001,446681167.mp3
