call_id,ticker,call_date,tier,anchor_et,session_rule,source_ref
1640216,DFS,2019-01-24,assumed_after_hours,,assumed_after_hours,
1640723,CL,2019-04-23,assumed_after_hours,,assumed_after_hours,
1641285,CAT,2019-01-28,edgar_8k,2019-01-28T07:38,before_open,0000018230-19-000021
1641674,WHR,2019-01-28,edgar_8k,2019-01-28T16:13,after_close,0000106640-19-000005
1641690,XRX,2019-01-29,assumed_after_hours,,assumed_after_hours,
1641787,PHM,2019-01-28,edgar_8k,2019-01-29T07:23,after_call_date,0000822416-19-000004
1641795,HOG,2019-01-29,edgar_8k,2019-01-29T06:57,before_open,0000793952-19-000003
1641799,MMM,2019-01-29,edgar_8k,2019-01-29T07:02,before_open,0001104659-19-003838
1641854,CE,2019-01-29,edgar_8k,2019-01-28T16:54,before_open,0001306830-19-000010
1641855,DOV,2019-01-29,edgar_8k,2019-01-29T06:47,before_open,0000029905-19-000008
1641867,HCA,2019-09-19,assumed_after_hours,,assumed_after_hours,
1641895,ROK,2019-01-29,edgar_8k,2019-01-29T07:05,before_open,0001024478-19-000005
1641983,LMT,2019-01-29,edgar_8k,2019-01-29T07:31,before_open,0000936468-19-000004
1641994,PCAR,2019-01-29,edgar_8k,2019-01-29T08:05,before_open,0001564590-19-001268
1642264,ALGN,2019-01-29,edgar_8k,2019-01-29T16:01,after_close,0001171843-19-000568
1642281,EBAY,2019-01-29,edgar_8k,2019-01-29T16:22,after_close,0001065088-19-000003
1642318,AMD,2019-01-29,edgar_8k,2019-01-29T16:19,after_close,0000002488-19-000004
1642321,KLAC,2019-01-29,edgar_8k,2019-01-29T16:27,after_close,0000319201-19-000006
1642715,NDAQ,2019-01-30,edgar_8k,2019-01-30T07:05,before_open,0001193125-19-021635
1642770,ADP,2019-01-30,edgar_8k,2019-01-30T06:55,before_open,0000008670-19-000003
1642789,GD,2019-01-30,edgar_8k,2019-01-30T08:30,before_open,0000040533-19-000004
1642852,IVZ,2019-01-30,edgar_8k,2019-01-30T08:04,before_open,0000914208-19-000013
1642895,MKTX,2019-01-30,edgar_8k,2019-01-30T07:00,before_open,0001193125-19-021632
1642899,RCL,2019-01-29,edgar_8k,2019-01-30T08:59,after_call_date,0000884887-19-000003
1642903,HES,2019-01-29,assumed_after_hours,,assumed_after_hours,
1642908,PFG,2019-01-29,edgar_8k,2019-01-29T17:26,after_close,0001126328-19-000028
1642940,IEX,2019-01-30,edgar_8k,2019-01-30T09:30,intraday,0000832101-19-000002
1642965,IR,2019-02-19,edgar_8k,2019-02-19T19:29,after_close,0001140361-19-003492
1643051,AVY,2019-01-30,edgar_8k,2019-01-30T06:46,before_open,0001104659-19-004275
1643306,FICO,2019-01-30,edgar_8k,2019-01-30T16:16,after_close,0001144204-19-003771
1643320,QCOM,2019-01-30,edgar_8k,2019-01-30T16:03,after_close,0001728949-19-000011
1643351,NOW,2019-01-30,edgar_8k,2019-01-30T16:12,after_close,0001373715-19-000006
1643352,PYPL,2019-01-30,edgar_8k,2019-01-30T16:26,after_close,0001633917-19-000032
1643361,MDLZ,2019-01-30,edgar_8k,2019-01-30T16:16,after_close,0001193125-19-022578
1643375,MSFT,2019-02-01,edgar_8k,2019-01-30T16:03,before_open,0001193125-19-022553
1643886,CHTR,2019-01-31,edgar_8k,2019-01-31T07:02,before_open,0001091667-19-000027
1643891,GE,2019-01-31,edgar_8k,2019-01-31T07:42,before_open,0000040545-19-000006
1643897,MRSH,2019-02-05,assumed_after_hours,,assumed_after_hours,
1643926,UPS,2019-01-31,edgar_8k,2019-01-31T07:29,before_open,0001090727-19-000003
1643963,BX,2019-01-31,edgar_8k,2019-01-31T06:55,before_open,0001193125-19-023127
1643972,X,2019-01-30,assumed_after_hours,,assumed_after_hours,
1643994,MA,2019-01-31,edgar_8k,2019-01-31T08:01,before_open,0001141391-19-000005
1643997,XYL,2019-01-30,edgar_8k,2019-01-31T07:01,after_call_date,0001524472-19-000005
1644011,MO,2019-01-31,edgar_8k,2019-01-31T07:06,before_open,0000764180-19-000010
1644025,AMP,2019-01-31,edgar_8k,2019-01-30T16:23,before_open,0000820027-19-000003
1644100,IP,2019-01-31,edgar_8k,2019-01-31T07:27,before_open,0000051434-19-000003
1644276,KIM,2019-02-25,assumed_after_hours,,assumed_after_hours,
1644277,PH,2019-01-31,edgar_8k,2019-01-31T08:36,before_open,0000076334-19-000012
1644289,MSCI,2019-01-31,edgar_8k,2019-01-31T07:16,before_open,0001157523-19-000193
1644346,NOC,2019-01-31,edgar_8k,2019-01-31T06:32,before_open,0001133421-19-000006
1644425,ESS,2019-01-30,edgar_8k,2019-01-30T16:55,after_close,0001140361-19-001969
1644452,BC,2019-01-31,edgar_8k,2019-01-31T06:52,before_open,0000014930-19-000004
1644723,AMZN,2019-01-31,edgar_8k,2019-01-31T16:30,after_close,0001018724-19-000002
1645159,ROP,2019-01-31,edgar_8k,2019-02-01T07:32,after_call_date,0000882835-19-000003
1645172,EMN,2019-02-01,edgar_8k,2019-01-31T16:40,before_open,0000915389-19-000004
1645214,HON,2019-02-01,edgar_8k,2019-02-01T06:37,before_open,0000930413-19-000246
1645375,XOM,2019-02-01,edgar_8k,2019-02-01T07:58,before_open,0000034088-19-000002
1645384,WY,2019-02-01,edgar_8k,2019-01-31T20:42,before_open,0000106535-19-000006
1645457,CVX,2019-02-01,edgar_8k,2019-02-01T09:00,before_open,0000093410-19-000002
1646770,IT,2019-02-05,edgar_8k,2019-02-05T06:05,before_open,0000749251-19-000002
1646774,LEG,2019-02-04,edgar_8k,2019-02-04T16:38,after_close,0001193125-19-027062
1646871,ADM,2019-02-05,edgar_8k,2019-02-05T11:36,intraday,0000007084-19-000002
1646974,OLN,2019-02-05,edgar_8k,2019-02-04T16:27,before_open,0000074303-19-000008
1647101,AVB,2019-02-04,edgar_8k,2019-02-05T07:42,after_call_date,0000915912-19-000002
1647116,TDG,2019-02-05,edgar_8k,2019-02-05T07:28,before_open,0001260221-19-000004
1647200,CHD,2019-02-05,edgar_8k,2019-02-05T07:27,before_open,0001564590-19-001888
1647544,EA,2019-02-05,edgar_8k,2019-02-05T16:08,after_close,0001193125-19-028291
1647970,ATO,2019-02-06,edgar_8k,2019-02-05T17:12,before_open,0000731802-19-000005
1648040,CTSH,2019-02-06,edgar_8k,2019-02-06T07:04,before_open,0001058290-19-000006
1648299,CMI,2019-02-06,edgar_8k,2019-02-06T07:53,before_open,0000026172-19-000004
1648762,FTNT,2019-02-06,edgar_8k,2019-02-06T16:22,after_close,0001262039-19-000002
1649375,MAS,2019-02-07,edgar_8k,2019-02-07T07:06,before_open,0000062996-19-000008
1649412,CDW,2019-02-07,edgar_8k,2019-02-07T07:10,before_open,0001171843-19-000786
1649428,ICE,2019-02-07,edgar_8k,2019-02-07T07:30,before_open,0001144204-19-005443
1649478,TSN,2019-02-07,edgar_8k,2019-02-07T07:43,before_open,0000100493-19-000013
1649512,BR,2019-02-06,edgar_8k,2019-02-07T08:04,after_call_date,0001383312-19-000006
1649570,MPC,2019-02-07,edgar_8k,2019-02-07T06:33,before_open,0001510295-19-000010
1649577,K,2019-02-07,assumed_after_hours,,assumed_after_hours,
1649663,SEE,2019-02-07,assumed_after_hours,,assumed_after_hours,
1649734,SNA,2011-04-27,assumed_after_hours,,assumed_after_hours,
1649814,PRU,2019-02-06,edgar_8k,2019-02-06T16:18,after_close,0001193125-19-029574
1649930,NOV,2019-02-07,edgar_8k,2019-02-06T19:15,before_open,0001564590-19-002195
1650103,PM,2019-02-07,edgar_8k,2019-02-07T13:03,intraday,0001413329-19-000005
1650417,VRSN,2019-02-07,edgar_8k,2019-02-07T16:10,after_close,0001014473-19-000003
1650515,WU,2019-02-06,edgar_8k,2019-02-07T16:11,after_call_date,0001558370-19-000460
1650608,MAT,2019-02-07,edgar_8k,2019-02-07T16:05,after_close,0001628280-19-001077
1650623,MSI,2019-02-07,edgar_8k,2019-02-07T16:15,after_close,0000068505-19-000003
1651217,CBOE,2019-02-08,edgar_8k,2019-02-08T06:55,before_open,0001558370-19-000489
1651258,HAS,2019-02-08,edgar_8k,2019-02-08T07:34,before_open,0000046080-19-000008
1651565,PSX,2019-02-08,edgar_8k,2019-02-08T10:04,intraday,0001534701-19-000058
1653145,BHF,2019-02-11,edgar_8k,2019-02-11T16:28,after_close,0001685040-19-000003
1653200,OMC,2019-02-12,edgar_8k,2019-02-12T08:24,before_open,0000891092-19-001713
1653251,FIS,2019-02-12,edgar_8k,2019-02-12T07:06,before_open,0001136893-19-000005
1653279,FMC,2019-02-12,edgar_8k,2019-02-11T16:55,before_open,0000037785-19-000021
1653563,MLM,2019-02-12,edgar_8k,2019-02-12T15:38,intraday,0001564590-19-002661
1653568,TAP,2019-02-11,edgar_8k,2019-02-12T07:09,after_call_date,0001157523-19-000295
1654714,AIZ,2019-02-19,assumed_after_hours,,assumed_after_hours,
1654753,CBRE,2019-02-12,edgar_8k,2019-02-13T06:55,after_call_date,0001564590-19-002750
1654759,TRIP,2019-02-12,edgar_8k,2019-02-12T16:02,after_close,0001564590-19-002677
1655362,OXY,2019-02-13,edgar_8k,2019-02-12T16:16,before_open,0001104659-19-007510
1655685,CSCO,2019-02-13,edgar_8k,2019-02-13T16:10,after_close,0001193125-19-037964
1655814,MGM,2019-02-13,edgar_8k,2019-02-13T16:30,after_close,0001564590-19-002839
1656490,EPAM,2019-02-13,edgar_8k,2019-02-13T21:50,after_close,0001352010-19-000004
1656562,IRM,2019-02-14,edgar_8k,2019-02-14T06:09,before_open,0001020569-19-000015
1656594,WST,2019-02-14,edgar_8k,2019-02-14T09:43,intraday,0000105770-19-000006
1656627,AIG,2019-02-14,edgar_8k,2019-02-13T16:53,before_open,0001144204-19-007284
1656657,ZBRA,2019-02-14,edgar_8k,2019-02-14T08:04,before_open,0000877212-19-000008
1656662,CF,2017-11-01,edgar_8k,2017-11-01T16:35,after_close,0001324404-17-000023
1656664,HII,2019-02-14,edgar_8k,2019-02-14T07:28,before_open,0001501585-19-000003
1656707,IQV,2019-02-14,edgar_8k,2019-02-14T07:00,before_open,0001157523-19-000336
1656799,IFF,2018-02-14,edgar_8k,2018-02-14T16:57,after_close,0001157523-18-000329
1656986,REG,2019-02-11,assumed_after_hours,,assumed_after_hours,
1657156,VMC,2019-02-14,edgar_8k,2019-02-14T08:15,before_open,0001144204-19-007543
1658631,DE,2019-02-15,edgar_8k,2019-02-15T06:05,before_open,0001104659-19-008904
1658727,MCO,2019-02-15,edgar_8k,2019-02-15T07:30,before_open,0001157523-19-000357
1660217,PANW,2019-02-28,edgar_8k,2019-02-26T16:17,before_open,0001327567-19-000006
1660224,WMT,2019-02-18,edgar_8k,2019-02-19T07:00,after_call_date,0000104169-19-000011
1660329,SCI,2019-02-18,edgar_8k,2019-02-19T06:07,after_call_date,0001144204-19-008752
1661512,SO,2019-02-20,edgar_8k,2019-02-20T07:06,before_open,0000092122-19-000008
1661521,AWK,2019-02-19,edgar_8k,2019-02-19T16:43,after_close,0001410636-19-000047
1661557,NI,2019-02-20,edgar_8k,2019-02-20T06:31,before_open,0001111711-19-000006
1661867,DVN,2019-02-19,edgar_8k,2019-02-19T17:17,after_close,0001193125-19-044388
1661896,TRGP,2019-02-20,edgar_8k,2019-02-20T06:15,before_open,0001564590-19-003346
1662390,A,2019-02-20,edgar_8k,2019-02-20T16:06,after_close,0001090872-19-000004
1663044,FTI,2019-02-21,edgar_8k,2019-02-20T16:52,before_open,0001681459-19-000007
1663048,BG,2019-02-21,assumed_after_hours,,assumed_after_hours,
1663214,ALB,2019-02-20,edgar_8k,2019-02-20T16:45,after_close,0000915913-19-000015
1663300,ES,2019-02-21,edgar_8k,2019-02-20T16:32,before_open,0000072741-19-000006
1663412,NCLH,2019-02-20,edgar_8k,2019-02-21T08:17,after_call_date,0001171843-19-001074
1663606,FLS,2019-02-21,edgar_8k,2019-02-20T16:12,before_open,0001157523-19-000390
1664220,KEYS,2019-02-20,edgar_8k,2019-02-21T16:08,after_call_date,0001601046-19-000004
1664338,HPE,2019-02-20,edgar_8k,2019-02-21T16:22,after_call_date,0001645590-19-000008
1664419,FLR,2019-02-21,edgar_8k,2019-02-21T16:23,after_close,0001628280-19-001650
1664423,KHC,2019-02-21,edgar_8k,2019-02-21T17:02,after_close,0001637459-19-000010
1665165,LNT,2019-02-22,edgar_8k,2019-02-21T18:04,before_open,0000352541-19-000010
1667511,WAB,2019-02-25,edgar_8k,2019-02-25T07:50,before_open,0001140361-19-003727
1668003,ETSY,2019-02-25,edgar_8k,2019-02-25T16:07,after_close,0001370637-19-000017
1668930,M,2019-02-26,edgar_8k,2019-02-26T08:56,before_open,0000794367-19-000017
1669071,OKE,2019-02-25,edgar_8k,2019-02-25T16:28,after_close,0001039684-19-000014
1670550,CPB,2019-02-26,edgar_8k,2019-02-27T07:33,after_call_date,0000016732-19-000021
1670663,AES,2019-02-27,edgar_8k,2019-02-26T19:45,before_open,0000874761-19-000014
1670684,LOW,2019-02-27,edgar_8k,2019-02-27T08:16,before_open,0000060667-19-000022
1670838,EOG,2019-02-26,edgar_8k,2019-02-26T16:21,after_close,0000821189-19-000008
1671922,HPQ,2019-02-27,edgar_8k,2019-02-27T16:11,after_close,0000047217-19-000011
1672623,ANSS,2019-02-26,assumed_after_hours,,assumed_after_hours,
1673527,PGR,2019-02-27,assumed_after_hours,,assumed_after_hours,
1673949,JWN,2019-02-28,assumed_after_hours,,assumed_after_hours,
1673999,EIX,2019-02-28,edgar_8k,2019-02-28T16:09,after_close,0000827052-19-000033
1674144,ADSK,2019-02-28,edgar_8k,2019-02-28T16:02,after_close,0000769397-19-000006
1677343,CIEN,2019-01-31,assumed_after_hours,,assumed_after_hours,
1678265,URBN,2019-03-05,assumed_after_hours,,assumed_after_hours,
1678430,AZO,2019-02-26,edgar_8k,2019-02-26T07:15,before_open,0001171843-19-001205
1678781,ANF,2019-03-05,assumed_after_hours,,assumed_after_hours,
1680131,HRB,2019-03-07,edgar_8k,2019-03-07T08:24,before_open,0001574842-19-000003
1690493,GIS,2019-03-19,edgar_8k,2019-03-20T07:59,after_call_date,0001564590-19-008551
1690859,MU,2019-03-20,edgar_8k,2019-03-20T16:00,after_close,0000723125-19-000012
1691216,DRI,2019-03-21,edgar_8k,2019-03-21T07:09,before_open,0000940944-19-000009
1691275,CAG,2019-03-21,edgar_8k,2019-03-21T07:36,before_open,0001193125-19-081456
1692833,MKC,2019-03-26,edgar_8k,2019-03-26T06:50,before_open,0000063754-19-000061
1692960,FDS,2019-03-26,edgar_8k,2019-03-26T07:05,before_open,0001437749-19-005654
1693639,PAYX,2019-03-27,edgar_8k,2019-03-27T16:45,after_close,0000723531-19-000012
1695833,WBA,2019-04-02,assumed_after_hours,,assumed_after_hours,
1696831,STZ,2019-05-01,assumed_after_hours,,assumed_after_hours,
1697746,PFG,2019-04-25,edgar_8k,2019-04-25T17:38,after_close,0001126328-19-000143
1697768,BNY,2019-04-17,edgar_8k,2019-04-17T06:35,before_open,0001390777-19-000062
1698531,FAST,2019-04-11,edgar_8k,2019-04-11T07:34,before_open,0000815556-19-000023
1698650,BA,2019-04-24,edgar_8k,2019-04-24T07:56,before_open,0000950123-19-003561
1698896,PNC,2019-04-12,edgar_8k,2019-04-12T06:57,before_open,0000713676-19-000025
1699229,GS,2019-04-15,edgar_8k,2019-04-15T07:29,before_open,0001193125-19-105761
1699252,C,2019-04-15,edgar_8k,2019-04-15T09:25,before_open,0001104659-19-021242
1699584,CMA,2019-04-15,assumed_after_hours,,assumed_after_hours,
1699592,OMC,2019-04-16,edgar_8k,2019-04-16T08:01,before_open,0000891092-19-004536
1699602,BAC,2019-04-16,edgar_8k,2019-04-16T06:45,before_open,0000070858-19-000021
1699610,JNJ,2019-04-16,edgar_8k,2019-04-16T07:52,before_open,0000200406-19-000025
1699644,FHN,2019-04-16,edgar_8k,2019-04-16T06:30,before_open,0001171843-19-002427
1699707,PLD,2019-04-15,edgar_8k,2019-04-16T08:19,after_call_date,0001564590-19-011671
1699809,CSX,2019-04-16,edgar_8k,2019-04-16T16:01,after_close,0000277948-19-000021
1700094,TXT,2019-04-17,edgar_8k,2019-04-17T06:37,before_open,0001104659-19-021777
1700134,USB,2019-04-17,edgar_8k,2019-04-17T06:50,before_open,0001193125-19-108357
1700170,ABT,2019-04-16,edgar_8k,2019-04-17T07:50,after_call_date,0001104659-19-021809
1700249,UAL,2019-04-17,edgar_8k,2019-04-16T16:14,before_open,0000100517-19-000011
1700489,LVS,2019-04-17,edgar_8k,2019-04-17T16:08,after_close,0001300514-19-000039
1700815,DHR,2019-04-18,edgar_8k,2019-04-17T18:31,before_open,0000313616-19-000070
1700834,SYF,2019-04-18,edgar_8k,2019-04-18T06:30,before_open,0001601712-19-000121
1700848,AXP,2019-04-17,edgar_8k,2019-04-18T07:34,after_call_date,0000004969-19-000018
1700866,HON,2019-04-18,edgar_8k,2019-04-18T06:35,before_open,0000930413-19-001231
1700888,PM,2019-04-18,edgar_8k,2019-04-18T09:05,before_open,0001413329-19-000029
1700929,BX,2019-04-18,edgar_8k,2019-04-18T06:56,before_open,0001193125-19-109826
1700948,UNP,2019-04-18,edgar_8k,2019-04-18T08:06,before_open,0000100885-19-000125
1700964,DOV,2019-04-18,edgar_8k,2019-04-18T06:48,before_open,0000029905-19-000028
1701002,KEY,2019-04-18,edgar_8k,2019-04-18T06:56,before_open,0000091576-19-000013
1701034,CCI,2019-04-18,edgar_8k,2019-04-17T16:21,before_open,0001051470-19-000110
1701078,URI,2019-04-17,edgar_8k,2019-04-17T16:51,after_close,0001067701-19-000017
1701224,PPG,2019-04-18,edgar_8k,2019-04-18T13:38,intraday,0000079879-19-000013
1701915,KMB,2019-04-22,edgar_8k,2019-04-22T09:05,before_open,0000055785-19-000030
1702064,ZION,2019-04-22,edgar_8k,2019-04-22T16:40,after_close,0000109380-19-000130
1702269,NDAQ,2019-04-24,edgar_8k,2019-04-24T07:07,before_open,0001193125-19-115672
1702273,WHR,2019-04-23,edgar_8k,2019-04-22T16:20,before_open,0000106640-19-000095
1702301,HAS,2019-04-23,edgar_8k,2019-04-23T07:16,before_open,0000046080-19-000049
1702322,VZ,2019-04-23,edgar_8k,2019-04-23T07:31,before_open,0000732712-19-000020
1702336,PG,2019-04-23,edgar_8k,2019-04-23T07:05,before_open,0000080424-19-000028
1702371,PHM,2019-04-22,edgar_8k,2019-04-23T07:52,after_call_date,0000822416-19-000017
1702402,STT,2019-04-23,edgar_8k,2019-04-23T07:11,before_open,0000093751-19-000383
1702505,NTRS,2019-04-23,edgar_8k,2019-04-23T07:46,before_open,0000073124-19-000127
1702533,FITB,2019-04-23,edgar_8k,2019-04-23T06:31,before_open,0001193125-19-114107
1702596,LMT,2019-04-23,edgar_8k,2019-04-23T07:31,before_open,0000936468-19-000019
1702954,EBAY,2019-04-23,edgar_8k,2019-04-23T16:19,after_close,0001065088-19-000017
1703347,SWK,2019-04-24,edgar_8k,2019-04-24T06:45,before_open,0000093556-19-000013
1703360,BSX,2019-04-24,edgar_8k,2019-04-24T06:33,before_open,0000885725-19-000021
1703447,GD,2019-04-24,edgar_8k,2019-04-24T08:36,before_open,0000040533-19-000018
1703451,BIIB,2019-04-24,edgar_8k,2019-04-24T06:38,before_open,0000875045-19-000014
1703486,NSC,2019-04-24,edgar_8k,2019-04-24T08:07,before_open,0000702165-19-000028
1703631,MKTX,2019-04-24,edgar_8k,2019-04-24T07:03,before_open,0001193125-19-115669
1703637,TER,2019-04-24,edgar_8k,2019-04-24T06:09,before_open,0001193125-19-115617
1703663,APD,2019-04-24,edgar_8k,2019-04-24T08:01,before_open,0000002969-19-000026
1703766,CAT,2019-04-24,edgar_8k,2019-04-24T07:33,before_open,0000018230-19-000139
1703819,MCO,2019-04-24,edgar_8k,2019-04-24T07:30,before_open,0001157523-19-000868
1703871,NOC,2019-04-24,edgar_8k,2019-04-24T06:30,before_open,0001133421-19-000020
1703930,AVY,2019-04-24,edgar_8k,2019-04-24T06:46,before_open,0001104659-19-023216
1704288,ALGN,2019-04-24,edgar_8k,2019-04-24T16:00,after_close,0001171843-19-002589
1704303,LRCX,2019-04-24,edgar_8k,2019-04-24T16:11,after_close,0000707549-19-000066
1704309,NOW,2019-04-24,edgar_8k,2019-04-24T16:13,after_close,0001373715-19-000105
1704312,PYPL,2019-04-24,edgar_8k,2019-04-24T16:30,after_close,0001633917-19-000115
1704343,MSFT,2019-04-24,edgar_8k,2019-04-24T16:04,after_close,0001193125-19-117108
1704344,V,2019-04-24,edgar_8k,2019-04-24T16:04,after_close,0001403161-19-000014
1704846,MAS,2019-04-25,edgar_8k,2019-04-25T07:06,before_open,0000062996-19-000022
1704854,XRX,2019-04-25,assumed_after_hours,,assumed_after_hours,
1704896,ROK,2019-04-25,edgar_8k,2019-04-25T07:02,before_open,0001024478-19-000016
1704912,ROP,2019-04-24,edgar_8k,2019-04-25T08:00,after_call_date,0000882835-19-000017
1704918,BAX,2019-04-25,edgar_8k,2019-04-25T07:24,before_open,0001193125-19-117975
1704948,MRSH,2019-04-26,edgar_8k,2019-04-25T07:22,before_open,0000062709-19-000013
1704966,NEM,2019-04-25,edgar_8k,2019-04-25T06:56,before_open,0001157523-19-000886
1704983,UPS,2019-04-27,edgar_8k,2019-04-25T07:25,before_open,0001090727-19-000008
1705041,MMM,2019-04-25,edgar_8k,2019-04-25T07:07,before_open,0001104659-19-023560
1705045,WST,2019-04-25,edgar_8k,2019-04-25T09:05,before_open,0000105770-19-000018
1705065,XEL,2019-04-25,edgar_8k,2019-04-24T18:07,before_open,0000072903-19-000014
1705068,DHI,2019-04-24,edgar_8k,2019-04-25T12:59,after_call_date,0000882184-19-000092
1705101,CMS,2019-04-25,edgar_8k,2019-04-25T07:08,before_open,0001104659-19-023561
1705203,ITW,2019-04-25,edgar_8k,2019-04-25T09:24,before_open,0000049826-19-000052
1705222,IP,2019-04-25,edgar_8k,2019-04-25T07:18,before_open,0000051434-19-000010
1705260,EQT,2019-04-25,edgar_8k,2019-04-25T06:30,before_open,0000033213-19-000011
1705263,IVZ,2019-04-25,edgar_8k,2019-04-25T08:05,before_open,0000914208-19-000225
1705378,BC,2019-04-24,edgar_8k,2019-04-25T06:47,after_call_date,0000014930-19-000069
1705429,FCX,2019-04-25,edgar_8k,2019-04-25T14:21,intraday,0000831259-19-000015
1705543,ESS,2019-04-24,edgar_8k,2019-04-24T16:32,after_close,0001140361-19-007529
1705639,LUV,2019-04-26,edgar_8k,2019-04-25T06:30,before_open,0000092380-19-000046
1705756,MSCI,2019-05-02,edgar_8k,2019-05-02T07:13,before_open,0001157523-19-001036
1706035,VRSN,2019-04-25,edgar_8k,2019-04-25T16:08,after_close,0001014473-19-000014
1706145,ALK,2019-02-26,assumed_after_hours,,assumed_after_hours,
1706189,MAT,2019-04-25,edgar_8k,2019-04-25T16:05,after_close,0001628280-19-004716
1706199,AMZN,2019-04-24,edgar_8k,2019-04-25T16:10,after_call_date,0001018724-19-000041
1706223,COF,2019-04-25,edgar_8k,2019-04-25T16:05,after_close,0000927628-19-000169
