call_id,decode_ok,codec,sample_rate,channels,bit_rate,duration_sec,peak_dbfs,rms_dbfs,clip_ratio,silence_ratio,reason
441978375,True,mp3,16000,1,24000,3813.408,-2.062256,-28.254112,0.0,0.1641491765371028,
441980949,True,mp3,16000,1,24000,4661.28,-2.352828,-29.052088,0.0,0.2030125600693372,
441982971,True,mp3,44100,1,64001,3857.019841,-0.079788,-28.023104,5.879082269378668e-09,0.12249011114174355,
441983377,True,mp3,16000,1,24000,4237.344,-2.720782,-28.148288,0.0,0.1532551065006759,
441986358,True,mp3,44100,1,64000,4291.018209,-5.843463,-25.853047,0.0,0.13038150964416007,
441992336,True,mp3,16000,1,24000,3633.156,-4.127307,-28.89633,0.0,0.2197764989997677,
441995462,True,mp3,16000,1,24001,3332.124,-2.64613,-24.655762,0.0,0.15728400023528535,
442011537,True,mp3,44100,1,64001,3795.005147,-3.868036,-26.93413,0.0,0.18298998317537726,
442047798,True,mp3,44100,1,64000,4454.02229,-2.886346,-27.635603,0.0,0.16200561829698432,
442050823,True,mp3,44100,1,64001,3642.998617,-3.692049,-28.360166,0.0,0.12157863083811321,
442053366,True,mp3,44100,1,64001,3751.014943,-0.18275,-20.183785,0.0,0.12512230133229837,
442053828,True,mp3,16000,1,24000,3813.408,0.990318,-19.814712,1.638953922580537e-08,0.19311677087791287,
442059893,True,mp3,44100,1,64001,4215.994535,-0.653183,-25.664628,0.0,0.1871763016884461,
442060260,True,mp3,44100,1,64001,4061.010045,-1.054491,-25.74885,0.0,0.16894172937215673,
442062256,True,mp3,44100,1,64000,4342.009229,-0.606251,-21.218745,0.0,0.11449202357280387,
442063108,True,mp3,44100,1,64001,3555.018209,-0.828986,-26.310262,0.0,0.20100454146506455,
442080290,True,mp3,44100,1,64001,2586.005964,-0.980516,-24.819172,0.0,0.2586522959774582,
442081004,True,mp3,16000,1,24001,3510.288,-1.052783,-22.82271,0.0,0.22428420830427587,
442123638,True,mp3,16000,1,24000,3571.74,0.922781,-23.266436,1.7498474133055596e-08,0.1536751418076344,
442124818,True,mp3,44100,1,64001,3137.00678,-0.409589,-23.282437,0.0,0.1657333941114402,
442126415,True,mp3,44100,1,64001,2839.001882,-3.164834,-24.660975,0.0,0.16150192252672835,
442128152,True,mp3,16000,1,24000,4720.644,0.668571,-25.481712,1.323971898749408e-08,0.14794930162071107,
442129163,True,mp3,44100,1,64001,3767.001882,-0.894945,-18.398862,0.0,0.1511562764862988,
442131088,True,mp3,44100,1,64001,3270.02229,-1.626316,-25.27273,0.0,0.16848000476473815,
442134323,True,mp3,44100,1,64001,4164.010862,-3.526491,-25.532524,0.0,0.16684318317707594,
442226489,True,mp3,44100,1,64001,3744.014127,-1.798808,-23.796505,0.0,0.163003024908191,
442277393,True,mp3,16000,1,24000,3754.008,-0.042379,-22.5899,1.664887235189696e-08,0.15260062152238357,
442277397,True,mp3,44100,1,64001,3393.00678,-1.104348,-21.986148,0.0,0.15131819954689274,
442279182,True,mp3,44100,1,64001,3334.02229,0.377834,-22.560572,6.801315344461831e-09,0.17766774168747385,
442279184,True,mp3,44100,1,64001,3329.999433,-0.976083,-23.243822,0.0,0.14571952361050147,
442279576,True,mp3,44100,1,64001,3601.019841,-0.486809,-22.035498,0.0,0.1560304777004421,
442279776,True,mp3,16000,1,24000,3934.224,-1.640007,-27.787195,0.0,0.1781004304787933,
442279894,True,mp3,44100,1,64001,3695.008413,0.546388,-26.37719,6.13685665329554e-09,0.096406709859364,
442279895,True,mp3,44100,1,64001,4057.013311,-1.321132,-23.835578,0.0,0.16205575791861135,
442279925,True,mp3,44100,1,64001,3728.001066,-0.933014,-23.362455,0.0,0.16013265834189547,
442281346,True,mp3,16000,1,24001,3391.488,-1.049793,-25.333128,0.0,0.2164046197421309,
442281905,True,mp3,44100,1,64001,3514.005964,0.274745,-20.386261,6.452959157033942e-09,0.17249125676213567,
442281910,True,mp3,44100,1,64001,3909.003515,-3.185443,-28.494142,0.0,0.12902634189624154,
442282201,True,mp3,44100,1,64001,3774.028821,-0.347703,-28.157218,0.0,0.22086960792714094,
442282274,True,mp3,16000,1,24000,4116.492,1.205301,-23.212383,1.5182830429404454e-08,0.17552938448562513,
442282593,True,mp3,16000,1,24000,6172.704,-2.638282,-24.00057,0.0,0.1535365207857043,
442284170,True,mp3,16000,1,24000,3571.74,0.326902,-26.616868,1.7498474133055596e-08,0.17365460503844066,
442290567,True,mp3,16000,1,24000,3692.556,-0.103166,-25.740077,0.0,0.18279170498700628,
442291183,True,mp3,44100,1,64001,4134.02229,-0.784413,-27.486466,0.0,0.2032776659266634,
442293248,True,mp3,44100,1,64001,2518.009229,-0.431511,-25.012614,0.0,0.2139936485514764,
442309263,True,mp3,16000,1,24001,2361.348,2.481137,-22.2703,2.6467932723173375e-08,0.14045516162801927,
442309312,True,mp3,44100,1,64001,2711.994535,-0.562099,-20.955039,0.0,0.2386848150488622,
442309685,True,mp3,16000,1,24001,2301.984,-2.604359,-19.754719,0.0,0.09027216783435506,
442309805,True,mp3,44100,1,64001,3772.017392,-0.564016,-32.32971,0.0,0.274696449490814,
442311906,True,mp3,16000,1,24000,5265.432,1.147373,-22.274908,1.1869871266023376e-08,0.1778809877328204,
442352639,True,mp3,44100,1,64000,4690.012494,-0.369325,-26.095036,0.0,0.16815867313977353,
442353770,True,mp3,16000,1,24000,3754.008,-3.998377,-27.586826,0.0,0.2019723740599381,
442354994,True,mp3,16000,1,24001,3450.888,-0.827483,-23.882253,0.0,0.14482605114973307,
442355516,True,mp3,44100,1,64001,3713.999433,-1.69844,-23.536712,0.0,0.2103010996878631,
442355559,True,mp3,16000,1,24000,3633.156,-1.679611,-22.537536,0.0,0.17742617905754665,
442355648,True,mp3,44100,1,64001,3476.023923,-4.04017,-29.948357,0.0,0.19663656958093956,
442356642,True,mp3,11025,1,16000,3701.237551,-0.047813,-24.416337,2.4506113589169318e-08,0.1668817314449645,
442357293,True,mp3,44100,1,64001,3550.002698,-4.272849,-29.717485,0.0,0.1078228603081473,
442357729,True,mp3,16000,1,24000,3751.956,-0.170467,-18.341322,0.0,0.1499945718979647,
442357804,True,mp3,16000,1,24000,3874.824,-7.074348,-29.84124,0.0,0.17595308173997065,
442359691,True,mp3,16000,1,24000,3754.008,2.597664,-22.6701,1.664887235189696e-08,0.19886324616250153,
442362693,True,mp3,44100,1,64001,3937.032902,-0.443524,-23.528232,0.0,0.12303277317137341,
442365113,True,mp3,16000,1,24001,3029.004,0.252134,-31.001974,2.063384531681041e-08,0.33768466763332106,
442365214,True,mp3,16000,1,24001,2967.552,-2.345834,-22.85642,0.0,0.21438934414628624,
442372040,True,mp3,16000,1,24000,3936.276,-0.259706,-19.871887,0.0,0.1296672654559792,
442382024,True,mp3,16000,1,24001,2422.8,-1.265775,-25.935604,0.0,0.173109198035331,
442382333,True,mp3,44100,1,64001,3257.013311,-0.390028,-23.227682,0.0,0.21937557749207492,
442382381,True,mp3,44100,1,64001,3216.001066,-1.290083,-26.292692,0.0,0.14560204439932237,
442383612,True,mp3,44100,1,64001,3547.99127,-0.007807,-18.779893,6.3911479022511e-09,0.15628759875725398,
442383712,True,mp3,16000,1,24000,3813.408,2.501108,-19.848554,1.638953922580537e-08,0.16203241955751915,
442384253,True,mp3,44100,1,64001,4186.032086,-0.9971,-28.572602,0.0,0.1961716035924336,
442385006,True,mp3,44100,1,64001,3947.011678,-4.578968,-29.510958,0.0,0.3367523801382581,
442422860,True,mp3,16000,1,24001,2119.68,1.866201,-27.006204,2.9485582729468598e-08,0.21586520135114737,
442422984,True,mp3,16000,1,24001,2121.732,1.201999,-18.261542,2.9457066208173324e-08,0.1717016833417227,
442423347,True,mp3,44100,1,64001,2319.008413,-4.217539,-30.456133,0.0,0.25087507476843296,
442424958,True,mp3,44100,1,64001,3644.017392,-1.184078,-27.36159,0.0,0.19277107720236697,
442425250,True,mp3,44100,1,64001,3362.025556,-0.46965,-25.584717,0.0,0.17864946384125582,
442425254,True,mp3,16000,1,24000,3756.06,-6.138139,-28.112722,0.0,0.10700442218707902,
442425362,True,mp3,16000,1,24000,4358.16,-0.549757,-27.228463,0.0,0.2167870463681921,
442426079,True,mp3,44100,1,64001,3560.007596,-0.451335,-27.408326,0.0,0.16330808357072954,
442426734,True,mp3,16000,1,24001,3389.472,-0.298564,-21.099525,0.0,0.12983022193427177,
442426759,True,mp3,16000,1,24001,2727.936,-2.23564,-27.559795,0.0,0.17803514378636448,
442428414,True,mp3,16000,1,24000,3872.772,-0.34365,-26.477083,0.0,0.18179222944185716,
442428582,True,mp3,11025,1,16001,3362.011429,1.338328,-21.848801,2.697877439528696e-08,0.16997685643501123,
442428701,True,mp3,44100,1,64001,2882.025556,-0.319504,-21.886073,0.0,0.17973275876114403,
442428924,True,mp3,44100,1,64001,3150.01576,1.568237,-18.854002,7.198610639352163e-09,0.13317901431705853,
442429614,True,mp3,44100,1,64000,4718.01576,-2.112823,-29.54263,0.0,0.17762788757619577,
442429618,True,mp3,44100,1,64001,2295.994535,0.690313,-24.195718,9.876215563377013e-09,0.2083056565289255,
442429851,True,mp3,16000,1,24000,4175.892,0.34868,-24.212094,1.4966862169807074e-08,0.19226714915040907,
442433195,True,mp3,16000,1,24001,3389.472,-0.76495,-23.948802,0.0,0.1443433593786879,
442434693,True,mp3,44100,1,64001,3898.032086,-3.355094,-29.613344,0.0,0.15688776708545543,
442436357,True,mp3,44100,1,64001,2322.012494,-0.802768,-25.760818,0.0,0.15507994419947338,
442438190,True,mp3,44100,1,64001,3587.018209,-0.144927,-25.289515,0.0,0.12891287611526034,
442438255,True,mp3,44100,1,64001,3747.018209,-7.082902,-31.99547,0.0,0.16868745352819822,
442439317,True,mp3,44100,1,64000,4564.023923,-0.676895,-24.377718,0.0,0.14687302987653514,
442453227,True,mp3,44100,1,64002,1566.028821,0.415322,-19.846431,1.4479769886338585e-08,0.11062263074403532,
442454175,True,mp3,16000,1,24000,3692.556,-0.695179,-24.081436,0.0,0.18764488175670185,
442454180,True,mp3,44100,1,64001,3518.028821,-0.447444,-25.632192,0.0,0.19477512574931802,
442454997,True,mp3,16000,1,24001,3450.888,-8.902318,-29.714901,0.0,0.24054938844726345,
442455010,True,mp3,44100,1,64001,3660.030454,-0.292706,-23.143767,0.0,0.16500342895780726,
442455187,True,mp3,44100,1,64001,3915.0378,-0.590667,-23.297626,0.0,0.1655877687822069,
442455618,True,mp3,44100,1,64001,3721.992902,-1.113621,-23.399441,0.0,0.20021721363293454,
442493488,True,mp3,16000,1,24000,3813.408,-1.017241,-24.677308,0.0,0.19046625302091985,
442494446,True,mp3,16000,1,24001,3088.404,0.618799,-26.583296,2.0236989720256806e-08,0.21021812398895998,
442497368,True,mp3,44100,1,64001,3861.016576,-2.333974,-26.511852,0.0,0.17083815622551735,
442499140,True,mp3,16000,1,24001,3510.288,0.04405,-24.029131,1.7804806899035063e-08,0.12978296709557732,
442499460,True,mp3,44100,1,64001,3540.023923,0.292823,-20.572175,6.405532125008699e-09,0.14934520119060787,
442500245,True,mp3,44100,1,64001,3443.005147,-1.37432,-26.556144,0.0,0.18890070482953011,
442502254,True,mp3,16000,1,24001,2664.468,-0.743549,-24.271739,0.0,0.18471601723120715,
442567155,True,mp3,44100,1,64001,3401.175556,3.036706,-18.992199,6.6670292641649134e-09,0.21844076019226805,
442574566,True,mp3,16000,1,24000,3633.156,-2.321446,-23.812265,0.0,0.18160413535779912,
442608025,True,mp3,44100,1,64000,4344.020658,-3.710596,-27.779974,0.0,0.22725481661371968,
442608842,True,mp3,44100,1,64001,4112.993719,-1.047645,-25.149337,0.0,0.2054668104879739,
442651946,True,mp3,16000,1,24000,3934.224,1.597125,-22.794423,1.5886233219054128e-08,0.20492692256465317,
442654416,True,mp3,16000,1,24000,3756.06,-4.796642,-31.705352,0.0,0.2140777620698285,
442654439,True,mp3,16000,1,24001,3510.288,1.055621,-23.027271,1.7804806899035063e-08,0.17054348247209347,
442654600,True,mp3,44100,1,64001,3767.001882,-5.442759,-29.330305,0.0,0.18448343769635528,
442654623,True,mp3,16000,1,24000,3995.676,-5.395648,-35.38731,0.0,0.19980883460020282,
442654925,True,mp3,44100,1,64001,3908.010862,-0.515312,-26.56158,0.0,0.17337776503856606,
442655128,True,mp3,44100,1,64001,3865.013311,-0.653385,-21.225119,0.0,0.15377499148799179,
442656193,True,mp3,44100,1,64001,3525.003515,-0.468265,-25.79901,0.0,0.18289758840141188,
442656508,True,mp3,16000,1,24000,3872.772,-3.858601,-27.013128,0.0,0.21436884768842576,
442656682,True,mp3,44100,1,64001,3578.005964,-0.739864,-26.493192,0.0,0.1451482013236801,
442656752,True,mp3,44100,1,64001,3392.014127,-1.411723,-22.538293,0.0,0.13368957882291274,
442656851,True,mp3,44100,1,64001,3856.993719,-0.516151,-30.342747,0.0,0.3435498731752018,
442657197,True,mp3,44100,1,64000,4267.011678,0.546456,-22.437445,5.3141961336406606e-09,0.1072752402717938,
442657466,True,mp3,44100,1,64001,2544.027188,-1.236974,-20.530092,0.0,0.14470018313342017,
442657853,True,mp3,16000,1,24001,3086.352,0.146783,-22.690076,2.0250444537758493e-08,0.1717102132226007,
442658026,True,mp3,44100,1,64001,3290.005964,-1.049262,-22.770246,0.0,0.19060241679245782,
442658327,True,mp3,16000,1,24001,3448.836,0.700772,-25.109162,1.8122056253182234e-08,0.13939368615962025,
442658892,True,mp3,16000,1,24000,3811.356,-0.895938,-26.766788,0.0,0.161822761505354,
442659068,True,mp3,44100,1,64001,3511.028005,-4.835193,-30.061019,0.0,0.1868241267417632,
442659690,True,mp3,22050,1,32000,3540.741224,4.923665,-17.770373,1.280846891866192e-08,0.17086205478652627,
442659699,True,mp3,16000,1,24000,4235.292,0.54079,-24.243651,1.4756951822920356e-08,0.18480505476363845,
442663562,True,mp3,44100,1,64001,2738.012494,-0.724143,-26.991855,0.0,0.19708124750434391,
442664548,True,mp3,44100,1,64001,3492.010862,-1.211512,-26.492751,0.0,0.14599222944799647,
442664800,True,mp3,16000,1,24000,3872.772,-0.693218,-28.166076,0.0,0.19525172382985623,
442665204,True,mp3,16000,1,24000,3872.772,1.188703,-22.209369,1.613831126645204e-08,0.24522244531823717,
442665280,True,mp3,44100,1,64001,3735.994535,-1.045971,-22.675881,0.0,0.15431434617984527,
442665288,True,mp3,16000,1,24000,4057.092,0.721372,-18.855455,1.5405122683932234e-08,0.16404028870925283,
442665621,True,mp3,44100,1,64001,3994.998617,-1.315994,-22.502627,0.0,0.10049972365234489,
442666405,True,mp3,16000,1,24000,4841.496,1.468286,-27.226688,1.2909233013927926e-08,0.18577103585338084,
442668774,True,mp3,16000,1,24001,3029.004,0.515604,-18.861023,2.063384531681041e-08,0.16619496738862016,
442670214,True,mp3,44100,1,64000,4710.02229,-0.216092,-23.333162,0.0,0.16018332388826126,
442677423,True,mp3,44100,1,64001,3703.001882,0.70385,-23.87479,6.123609353575691e-09,0.10789333106798567,
442681663,True,mp3,44100,1,64000,5137.019841,-2.965014,-25.898823,0.0,0.1712151656452985,
442693967,True,mp3,16000,1,24001,3147.804,-1.188347,-31.041096,0.0,0.22304576460287867,
442696066,True,mp3,44100,1,64001,3642.005964,-1.362413,-26.527569,0.0,0.10724697237206392,
442701632,True,mp3,16000,1,24001,2787.336,-0.515149,-23.471478,0.0,0.13199638328497176,
442704217,True,mp3,44100,1,64001,3608.020658,-0.669817,-23.96333,0.0,0.18715987296323291,
442705806,True,mp3,44100,1,64001,4025.013311,-1.170528,-21.883874,0.0,0.16758750043298926,
442708634,True,mp3,16000,1,24000,3934.224,-0.080151,-25.271929,1.5886233219054128e-08,0.1727069566959075,
442915423,True,mp3,16000,1,24000,3874.824,-1.567879,-25.602615,0.0,0.14555244109151796,
442917062,True,mp3,44100,1,64001,3599.034535,-9.169469,-29.817626,0.0,0.18175090976169253,
442917449,True,mp3,44100,1,64001,3731.03127,-1.077426,-25.341151,0.0,0.39009856998598674,
442917978,True,mp3,16000,1,24000,4417.56,-1.263612,-19.725842,0.0,0.16455312525466545,
442918559,True,mp3,44100,1,64001,4137.026372,-5.147621,-29.522049,0.0,0.16190538366720372,
442918811,True,mp3,16000,1,24001,3211.272,1.545286,-18.916742,1.946269266508723e-08,0.10627849431627094,
442919233,True,mp3,44100,1,64001,3323.024739,-0.486086,-21.493337,0.0,0.13824152393708677,
442919557,True,mp3,44100,1,64001,3678.028821,-2.151007,-25.258381,0.0,0.14779647154918257,
442919591,True,mp3,16000,1,24000,3573.792,-5.129215,-28.337295,0.0,0.21499372347355414,
442919668,True,mp3,16000,1,24001,2060.316,-0.300729,-24.729007,0.0,0.17187203564890047,
442919687,True,mp3,16000,1,24000,3692.556,-0.944872,-31.956849,0.0,0.2946819736789367,
442919753,True,mp3,16000,1,24000,3692.556,0.783653,-24.176728,1.692594506352781e-08,0.2009692221323116,
442919761,True,mp3,44100,1,64001,3691.011678,0.066946,-19.892591,6.143501819997055e-09,0.1364156166183769,
442919806,True,mp3,16000,1,24000,3694.608,-4.797886,-27.975728,0.0,0.1492174980403875,
442920086,True,mp3,44100,1,64001,3706.005964,-0.239809,-22.966194,0.0,0.1361606734856296,
442921197,True,mp3,44100,1,64001,3169.00678,-1.004269,-27.816478,0.0,0.12925278910258436,
442921833,True,mp3,16000,1,24001,2119.68,-4.073923,-27.369409,0.0,0.22400475873716788,
442922200,True,mp3,16000,1,24000,4057.092,-0.040018,-24.132715,1.5405122683932234e-08,0.15960660468138263,
442922567,True,mp3,16000,1,24000,4177.944,4.689995,-24.47855,1.495951118540603e-08,0.13460446477980556,
442927650,True,mp3,16000,1,24001,2361.348,-0.268764,-23.297958,0.0,0.21000508396051748,
442928239,True,mp3,16000,1,24000,4298.76,-4.074587,-30.917371,0.0,0.1611082144618448,
442928262,True,mp3,16000,1,24000,4362.264,-0.323289,-23.679589,0.0,0.14923219502533547,
442928406,True,mp3,44100,1,64001,3858.012494,-0.972764,-22.48793,0.0,0.18567602492580212,
442929366,True,mp3,44100,1,64001,3322.998617,-1.241174,-26.541424,0.0,0.16746583496998188,
442930819,True,mp3,44100,1,64001,2849.00678,-1.301976,-22.766326,0.0,0.15995465163477077,
442931393,True,mp3,16000,1,24001,3270.672,0.703509,-20.757643,1.9109222814149508e-08,0.17183644278606963,
442931445,True,mp3,44100,1,64002,2050.730862,0.01638,-24.805617,1.1057392944726492e-08,0.21696062328046245,
442931690,True,mp3,16000,1,24001,3510.288,-1.464145,-28.949005,0.0,0.2406760607676635,
442932100,True,mp3,44100,1,64001,4076.030454,-0.533546,-23.270547,0.0,0.20393896056008218,
442933004,True,mp3,11025,1,16001,3639.222857,-3.99303,-28.507841,0.0,0.2242820668236971,
442933194,True,mp3,44100,1,64000,4814.01576,-4.799533,-27.181592,0.0,0.14454974177317606,
442935165,True,mp3,16000,1,24000,3813.408,0.025015,-25.586008,1.638953922580537e-08,0.1705516501250325,
442935453,True,mp3,16000,1,24000,3815.424,-2.029637,-25.852143,0.0,0.18586066135768922,
442938114,True,mp3,44100,1,64001,3938.275556,-0.302214,-23.398194,0.0,0.22585439498891174,
442956987,True,mp3,44100,1,64001,3348.023923,-2.269365,-27.755904,0.0,0.13971510053633507,
442961795,True,mp3,44100,1,64001,3295.021474,1.726981,-26.003127,6.8818176576113626e-09,0.15958899392593154,
442962768,True,mp3,16000,1,24000,3754.008,0.20472,-25.635339,1.664887235189696e-08,0.20418770977579165,
442963610,True,mp3,44100,1,64001,3514.998617,-0.761702,-23.447475,0.0,0.17363532863091308,
442966069,True,mp3,44100,1,64001,2584.020658,-0.501251,-25.718872,0.0,0.1913648954272408,
442967820,True,mp3,44100,1,64001,2956.004331,-1.216507,-22.011788,0.0,0.11009144965965206,
442970974,True,mp3,16000,1,24000,3635.208,-4.258548,-28.058147,0.0,0.16977059414481924,
442973020,True,mp3,11025,1,16000,4098.403265,-0.24666,-25.839857,0.0,0.14230166415798032,
442976392,True,mp3,44100,1,64001,3237.996168,-3.76707,-21.924181,0.0,0.09951800875633401,
442977512,True,mp3,44100,1,64001,3530.019025,-0.710289,-22.126669,0.0,0.09905623383998617,
442978823,True,mp3,16000,1,24000,3872.772,-6.248678,-27.452183,0.0,0.18739862429288376,
442978858,True,mp3,16000,1,24000,3692.556,-4.368272,-23.243939,0.0,0.12304781782591787,
442980128,True,mp3,16000,1,24000,4116.492,-19.546602,-38.420141,0.0,0.21169914164779136,
442982074,True,mp3,44100,1,64000,4614.988821,-0.456914,-21.991082,0.0,0.19227218730461146,
443164704,True,mp3,16000,1,24001,2060.316,-0.834456,-28.663314,0.0,0.19151620139823214,
443165346,True,mp3,11025,1,16001,2122.396735,0.325718,-27.52974,4.273609470045075e-08,0.17944907741294658,
443166939,True,mp3,44100,1,64001,3909.003515,-4.966541,-25.892989,0.0,0.1646956787144255,
443167147,True,mp3,44100,1,64001,3710.028821,-6.352297,-30.066394,0.0,0.21932249350577215,
443168064,True,mp3,16000,1,24001,2967.552,-2.411026,-25.960138,0.0,0.14867231846316425,
443168134,True,mp3,44100,1,64001,2959.008413,-6.091343,-31.75071,0.0,0.19339162115454248,
443168306,True,mp3,44100,1,64001,3266.025556,-0.970502,-26.41907,0.0,0.2170967035752123,
443168327,True,mp3,16000,1,24001,3209.22,0.319336,-24.001406,1.9475137260767412e-08,0.16548599628570182,
443168345,True,mp3,16000,1,24001,3209.22,-2.686138,-24.974689,0.0,0.12895720019194698,
443168462,True,mp3,44100,1,64001,3408.001066,-0.752093,-29.22029,0.0,0.2825279122139805,
443168764,True,mp3,44100,1,64001,3486.995351,-0.698996,-25.389761,0.0,0.19740827581046008,
443169231,True,mp3,16000,1,24000,3934.224,-2.465949,-29.507094,0.0,0.1912046533191806,
443169238,True,mp3,16000,1,24000,3995.676,-0.423831,-22.942901,0.0,0.21606232487318794,
443169283,True,mp3,44100,1,64001,3429.029637,-1.178645,-25.903621,0.0,0.15291442201087047,
443169695,True,mp3,16000,1,24000,4237.344,-6.004853,-29.138431,0.0,0.18895220260616083,
443170609,True,mp3,16000,1,24001,2725.92,1.768969,-18.093208,2.292803897399777e-08,0.12215305805012619,
443170994,True,mp3,16000,1,24000,4780.044,-2.617437,-33.004787,0.0,0.15798567983893036,
443171161,True,mp3,44100,1,64001,2748.017392,-2.365043,-28.28189,0.0,0.22105326216945573,
443171303,True,mp3,44100,1,64001,3113.992902,-1.213169,-23.48397,0.0,0.15659930460560825,
443172400,True,mp3,44100,1,64001,3397.996168,-1.180876,-26.466954,0.0,0.14654601900069006,
443172429,True,mp3,44100,1,64001,3312.027188,-1.35803,-21.328398,0.0,0.16234745624920277,
443172991,True,mp3,44100,1,64001,3790.01576,-0.317351,-19.07638,0.0,0.09599537126990733,
443173537,True,mp3,44100,1,64001,3725.023107,-2.513242,-25.293295,0.0,0.176070246857666,
443174603,True,mp3,44100,1,64000,4790.009229,-1.528568,-26.784545,0.0,0.21193227162360442,
443174763,True,mp3,11025,1,16001,2837.472653,-0.293557,-24.562102,0.0,0.17199432512028515,
443176510,True,mp3,44100,1,64001,2555.024739,-1.455677,-29.363467,0.0,0.20429468882727714,
443177771,True,mp3,44100,1,64001,3130.998617,-1.105969,-25.869178,0.0,0.17840665561686514,
443178307,True,mp3,16000,1,24000,3936.276,-0.055878,-27.11383,1.5877951647699502e-08,0.23373635436133036,
443178364,True,mp3,44100,1,64001,3816.007596,-0.141298,-22.04922,0.0,0.10580664263436651,
443178368,True,mp3,44100,1,64001,4004.010862,-0.060433,-23.948306,5.663255606641456e-09,0.11476460949720571,
443178524,True,mp3,16000,1,24000,3692.556,0.759676,-24.061897,1.692594506352781e-08,0.18616245819968608,
443178554,True,mp3,16000,1,24000,3813.408,0.87112,-19.96037,1.638953922580537e-08,0.11990943061954032,
443178750,True,mp3,16000,1,24000,4055.04,-0.389732,-25.775689,0.0,0.19340818561592488,
443178934,True,mp3,44100,1,64001,3906.992086,-0.491887,-22.9268,0.0,0.1741123639429865,
443180918,True,mp3,44100,1,64001,3393.032902,-0.159924,-24.511876,0.0,0.20046247668246162,
443181258,True,mp3,44100,1,64001,3513.013311,-0.688793,-27.622053,0.0,0.2048443097971512,
443182856,True,mp3,44100,1,64001,2792.007596,0.134262,-19.359532,8.121660195666224e-09,0.1343686519827076,
443184295,True,mp3,16000,1,24001,3512.34,-3.59546,-31.19867,0.0,0.21113414874414208,
443187814,True,mp3,16000,1,24001,3026.952,-0.318323,-22.847126,0.0,0.14975473545665738,
443188899,True,mp3,44100,1,64001,3671.994535,-6.15396,-23.429809,0.0,0.17304184549936974,
443192146,True,mp3,44100,1,64001,2839.028005,-0.71024,-24.479877,0.0,0.18584666479892648,
443192613,True,mp3,44100,1,64001,3266.025556,-1.293528,-22.774631,0.0,0.20885349189839592,
443193309,True,mp3,44100,1,64001,3237.003515,0.225642,-19.756391,7.005162910142218e-09,0.14809398592821732,
443196601,True,mp3,16000,1,24001,3209.22,-0.119576,-23.963727,0.0,0.18743724612211068,
