call_id,ticker,as_of,split
442918811,TEL,2025-10-28,excluded
442919233,ADP,2025-10-28,excluded
442919557,VRSK,2025-10-28,excluded
442919591,VLTO,2025-10-28,excluded
442919687,VZ,2025-10-28,excluded
442919753,CTSH,2025-10-28,excluded
442919761,OTIS,2025-10-28,excluded
442919806,TER,2025-10-28,excluded
442920086,GEHC,2025-10-28,excluded
442921197,EXE,2025-10-28,excluded
442921833,KHC,2025-10-28,excluded
442922200,IEX,2025-10-28,excluded
442922567,CNC,2025-10-28,excluded
442927650,GRMN,2025-10-29,excluded
442928239,ODFL,2025-10-29,excluded
442928262,BXP,2025-10-29,excluded
442928406,GNRC,2025-10-29,excluded
442929366,BA,2025-10-29,excluded
442930819,OKE,2025-10-29,excluded
442931393,REG,2025-10-29,excluded
442931690,ETR,2025-10-29,excluded
442932100,NI,2025-10-29,excluded
442933004,CAT,2025-10-28,excluded
442935165,PSX,2025-10-29,excluded
442935453,FTV,2025-10-29,excluded
442938114,AEP,2025-10-28,excluded
442956987,SBUX,2025-10-29,excluded
442961795,ALGN,2025-10-29,excluded
442962768,META,2025-10-29,excluded
442963610,CMG,2025-10-29,excluded
442966069,DVA,2025-10-29,excluded
442967820,MGM,2025-10-29,excluded
442970974,KLAC,2025-10-29,excluded
442973020,NOW,2025-10-29,excluded
442976392,GOOGL,2025-10-29,excluded
442977512,MSFT,2025-10-29,excluded
442978823,EQIX,2025-10-29,excluded
442980128,EBAY,2025-10-29,excluded
442982074,CHRW,2025-10-29,excluded
443164704,KMB,2025-10-29,excluded
443165346,FOXA,2025-10-29,excluded
443166939,BMY,2025-10-29,excluded
443167147,APTV,2025-10-29,excluded
443168064,CAH,2025-10-29,excluded
443168134,HSY,2025-10-29,excluded
443168306,DTE,2025-10-29,excluded
443168327,CMCSA,2025-10-29,excluded
443168345,ROL,2025-10-29,excluded
443168462,AME,2025-10-29,excluded
443168764,ICE,2025-10-29,excluded
443169231,CI,2025-10-29,excluded
443169238,BAX,2025-10-29,excluded
443169283,KIM,2025-10-29,excluded
443169695,BIIB,2025-10-29,excluded
443170609,HII,2025-10-29,excluded
443170994,SPGI,2025-10-29,excluded
443171161,MO,2025-10-29,excluded
443171303,AMP,2025-10-29,excluded
443172400,WTW,2025-10-29,excluded
443172429,PWR,2025-10-29,excluded
443172991,MA,2025-10-29,excluded
443173537,MRK,2025-10-29,excluded
443174603,BLDR,2025-10-29,excluded
443174763,CMS,2025-10-30,excluded
443176510,VMC,2025-10-30,excluded
443177771,XEL,2025-10-30,excluded
443178307,VTR,2025-10-30,excluded
443178364,IP,2025-10-30,excluded
443178368,MAA,2025-10-30,excluded
443178524,HWM,2025-10-30,excluded
443178554,LLY,2025-10-30,excluded
443178750,TYL,2025-10-30,excluded
443178934,TT,2025-10-30,excluded
443180918,EME,2025-10-30,excluded
443181258,LHX,2025-10-30,excluded
443182856,INVH,2025-10-30,excluded
443184295,PRU,2025-10-30,excluded
443187814,PSA,2025-10-30,excluded
443188899,UDR,2025-10-30,excluded
443192146,SO,2025-10-30,excluded
443192613,EXR,2025-10-30,excluded
443193309,AVB,2025-10-30,excluded
443196601,ESS,2025-10-30,excluded
443196718,WEC,2025-10-30,excluded
443204242,WDC,2025-10-30,excluded
443204291,SYK,2025-10-30,excluded
443204561,GILD,2025-10-30,excluded
443204686,FSLR,2025-10-30,excluded
443204808,RMD,2025-10-30,excluded
443204973,DXCM,2025-10-30,excluded
443205282,MPWR,2025-10-30,excluded
443205335,RSG,2025-10-30,excluded
443205341,AMZN,2025-10-30,excluded
443205645,AAPL,2025-10-30,excluded
443205748,GDDY,2025-10-30,excluded
443205754,MSI,2025-10-30,excluded
443206012,COIN,2025-10-30,excluded
443206563,AJG,2025-10-30,excluded
443248516,TROW,2025-10-30,excluded
443249242,IR,2025-10-30,excluded
443251812,CHTR,2025-10-30,excluded
443252063,AON,2025-10-30,excluded
443252089,CL,2025-10-30,excluded
443252703,CBOE,2025-10-30,excluded
443253619,FRT,2025-10-30,excluded
443254069,LIN,2025-10-30,excluded
443255038,ERIE,2025-10-31,excluded
443255366,ABBV,2025-10-30,excluded
443256014,XOM,2025-10-31,excluded
443257858,CHD,2025-10-31,excluded
443258318,WY,2025-10-31,excluded
443258641,VICI,2025-10-31,excluded
443261704,D,2025-10-31,excluded
443261857,CVX,2025-10-31,excluded
443262201,GWW,2025-10-31,excluded
443263046,LYB,2025-10-31,excluded
443339356,IDXX,2025-10-31,excluded
443341767,ON,2025-10-31,excluded
443348764,PNW,2025-11-03,excluded
443349930,PEG,2025-11-03,excluded
443373502,VRTX,2025-11-03,excluded
443375444,PLTR,2025-11-03,excluded
443377096,CLX,2025-11-03,excluded
443379434,O,2025-11-03,excluded
443379541,SPG,2025-11-03,excluded
443380032,SBAC,2025-11-03,excluded
443563511,UBER,2025-11-03,excluded
443565330,LDOS,2025-11-03,excluded
443565543,IT,2025-11-03,excluded
443565803,GPN,2025-11-03,excluded
443567324,YUM,2025-11-03,excluded
443567349,WAT,2025-11-03,excluded
443567605,NCLH,2025-11-03,excluded
443568049,HSIC,2025-11-03,excluded
443568115,SWK,2025-11-03,excluded
443570633,BR,2025-11-03,excluded
443570653,ZTS,2025-11-03,excluded
443570892,CDW,2025-11-03,excluded
443571196,MAR,2025-11-03,excluded
443572314,ADM,2025-11-03,excluded
443575148,TAP,2025-11-03,excluded
443575901,APO,2025-11-03,excluded
443576095,FANG,2025-11-03,excluded
443581475,PGR,2025-11-04,excluded
443582070,WMB,2025-11-04,excluded
443582468,EXC,2025-11-04,excluded
443583952,MLM,2025-11-04,excluded
443585291,PFE,2025-11-04,excluded
443588847,MPC,2025-11-04,excluded
443589372,BALL,2025-11-04,excluded
443589985,ETN,2025-11-04,excluded
443607413,SWKS,2025-11-04,excluded
443608480,LYV,2025-11-04,excluded
443608555,ANET,2025-11-04,excluded
443609475,AMGN,2025-11-04,excluded
443609807,SMCI,2025-11-04,excluded
443610071,AMD,2025-11-04,excluded
443610072,MTCH,2025-11-04,excluded
443658897,AIZ,2025-11-04,excluded
443659318,TRMB,2025-11-04,excluded
443659820,BG,2025-11-04,excluded
443660215,HUM,2025-11-04,excluded
443661183,IRM,2025-11-04,excluded
443661385,AFL,2025-11-04,excluded
443662535,EMR,2025-11-04,excluded
443662733,AIG,2025-11-04,excluded
443662800,ZBH,2025-11-04,excluded
443663023,MCD,2025-11-04,excluded
443663031,COR,2025-11-04,excluded
443663125,FIS,2025-11-04,excluded
443663130,JCI,2025-11-04,excluded
443664136,JKHY,2025-11-04,excluded
443664256,ES,2025-11-04,excluded
443664840,IFF,2025-11-04,excluded
443665092,TECH,2025-11-04,excluded
443665334,CTVA,2025-11-04,excluded
443666477,CRL,2025-11-04,excluded
443669985,AES,2025-11-05,excluded
443674343,TRGP,2025-11-05,excluded
443674764,PPL,2025-11-05,excluded
443675014,MOS,2025-11-05,excluded
443678172,SRE,2025-11-05,excluded
443693707,QCOM,2025-11-05,excluded
443694044,MCK,2025-11-05,excluded
443694299,FTNT,2025-11-05,excluded
443694542,FICO,2025-11-05,excluded
443694587,APP,2025-11-05,excluded
443694601,TKO,2025-11-05,excluded
443695078,PAYC,2025-11-05,excluded
443695087,DASH,2025-11-05,excluded
443695284,HOOD,2025-11-05,excluded
443695299,PTC,2025-11-05,excluded
443695558,AMCR,2025-11-05,excluded
443696205,CPAY,2025-11-05,excluded
443747192,DD,2025-11-05,excluded
443747222,MRNA,2025-11-05,excluded
443747234,WBD,2025-11-05,excluded
443747503,BDX,2025-11-05,excluded
443747614,ALB,2025-11-05,excluded
443747757,DDOG,2025-11-05,excluded
443748309,PODD,2025-11-05,excluded
443748425,TPR,2025-11-05,excluded
443748429,EPAM,2025-11-05,excluded
443749656,VTRS,2025-11-05,excluded
443749658,ROK,2025-11-05,excluded
443751018,STE,2025-11-05,excluded
443752152,MET,2025-11-05,excluded
443752448,APD,2025-11-05,excluded
443752575,HST,2025-11-05,excluded
443752596,NRG,2025-11-05,excluded
443752735,EVRG,2025-11-05,excluded
443752741,ALL,2025-11-05,excluded
443753354,RL,2025-11-05,excluded
443754120,ATO,2025-11-06,test
443755839,VST,2025-11-06,test
443756807,AEE,2025-11-06,excluded
443757425,TPL,2025-11-06,test
443757629,CMI,2025-11-06,excluded
443760700,DVN,2025-11-06,excluded
443760865,PH,2025-11-06,test
443761646,CF,2025-11-06,excluded
443761839,APA,2025-11-06,excluded
443765658,COP,2025-11-06,excluded
443778022,SOLV,2025-11-06,test
443778028,TTWO,2025-11-06,test
443778035,WYNN,2025-11-06,excluded
443778349,EXPE,2025-11-06,excluded
443779430,NWSA,2025-11-06,test
443779476,MNST,2025-11-06,excluded
443780200,AKAM,2025-11-06,excluded
443780209,ABNB,2025-11-06,excluded
443780316,XYZ,2025-11-06,excluded
443780465,MCHP,2025-11-06,excluded
443780478,TTD,2025-11-06,excluded
443780738,GEN,2025-11-06,excluded
443824402,MTD,2025-11-06,excluded
443826902,KKR,2025-11-06,test
443828583,DUK,2025-11-07,excluded
443829112,LNT,2025-11-07,excluded
443830006,EOG,2025-11-07,excluded
443830016,CEG,2025-11-07,excluded
443833806,CPT,2025-11-07,excluded
443833979,BEN,2025-11-07,excluded
443908527,TSN,2025-11-07,excluded
443933579,PSKY,2025-11-10,excluded
443997424,OXY,2025-11-11,excluded
444066143,TDG,2025-11-12,excluded
444085051,CSCO,2025-11-12,excluded
444132883,DIS,2025-11-12,excluded
444162394,AMAT,2025-11-13,excluded
444353350,MDT,2025-11-17,excluded
444359927,HD,2025-11-17,excluded
444549390,TGT,2025-11-18,test
444560632,LOW,2025-11-18,excluded
444571762,WSM,2025-11-19,excluded
444589194,TJX,2025-11-19,excluded
444641780,PANW,2025-11-19,excluded
444642745,NVDA,2025-11-19,excluded
444783240,WMT,2025-11-19,excluded
444790959,J,2025-11-20,excluded
444811967,ROST,2025-11-20,excluded
444812736,INTU,2025-11-20,test
444814277,CPRT,2025-11-20,excluded
444957849,KEYS,2025-11-24,excluded
445001211,BBY,2025-11-24,excluded
445003232,SJM,2025-11-24,excluded
445009082,ADI,2025-11-25,test
445030291,WDAY,2025-11-25,excluded
445030409,DELL,2025-11-25,excluded
445031038,ADSK,2025-11-25,excluded
445031126,HPQ,2025-11-25,excluded
445032164,NTAP,2025-11-25,test
445080142,DE,2025-11-26,excluded
445339910,CRWD,2025-12-02,excluded
445381353,DLTR,2025-12-02,test
445412819,CRM,2025-12-03,excluded
445456099,HRL,2025-12-03,excluded
445456907,DG,2025-12-03,excluded
445459647,BF-A,2025-12-04,test
445459835,KR,2025-12-04,excluded
445479225,ULTA,2025-12-04,test
445480106,HPE,2025-12-04,excluded
445480196,COO,2025-12-04,excluded
445662695,CPB,2025-12-08,test
445671889,AZO,2025-12-09,test
445770166,ORCL,2025-12-10,test
445771253,ADBE,2025-12-10,excluded
445771371,SNPS,2025-12-10,excluded
445813752,NDSN,2025-12-10,excluded
445840835,LULU,2025-12-11,test
445841507,AVGO,2025-12-11,excluded
445841743,COST,2025-12-11,excluded
446266716,JBL,2025-12-16,excluded
446267951,GIS,2025-12-16,excluded
446277434,LEN,2025-12-17,excluded
446315338,MU,2025-12-17,excluded
446501468,ACN,2025-12-17,excluded
446506015,DRI,2025-12-17,excluded
446506136,FDS,2025-12-17,test
446509822,CTAS,2025-12-18,test
446542479,NKE,2025-12-18,excluded
446549708,FDX,2025-12-18,excluded
446678917,CAG,2025-12-19,excluded
446679551,PAYX,2025-12-19,excluded
446680574,LW,2025-12-19,excluded
446681167,CCL,2025-12-19,excluded
