call_id,ticker,as_of,split
HP Inc._20170823,HPQ,2017-08-23,val
HP Inc._20171121,HPQ,2017-11-21,test
Halliburton Co._20171023,HAL,2017-10-23,embargo
Hanesbrands Inc_20170502,HBI,2017-05-02,train
Hanesbrands Inc_20171101,HBI,2017-11-01,test
Hasbro Inc._20170206,HAS,2017-02-06,train
Hasbro Inc._20170424,HAS,2017-04-24,train
Hasbro Inc._20171023,HAS,2017-10-23,embargo
Henry Schein_20170221,HSIC,2017-02-21,train
Hess Corporation_20170125,HES,2017-01-25,train
Hess Corporation_20170426,HES,2017-04-26,train
Hess Corporation_20171025,HES,2017-10-25,test
Hewlett Packard Enterprise_20170531,HPE,2017-05-31,train
Hewlett Packard Enterprise_20170905,HPE,2017-09-05,val
Hewlett Packard Enterprise_20171121,HPE,2017-11-21,test
Hilton Worldwide Holdings Inc_20170215,HLT,2017-02-15,train
Hilton Worldwide Holdings Inc_20170502,HLT,2017-05-02,train
Hologic_20170201,HOLX,2017-02-01,train
Hologic_20170802,HOLX,2017-08-02,embargo
Hologic_20171108,HOLX,2017-11-08,test
Home Depot_20170221,HD,2017-02-21,train
Home Depot_20170516,HD,2017-05-16,train
Hormel Foods Corp._20170223,HRL,2017-02-23,train
Humana Inc._20170503,HUM,2017-05-03,train
Humana Inc._20170802,HUM,2017-08-02,embargo
IPG Photonics Corp._20170502,IPGP,2017-05-02,train
Illinois Tool Works_20170424,ITW,2017-04-24,train
Illinois Tool Works_20171023,ITW,2017-10-23,embargo
Illumina Inc_20170131,ILMN,2017-01-31,train
Illumina Inc_20170801,ILMN,2017-08-01,embargo
Illumina Inc_20171024,ILMN,2017-10-24,embargo
Incyte_20170214,INCY,2017-02-14,train
Incyte_20170504,INCY,2017-05-04,train
Incyte_20170801,INCY,2017-08-01,embargo
Intel Corp._20170427,INTC,2017-04-27,train
Intel Corp._20170727,INTC,2017-07-27,embargo
Intel Corp._20171026,INTC,2017-10-26,test
Intercontinental Exchange_20170207,ICE,2017-02-07,train
International Paper_20170202,IP,2017-02-02,train
Interpublic Group_20170210,IPG,2017-02-10,train
Interpublic Group_20170421,IPG,2017-04-21,train
Intuit Inc._20170223,INTU,2017-02-23,train
Intuit Inc._20170523,INTU,2017-05-23,train
Invesco Ltd._20170727,IVZ,2017-07-27,embargo
Invesco Ltd._20171026,IVZ,2017-10-26,test
Iron Mountain Incorporated_20170223,IRM,2017-02-23,train
Iron Mountain Incorporated_20170427,IRM,2017-04-27,train
JPMorgan Chase & Co._20170714,JPM,2017-07-14,embargo
JPMorgan Chase & Co._20171012,JPM,2017-10-12,embargo
Johnson Controls International_20170201,JCI,2017-02-01,train
Johnson Controls International_20170427,JCI,2017-04-27,train
Johnson Controls International_20170727,JCI,2017-07-27,embargo
Johnson Controls International_20171109,JCI,2017-11-09,test
Juniper Networks_20170425,JNPR,2017-04-25,train
Juniper Networks_20170725,JNPR,2017-07-25,embargo
KLA-Tencor Corp._20170427,KLAC,2017-04-27,train
KLA-Tencor Corp._20170727,KLAC,2017-07-27,embargo
Kansas City Southern_20170120,KSU,2017-01-20,train
Kansas City Southern_20171020,KSU,2017-10-20,embargo
Kellogg Co._20170504,K,2017-05-04,train
Kellogg Co._20170803,K,2017-08-03,embargo
Kellogg Co._20171031,K,2017-10-31,test
Kimberly-Clark_20170124,KMB,2017-01-24,train
Kimberly-Clark_20170424,KMB,2017-04-24,train
Kimberly-Clark_20170725,KMB,2017-07-25,embargo
Kinder Morgan_20170419,KMI,2017-04-19,train
Kohl's Corp._20170223,KSS,2017-02-23,train
Kohl's Corp._20170511,KSS,2017-05-11,train
Kohl's Corp._20171109,KSS,2017-11-09,test
Kraft Heinz Co_20170215,KHC,2017-02-15,train
Kraft Heinz Co_20170503,KHC,2017-05-03,train
Kraft Heinz Co_20171101,KHC,2017-11-01,test
Kroger Co._20170302,KR,2017-03-02,train
Kroger Co._20170615,KR,2017-06-15,train
Kroger Co._20170908,KR,2017-09-08,val
Kroger Co._20171130,KR,2017-11-30,test
LKQ Corporation_20170427,LKQ,2017-04-27,train
LKQ Corporation_20170727,LKQ,2017-07-27,embargo
Lam Research_20170125,LRCX,2017-01-25,train
Lam Research_20170418,LRCX,2017-04-18,train
Lennar Corp._20170620,LEN,2017-06-20,train
Lennar Corp._20171003,LEN,2017-10-03,embargo
Lilly (Eli) & Co._20170131,LLY,2017-01-31,train
Lilly (Eli) & Co._20170425,LLY,2017-04-25,train
Lockheed Martin Corp._20170124,LMT,2017-01-24,train
Lockheed Martin Corp._20170425,LMT,2017-04-25,train
Lockheed Martin Corp._20170718,LMT,2017-07-18,embargo
Lockheed Martin Corp._20171024,LMT,2017-10-24,embargo
LyondellBasell_20170203,LYB,2017-02-03,train
MGM Resorts International_20170727,MGM,2017-07-27,embargo
MSCI Inc_20170504,MSCI,2017-05-04,train
Martin Marietta Materials_20170214,MLM,2017-02-14,train
Martin Marietta Materials_20170502,MLM,2017-05-02,train
Martin Marietta Materials_20170801,MLM,2017-08-01,embargo
Martin Marietta Materials_20171102,MLM,2017-11-02,test
Masco Corp._20170727,MAS,2017-07-27,embargo
Masco Corp._20171024,MAS,2017-10-24,embargo
Mastercard Inc._20170131,MA,2017-01-31,train
Mastercard Inc._20170727,MA,2017-07-27,embargo
Mattel Inc._20170727,MAT,2017-07-27,embargo
Mattel Inc._20171026,MAT,2017-10-26,test
McDonald's Corp._20171024,MCD,2017-10-24,embargo
Merck & Co._20170202,MRK,2017-02-02,train
Merck & Co._20170502,MRK,2017-05-02,train
Merck & Co._20170728,MRK,2017-07-28,embargo
Merck & Co._20171027,MRK,2017-10-27,test
Micron Technology_20170629,MU,2017-06-29,embargo
Micron Technology_20170926,MU,2017-09-26,embargo
Microsoft Corp._20170126,MSFT,2017-01-26,train
Microsoft Corp._20170427,MSFT,2017-04-27,train
Microsoft Corp._20170720,MSFT,2017-07-20,embargo
Molson Coors Brewing Company_20170802,TAP,2017-08-02,embargo
Mondelez International_20170802,MDLZ,2017-08-02,embargo
Motorola Solutions Inc._20170504,MSI,2017-05-04,train
Motorola Solutions Inc._20170803,MSI,2017-08-03,embargo
Motorola Solutions Inc._20171102,MSI,2017-11-02,test
Mylan N.V._20170510,MYL,2017-05-10,train
NRG Energy_20170228,NRG,2017-02-28,train
"Nasdaq, Inc._20170131",NDAQ,2017-01-31,train
Nektar Therapeutics_20170301,NKTR,2017-03-01,train
Nektar Therapeutics_20171107,NKTR,2017-11-07,test
NetApp_20170215,NTAP,2017-02-15,train
NetApp_20171115,NTAP,2017-11-15,test
Newell Brands_20170206,NWL,2017-02-06,train
Newmont Mining Corporation_20170725,NEM,2017-07-25,embargo
News Corp. Class A_20170509,NWSA,2017-05-09,train
NiSource Inc._20170503,NI,2017-05-03,train
Nielsen Holdings_20170727,NLSN,2017-07-27,embargo
Nielsen Holdings_20171025,NLSN,2017-10-25,test
Nike_20170321,NKE,2017-03-21,train
Noble Energy Inc_20170803,NBL,2017-08-03,embargo
Nordstrom_20170223,JWN,2017-02-23,train
Nordstrom_20171109,JWN,2017-11-09,test
Norfolk Southern Corp._20170426,NSC,2017-04-26,train
Norfolk Southern Corp._20171025,NSC,2017-10-25,test
Norwegian Cruise Line_20170222,NCLH,2017-02-22,train
Nucor Corp._20170420,NUE,2017-04-20,train
Nucor Corp._20171019,NUE,2017-10-19,embargo
Nvidia Corporation_20170509,NVDA,2017-05-09,train
Oracle Corp._20170621,ORCL,2017-06-21,train
Oracle Corp._20170914,ORCL,2017-09-14,embargo
Oracle Corp._20171214,ORCL,2017-12-14,test
PACCAR Inc._20170725,PCAR,2017-07-25,embargo
PACCAR Inc._20171024,PCAR,2017-10-24,embargo
PG&E Corp._20170727,PCG,2017-07-27,embargo
PPG Industries_20170119,PPG,2017-01-19,train
PPL Corp._20170201,PPL,2017-02-01,train
PPL Corp._20170504,PPL,2017-05-04,train
PPL Corp._20170803,PPL,2017-08-03,embargo
Parker-Hannifin_20170202,PH,2017-02-02,train
Parker-Hannifin_20170427,PH,2017-04-27,train
Parker-Hannifin_20171102,PH,2017-11-02,test
PayPal_20170126,PYPL,2017-01-26,train
PayPal_20170726,PYPL,2017-07-26,embargo
Pentair plc_20170725,PNR,2017-07-25,embargo
PepsiCo Inc._20170215,PEP,2017-02-15,train
PepsiCo Inc._20170426,PEP,2017-04-26,train
PepsiCo Inc._20170711,PEP,2017-07-11,embargo
PepsiCo Inc._20171004,PEP,2017-10-04,embargo
PerkinElmer_20171102,PKI,2017-11-02,test
Perrigo_20171109,PRGO,2017-11-09,test
Pinnacle West Capital_20170224,PNW,2017-02-24,train
Pinnacle West Capital_20170502,PNW,2017-05-02,train
Pinnacle West Capital_20170803,PNW,2017-08-03,embargo
Pinnacle West Capital_20171103,PNW,2017-11-03,test
Polo Ralph Lauren Corp._20170202,RL,2017-02-02,train
Polo Ralph Lauren Corp._20171102,RL,2017-11-02,test
Prologis_20170718,PLD,2017-07-18,embargo
Public Serv. Enterprise Inc._20170428,PEG,2017-04-28,train
Quanta Services Inc._20170221,PWR,2017-02-21,train
Quanta Services Inc._20170504,PWR,2017-05-04,train
Quanta Services Inc._20170803,PWR,2017-08-03,embargo
Quest Diagnostics_20170420,DGX,2017-04-20,train
Quest Diagnostics_20170725,DGX,2017-07-25,embargo
Raytheon Co._20170427,RTN,2017-04-27,train
Raytheon Co._20171026,RTN,2017-10-26,test
Red Hat Inc._20170327,RHI.F,2017-03-27,train
Red Hat Inc._20170925,RHI.F,2017-09-25,embargo
Red Hat Inc._20171219,RHI.F,2017-12-19,test
Regeneron_20170504,REGN,2017-05-04,train
Regeneron_20170803,REGN,2017-08-03,embargo
Regeneron_20171108,REGN,2017-11-08,test
Regions Financial Corp._20170721,RF,2017-07-21,embargo
Regions Financial Corp._20171024,RF,2017-10-24,embargo
Republic Services Inc_20170216,RSG,2017-02-16,train
Republic Services Inc_20170727,RSG,2017-07-27,embargo
ResMed_20170123,RMD,2017-01-23,train
ResMed_20170427,RMD,2017-04-27,train
ResMed_20171026,RMD,2017-10-26,test
Rockwell Automation Inc._20170125,ROK,2017-01-25,train
Rockwell Automation Inc._20170426,ROK,2017-04-26,train
Rockwell Automation Inc._20170726,ROK,2017-07-26,embargo
Roper Technologies_20170209,ROP,2017-02-09,train
Ross Stores_20170228,ROST,2017-02-28,train
Ross Stores_20170518,ROST,2017-05-18,train
Ross Stores_20170817,ROST,2017-08-17,val
Ross Stores_20171116,ROST,2017-11-16,test
Royal Caribbean Cruises Ltd_20170801,RCL,2017-08-01,embargo
Royal Caribbean Cruises Ltd_20171107,RCL,2017-11-07,test
SVB Financial_20170126,SIVB,2017-01-26,train
SVB Financial_20170427,SIVB,2017-04-27,train
Salesforce.com_20170228,CRM,2017-02-28,train
Salesforce.com_20170822,CRM,2017-08-22,val
Schlumberger Ltd._20170421,SLB,2017-04-21,train
Schlumberger Ltd._20170721,SLB,2017-07-21,embargo
Seagate Technology_20170124,STX,2017-01-24,train
Seagate Technology_20170426,STX,2017-04-26,train
Seagate Technology_20170725,STX,2017-07-25,embargo
Seagate Technology_20171023,STX,2017-10-23,embargo
Sealed Air_20170209,SEE,2017-02-09,train
Sealed Air_20170509,SEE,2017-05-09,train
Sealed Air_20171108,SEE,2017-11-08,test
Sempra Energy_20170509,SRE,2017-05-09,train
Sherwin-Williams_20170420,SHW,2017-04-20,train
Sherwin-Williams_20170720,SHW,2017-07-20,embargo
Skyworks Solutions_20170119,SWKS,2017-01-19,train
Skyworks Solutions_20170427,SWKS,2017-04-27,train
Skyworks Solutions_20170720,SWKS,2017-07-20,embargo
Skyworks Solutions_20171106,SWKS,2017-11-06,test
Snap-On Inc._20170202,SNA,2017-02-02,train
Snap-On Inc._20170720,SNA,2017-07-20,embargo
Starbucks Corp._20170126,SBUX,2017-01-26,train
Stericycle Inc_20170504,SRCL,2017-05-04,train
Stericycle Inc_20170803,SRCL,2017-08-03,embargo
Stericycle Inc_20171108,SRCL,2017-11-08,test
Stryker Corp._20170727,SYK,2017-07-27,embargo
Stryker Corp._20171026,SYK,2017-10-26,test
Synopsys Inc._20170215,SNPS,2017-02-15,train
Synopsys Inc._20170517,SNPS,2017-05-17,train
Synopsys Inc._20171129,SNPS,2017-11-29,test
Sysco Corp._20170508,SYY,2017-05-08,train
Sysco Corp._20170814,SYY,2017-08-14,val
Sysco Corp._20171106,SYY,2017-11-06,test
TE Connectivity Ltd._20170125,TEL,2017-01-25,train
TE Connectivity Ltd._20170726,TEL,2017-07-26,embargo
"Tapestry, Inc._20170131",TPR,2017-01-31,train
Target Corp._20170816,TGT,2017-08-16,val
Target Corp._20171115,TGT,2017-11-15,test
Texas Instruments_20170124,TXN,2017-01-24,train
Texas Instruments_20170425,TXN,2017-04-25,train
Texas Instruments_20171024,TXN,2017-10-24,embargo
The Clorox Company_20170203,CLX,2017-02-03,train
The Clorox Company_20170503,CLX,2017-05-03,train
The Clorox Company_20170803,CLX,2017-08-03,embargo
The Clorox Company_20171101,CLX,2017-11-01,test
The Cooper Companies_20170831,COO,2017-08-31,val
The Hershey Company_20170203,HSY,2017-02-03,train
The Hershey Company_20170426,HSY,2017-04-26,train
The Hershey Company_20171026,HSY,2017-10-26,test
The Mosaic Company_20170502,MOS,2017-05-02,train
The Mosaic Company_20170801,MOS,2017-08-01,embargo
The Mosaic Company_20171031,MOS,2017-10-31,test
The Walt Disney Company_20170207,DIS,2017-02-07,train
The Walt Disney Company_20170509,DIS,2017-05-09,train
The Walt Disney Company_20170808,DIS,2017-08-08,val
The Walt Disney Company_20171109,DIS,2017-11-09,test
Thermo Fisher Scientific_20170426,TMO,2017-04-26,train
Tiffany & Co._20170524,TIF,2017-05-24,train
Tractor Supply Company_20170201,TSCO,2017-02-01,train
Tractor Supply Company_20170426,TSCO,2017-04-26,train
Tractor Supply Company_20170726,TSCO,2017-07-26,embargo
Tractor Supply Company_20171025,TSCO,2017-10-25,test
TransDigm Group_20170207,TDG,2017-02-07,train
"Twitter, Inc._20170209",TWTR,2017-02-09,train
"Twitter, Inc._20170426",TWTR,2017-04-26,train
"Twitter, Inc._20170727",TWTR,2017-07-27,embargo
Tyson Foods_20170206,TSN,2017-02-06,train
U.S. Bancorp_20170419,USB,2017-04-19,train
U.S. Bancorp_20170719,USB,2017-07-19,embargo
Ulta Beauty_20170309,ULTA,2017-03-09,train
Ulta Beauty_20171130,ULTA,2017-11-30,test
United Health Group Inc._20170418,UNH,2017-04-18,train
United Health Group Inc._20171017,UNH,2017-10-17,embargo
United Parcel Service_20170727,UPS,2017-07-27,embargo
United Technologies_20170725,UTX,2017-07-25,embargo
United Technologies_20171024,UTX,2017-10-24,embargo
Valero Energy_20170131,VLO,2017-01-31,train
Valero Energy_20170425,VLO,2017-04-25,train
Valero Energy_20170727,VLO,2017-07-27,embargo
Varian Medical Systems_20170125,VAR,2017-01-25,train
Varian Medical Systems_20171025,VAR,2017-10-25,test
Ventas Inc_20171027,VTR,2017-10-27,test
Verisign Inc._20170427,VRSN,2017-04-27,train
Verisign Inc._20170727,VRSN,2017-07-27,embargo
Verisign Inc._20171026,VRSN,2017-10-26,test
Verizon Communications_20170124,VZ,2017-01-24,train
Verizon Communications_20170420,VZ,2017-04-20,train
Verizon Communications_20170727,VZ,2017-07-27,embargo
Verizon Communications_20171019,VZ,2017-10-19,embargo
Vulcan Materials_20170802,VMC,2017-08-02,embargo
Walgreens Boots Alliance_20170405,WBA,2017-04-05,train
Walgreens Boots Alliance_20170629,WBA,2017-06-29,embargo
Walgreens Boots Alliance_20171025,WBA,2017-10-25,test
Walmart_20171116,WMT,2017-11-16,test
Waste Management Inc._20170216,WM,2017-02-16,train
