call_id,ticker,as_of,split
443662535,EMR,2025-11-04,embargo
443662733,AIG,2025-11-04,embargo
443662800,ZBH,2025-11-04,embargo
443663023,MCD,2025-11-04,embargo
443663031,COR,2025-11-04,embargo
443663125,FIS,2025-11-04,embargo
443663130,JCI,2025-11-04,embargo
443664136,JKHY,2025-11-04,embargo
443664256,ES,2025-11-04,embargo
443664840,IFF,2025-11-04,embargo
443665092,TECH,2025-11-04,embargo
443665334,CTVA,2025-11-04,embargo
443666477,CRL,2025-11-04,embargo
443669985,AES,2025-11-05,embargo
443674343,TRGP,2025-11-05,embargo
443674764,PPL,2025-11-05,embargo
443675014,MOS,2025-11-05,embargo
443678172,SRE,2025-11-05,embargo
443693707,QCOM,2025-11-05,embargo
443694044,MCK,2025-11-05,embargo
443694299,FTNT,2025-11-05,embargo
443694542,FICO,2025-11-05,embargo
443694587,APP,2025-11-05,embargo
443694601,TKO,2025-11-05,embargo
443695078,PAYC,2025-11-05,embargo
443695087,DASH,2025-11-05,embargo
443695284,HOOD,2025-11-05,embargo
443695299,PTC,2025-11-05,embargo
443695558,AMCR,2025-11-05,embargo
443696205,CPAY,2025-11-05,embargo
443747192,DD,2025-11-05,embargo
443747222,MRNA,2025-11-05,embargo
443747234,WBD,2025-11-05,embargo
443747503,BDX,2025-11-05,embargo
443747614,ALB,2025-11-05,embargo
443747757,DDOG,2025-11-05,embargo
443748309,PODD,2025-11-05,embargo
443748425,TPR,2025-11-05,embargo
443748429,EPAM,2025-11-05,embargo
443749656,VTRS,2025-11-05,embargo
443749658,ROK,2025-11-05,embargo
443751018,STE,2025-11-05,embargo
443752152,MET,2025-11-05,embargo
443752448,APD,2025-11-05,embargo
443752575,HST,2025-11-05,embargo
443752596,NRG,2025-11-05,embargo
443752735,EVRG,2025-11-05,embargo
443752741,ALL,2025-11-05,embargo
443753354,RL,2025-11-05,embargo
443754120,ATO,2025-11-06,test
443755839,VST,2025-11-06,test
443756807,AEE,2025-11-06,test
443757425,TPL,2025-11-06,test
443757629,CMI,2025-11-06,test
443760700,DVN,2025-11-06,test
443760865,PH,2025-11-06,test
443761646,CF,2025-11-06,test
443761839,APA,2025-11-06,test
443765658,COP,2025-11-06,test
443778022,SOLV,2025-11-06,test
443778028,TTWO,2025-11-06,test
443778035,WYNN,2025-11-06,test
443778349,EXPE,2025-11-06,test
443779430,NWSA,2025-11-06,test
443779476,MNST,2025-11-06,test
443780200,AKAM,2025-11-06,test
443780209,ABNB,2025-11-06,test
443780316,XYZ,2025-11-06,test
443780465,MCHP,2025-11-06,test
443780478,TTD,2025-11-06,test
443780738,GEN,2025-11-06,test
443824402,MTD,2025-11-06,test
443826902,KKR,2025-11-06,test
443828583,DUK,2025-11-07,test
443829112,LNT,2025-11-07,test
443830006,EOG,2025-11-07,test
443830016,CEG,2025-11-07,test
443833806,CPT,2025-11-07,test
443833979,BEN,2025-11-07,test
443908527,TSN,2025-11-07,test
443933579,PSKY,2025-11-10,test
443997424,OXY,2025-11-11,test
444066143,TDG,2025-11-12,test
444085051,CSCO,2025-11-12,test
444132883,DIS,2025-11-12,test
444162394,AMAT,2025-11-13,test
444353350,MDT,2025-11-17,test
444359927,HD,2025-11-17,test
444549390,TGT,2025-11-18,test
444560632,LOW,2025-11-18,test
444571762,WSM,2025-11-19,test
444589194,TJX,2025-11-19,test
444641780,PANW,2025-11-19,test
444642745,NVDA,2025-11-19,test
444783240,WMT,2025-11-19,test
444790959,J,2025-11-20,test
444811967,ROST,2025-11-20,test
444812736,INTU,2025-11-20,test
444814277,CPRT,2025-11-20,test
444957849,KEYS,2025-11-24,test
445001211,BBY,2025-11-24,test
445003232,SJM,2025-11-24,test
445009082,ADI,2025-11-25,test
445030291,WDAY,2025-11-25,test
445030409,DELL,2025-11-25,test
445031038,ADSK,2025-11-25,test
445031126,HPQ,2025-11-25,test
445032164,NTAP,2025-11-25,test
445080142,DE,2025-11-26,test
445339910,CRWD,2025-12-02,test
445381353,DLTR,2025-12-02,test
445412819,CRM,2025-12-03,test
445456099,HRL,2025-12-03,test
445456907,DG,2025-12-03,test
445459647,BF-A,2025-12-04,test
445459835,KR,2025-12-04,test
445479225,ULTA,2025-12-04,test
445480106,HPE,2025-12-04,test
445480196,COO,2025-12-04,test
445662695,CPB,2025-12-08,test
445671889,AZO,2025-12-09,test
445770166,ORCL,2025-12-10,test
445771253,ADBE,2025-12-10,test
445771371,SNPS,2025-12-10,test
445813752,NDSN,2025-12-10,test
445840835,LULU,2025-12-11,test
445841507,AVGO,2025-12-11,test
445841743,COST,2025-12-11,test
446266716,JBL,2025-12-16,test
446267951,GIS,2025-12-16,test
446277434,LEN,2025-12-17,test
446315338,MU,2025-12-17,test
446501468,ACN,2025-12-17,test
446506015,DRI,2025-12-17,test
446506136,FDS,2025-12-17,test
446509822,CTAS,2025-12-18,test
446542479,NKE,2025-12-18,test
446549708,FDX,2025-12-18,test
446678917,CAG,2025-12-19,test
446679551,PAYX,2025-12-19,test
446680574,LW,2025-12-19,test
446681167,CCL,2025-12-19,test
