call_id,ticker,as_of,split
CenturyLink Inc_20171108,CTL,2017-11-08,test
Chevron Corp._20170127,CVX,2017-01-27,train
Chevron Corp._20170428,CVX,2017-04-28,train
Chevron Corp._20170728,CVX,2017-07-28,excluded
Church & Dwight_20170803,CHD,2017-08-03,excluded
Church & Dwight_20171102,CHD,2017-11-02,excluded
Cimarex Energy_20170510,XEC,2017-05-10,excluded
Cisco Systems_20170215,CSCO,2017-02-15,train
Cisco Systems_20171115,CSCO,2017-11-15,excluded
Citigroup Inc._20170118,C,2017-01-18,train
Citigroup Inc._20171012,C,2017-10-12,excluded
Citrix Systems_20170802,CTXS,2017-08-02,excluded
Coca-Cola Company (The)_20170209,KO,2017-02-09,train
Coca-Cola Company (The)_20170726,KO,2017-07-26,excluded
Cognizant Technology Solutions_20170803,CTSH,2017-08-03,excluded
Cognizant Technology Solutions_20171101,CTSH,2017-11-01,excluded
Comcast Corp._20170126,CMCSA,2017-01-26,train
Comcast Corp._20170427,CMCSA,2017-04-27,train
Comcast Corp._20170727,CMCSA,2017-07-27,excluded
Comerica Inc._20170117,CMA,2017-01-17,train
Comerica Inc._20170418,CMA,2017-04-18,train
Conagra Brands_20171221,CAG,2017-12-21,excluded
Corning Inc._20170124,GLW,2017-01-24,train
"Coty, Inc_20170209",COTY,2017-02-09,train
"Coty, Inc_20170822",COTY,2017-08-22,excluded
"Coty, Inc_20171109",COTY,2017-11-09,excluded
Crown Castle International Corp._20170719,CCI,2017-07-19,excluded
Cummins Inc._20170801,CMI,2017-08-01,excluded
D. R. Horton_20170124,DHI,2017-01-24,excluded
DTE Energy Co._20170726,DTE,2017-07-26,excluded
DaVita Inc._20170502,DVA,2017-05-02,excluded
DaVita Inc._20170801,DVA,2017-08-01,excluded
Darden Restaurants_20170926,DRI,2017-09-26,excluded
Darden Restaurants_20171219,DRI,2017-12-19,excluded
Digital Realty Trust Inc_20170216,DLR,2017-02-16,train
Digital Realty Trust Inc_20170427,DLR,2017-04-27,train
Dish Network_20170222,DISH,2017-02-22,train
Dish Network_20170501,DISH,2017-05-01,train
Dish Network_20170803,DISH,2017-08-03,excluded
Dish Network_20171109,DISH,2017-11-09,excluded
Dollar General_20171207,DG,2017-12-07,excluded
Dominion Energy_20170504,D,2017-05-04,train
Dominion Energy_20170802,D,2017-08-02,excluded
Dominion Energy_20171030,D,2017-10-30,excluded
Dover Corp._20170420,DOV,2017-04-20,train
Dover Corp._20170720,DOV,2017-07-20,excluded
Duke Energy_20171103,DUK,2017-11-03,test
EQT Corporation_20170427,EQT,2017-04-27,train
EQT Corporation_20170727,EQT,2017-07-27,excluded
Ecolab Inc._20170221,ECL,2017-02-21,excluded
Ecolab Inc._20170502,ECL,2017-05-02,excluded
Ecolab Inc._20170801,ECL,2017-08-01,excluded
Ecolab Inc._20171031,ECL,2017-10-31,excluded
Edison Int'l_20170501,EIX,2017-05-01,excluded
Edwards Lifesciences_20170201,EW,2017-02-01,train
Electronic Arts_20171031,EA,2017-10-31,excluded
Emerson Electric Company_20170207,EMR,2017-02-07,train
Emerson Electric Company_20170502,EMR,2017-05-02,train
Equinix_20170802,EQIX,2017-08-02,excluded
Equinix_20171101,EQIX,2017-11-01,excluded
Estee Lauder Cos._20170202,EL,2017-02-02,excluded
Estee Lauder Cos._20170503,EL,2017-05-03,excluded
Estee Lauder Cos._20170818,EL,2017-08-18,val
Estee Lauder Cos._20171101,EL,2017-11-01,excluded
Exxon Mobil Corp._20171027,XOM,2017-10-27,excluded
F5 Networks_20170125,FFIV,2017-01-25,train
F5 Networks_20170426,FFIV,2017-04-26,train
F5 Networks_20170726,FFIV,2017-07-26,excluded
FLIR Systems_20171025,FLIR,2017-10-25,excluded
"Facebook, Inc._20171101",FB,2017-11-01,excluded
Fidelity National Information Services_20170207,FIS,2017-02-07,train
Fidelity National Information Services_20170802,FIS,2017-08-02,excluded
Fifth Third Bancorp_20170124,FITB,2017-01-24,train
FleetCor Technologies Inc_20170803,FLT,2017-08-03,excluded
Foot Locker Inc_20170224,FL,2017-02-24,train
Foot Locker Inc_20170519,FL,2017-05-19,train
Foot Locker Inc_20171117,FL,2017-11-17,excluded
Ford Motor_20170427,F,2017-04-27,excluded
Fortive Corp_20170207,FTV,2017-02-07,train
Fortune Brands Home & Security_20170802,FBHS,2017-08-02,excluded
Franklin Resources_20170127,BEN,2017-01-27,excluded
Franklin Resources_20170428,BEN,2017-04-28,excluded
Freeport-McMoRan Inc._20170425,FCX,2017-04-25,train
Gap Inc._20170223,GPS,2017-02-23,train
Gap Inc._20170518,GPS,2017-05-18,train
Garmin Ltd._20170222,GRMN,2017-02-22,train
Garmin Ltd._20170503,GRMN,2017-05-03,train
Garmin Ltd._20171101,GRMN,2017-11-01,excluded
Gartner Inc_20170202,IT,2017-02-02,train
Gartner Inc_20170504,IT,2017-05-04,train
Gartner Inc_20170808,IT,2017-08-08,excluded
Gartner Inc_20171102,IT,2017-11-02,excluded
General Dynamics_20170127,GD,2017-01-27,train
General Dynamics_20170426,GD,2017-04-26,train
General Dynamics_20171025,GD,2017-10-25,excluded
General Mills_20170628,GIS,2017-06-28,excluded
General Mills_20171220,GIS,2017-12-20,excluded
General Motors_20170207,GM,2017-02-07,train
General Motors_20170428,GM,2017-04-28,train
General Motors_20170725,GM,2017-07-25,excluded
General Motors_20171024,GM,2017-10-24,excluded
Genuine Parts_20170221,GPC,2017-02-21,train
Gilead Sciences_20170502,GILD,2017-05-02,excluded
Goldman Sachs Group_20170118,GS,2017-01-18,train
Goldman Sachs Group_20170718,GS,2017-07-18,excluded
Goodyear Tire & Rubber_20170428,GT,2017-04-28,train
Grainger (W.W.) Inc._20170125,GWW,2017-01-25,excluded
Grainger (W.W.) Inc._20170418,GWW,2017-04-18,excluded
Grainger (W.W.) Inc._20170719,GWW,2017-07-19,excluded
HCA Holdings_20170502,HCA,2017-05-02,train
HP Inc._20170222,HPQ,2017-02-22,train
HP Inc._20170524,HPQ,2017-05-24,train
HP Inc._20170823,HPQ,2017-08-23,excluded
HP Inc._20171121,HPQ,2017-11-21,excluded
Halliburton Co._20171023,HAL,2017-10-23,excluded
Hanesbrands Inc_20170502,HBI,2017-05-02,excluded
Hanesbrands Inc_20171101,HBI,2017-11-01,excluded
Hasbro Inc._20170206,HAS,2017-02-06,excluded
Hasbro Inc._20170424,HAS,2017-04-24,excluded
Hasbro Inc._20171023,HAS,2017-10-23,excluded
Henry Schein_20170221,HSIC,2017-02-21,train
Hess Corporation_20170125,HES,2017-01-25,train
Hess Corporation_20170426,HES,2017-04-26,train
Hess Corporation_20171025,HES,2017-10-25,excluded
Hewlett Packard Enterprise_20170531,HPE,2017-05-31,excluded
Hewlett Packard Enterprise_20170905,HPE,2017-09-05,excluded
Hewlett Packard Enterprise_20171121,HPE,2017-11-21,test
Hilton Worldwide Holdings Inc_20170215,HLT,2017-02-15,train
Hilton Worldwide Holdings Inc_20170502,HLT,2017-05-02,train
Hologic_20170201,HOLX,2017-02-01,train
Hologic_20170802,HOLX,2017-08-02,excluded
Hologic_20171108,HOLX,2017-11-08,excluded
Home Depot_20170221,HD,2017-02-21,train
Home Depot_20170516,HD,2017-05-16,train
Hormel Foods Corp._20170223,HRL,2017-02-23,excluded
Humana Inc._20170503,HUM,2017-05-03,excluded
Humana Inc._20170802,HUM,2017-08-02,excluded
IPG Photonics Corp._20170502,IPGP,2017-05-02,excluded
Illinois Tool Works_20170424,ITW,2017-04-24,excluded
Illinois Tool Works_20171023,ITW,2017-10-23,excluded
Illumina Inc_20170131,ILMN,2017-01-31,train
Illumina Inc_20170801,ILMN,2017-08-01,excluded
Illumina Inc_20171024,ILMN,2017-10-24,excluded
Incyte_20170214,INCY,2017-02-14,train
Incyte_20170504,INCY,2017-05-04,train
Incyte_20170801,INCY,2017-08-01,excluded
Intel Corp._20170427,INTC,2017-04-27,train
Intel Corp._20170727,INTC,2017-07-27,excluded
Intel Corp._20171026,INTC,2017-10-26,excluded
Intercontinental Exchange_20170207,ICE,2017-02-07,excluded
International Paper_20170202,IP,2017-02-02,train
Interpublic Group_20170210,IPG,2017-02-10,excluded
Interpublic Group_20170421,IPG,2017-04-21,excluded
Intuit Inc._20170223,INTU,2017-02-23,excluded
Intuit Inc._20170523,INTU,2017-05-23,excluded
Invesco Ltd._20170727,IVZ,2017-07-27,excluded
Invesco Ltd._20171026,IVZ,2017-10-26,excluded
Iron Mountain Incorporated_20170223,IRM,2017-02-23,train
Iron Mountain Incorporated_20170427,IRM,2017-04-27,train
JPMorgan Chase & Co._20170714,JPM,2017-07-14,excluded
JPMorgan Chase & Co._20171012,JPM,2017-10-12,excluded
Johnson Controls International_20170201,JCI,2017-02-01,train
Johnson Controls International_20170427,JCI,2017-04-27,train
Johnson Controls International_20170727,JCI,2017-07-27,excluded
Johnson Controls International_20171109,JCI,2017-11-09,excluded
Juniper Networks_20170425,JNPR,2017-04-25,excluded
Juniper Networks_20170725,JNPR,2017-07-25,excluded
KLA-Tencor Corp._20170427,KLAC,2017-04-27,train
KLA-Tencor Corp._20170727,KLAC,2017-07-27,excluded
Kansas City Southern_20170120,KSU,2017-01-20,train
Kansas City Southern_20171020,KSU,2017-10-20,excluded
Kellogg Co._20170504,K,2017-05-04,train
Kellogg Co._20170803,K,2017-08-03,excluded
Kellogg Co._20171031,K,2017-10-31,excluded
Kimberly-Clark_20170124,KMB,2017-01-24,excluded
Kimberly-Clark_20170424,KMB,2017-04-24,excluded
Kimberly-Clark_20170725,KMB,2017-07-25,excluded
Kinder Morgan_20170419,KMI,2017-04-19,train
Kohl's Corp._20170223,KSS,2017-02-23,train
Kohl's Corp._20170511,KSS,2017-05-11,train
Kohl's Corp._20171109,KSS,2017-11-09,excluded
Kraft Heinz Co_20170215,KHC,2017-02-15,excluded
Kraft Heinz Co_20170503,KHC,2017-05-03,excluded
Kraft Heinz Co_20171101,KHC,2017-11-01,test
Kroger Co._20170302,KR,2017-03-02,train
Kroger Co._20170615,KR,2017-06-15,train
Kroger Co._20170908,KR,2017-09-08,excluded
Kroger Co._20171130,KR,2017-11-30,excluded
LKQ Corporation_20170427,LKQ,2017-04-27,train
LKQ Corporation_20170727,LKQ,2017-07-27,excluded
Lam Research_20170125,LRCX,2017-01-25,excluded
Lam Research_20170418,LRCX,2017-04-18,excluded
Lennar Corp._20170620,LEN,2017-06-20,train
Lennar Corp._20171003,LEN,2017-10-03,excluded
Lilly (Eli) & Co._20170131,LLY,2017-01-31,excluded
Lilly (Eli) & Co._20170425,LLY,2017-04-25,excluded
Lockheed Martin Corp._20170124,LMT,2017-01-24,excluded
Lockheed Martin Corp._20170425,LMT,2017-04-25,excluded
Lockheed Martin Corp._20170718,LMT,2017-07-18,excluded
Lockheed Martin Corp._20171024,LMT,2017-10-24,excluded
LyondellBasell_20170203,LYB,2017-02-03,train
MGM Resorts International_20170727,MGM,2017-07-27,excluded
MSCI Inc_20170504,MSCI,2017-05-04,train
Martin Marietta Materials_20170214,MLM,2017-02-14,train
Martin Marietta Materials_20170502,MLM,2017-05-02,train
Martin Marietta Materials_20170801,MLM,2017-08-01,excluded
Martin Marietta Materials_20171102,MLM,2017-11-02,excluded
Masco Corp._20170727,MAS,2017-07-27,excluded
Masco Corp._20171024,MAS,2017-10-24,excluded
Mastercard Inc._20170131,MA,2017-01-31,excluded
Mastercard Inc._20170727,MA,2017-07-27,excluded
Mattel Inc._20170727,MAT,2017-07-27,excluded
Mattel Inc._20171026,MAT,2017-10-26,excluded
McDonald's Corp._20171024,MCD,2017-10-24,excluded
Merck & Co._20170202,MRK,2017-02-02,train
Merck & Co._20170502,MRK,2017-05-02,train
Merck & Co._20170728,MRK,2017-07-28,excluded
Merck & Co._20171027,MRK,2017-10-27,excluded
Micron Technology_20170629,MU,2017-06-29,excluded
Micron Technology_20170926,MU,2017-09-26,excluded
Microsoft Corp._20170126,MSFT,2017-01-26,train
Microsoft Corp._20170427,MSFT,2017-04-27,train
Microsoft Corp._20170720,MSFT,2017-07-20,excluded
Molson Coors Brewing Company_20170802,TAP,2017-08-02,excluded
Mondelez International_20170802,MDLZ,2017-08-02,excluded
Motorola Solutions Inc._20170504,MSI,2017-05-04,excluded
Motorola Solutions Inc._20170803,MSI,2017-08-03,excluded
Motorola Solutions Inc._20171102,MSI,2017-11-02,excluded
Mylan N.V._20170510,MYL,2017-05-10,train
NRG Energy_20170228,NRG,2017-02-28,train
"Nasdaq, Inc._20170131",NDAQ,2017-01-31,train
Nektar Therapeutics_20170301,NKTR,2017-03-01,excluded
Nektar Therapeutics_20171107,NKTR,2017-11-07,test
NetApp_20170215,NTAP,2017-02-15,excluded
NetApp_20171115,NTAP,2017-11-15,test
Newell Brands_20170206,NWL,2017-02-06,train
Newmont Mining Corporation_20170725,NEM,2017-07-25,excluded
News Corp. Class A_20170509,NWSA,2017-05-09,train
NiSource Inc._20170503,NI,2017-05-03,train
Nielsen Holdings_20170727,NLSN,2017-07-27,excluded
Nielsen Holdings_20171025,NLSN,2017-10-25,excluded
Nike_20170321,NKE,2017-03-21,train
Noble Energy Inc_20170803,NBL,2017-08-03,excluded
Nordstrom_20170223,JWN,2017-02-23,excluded
Nordstrom_20171109,JWN,2017-11-09,test
Norfolk Southern Corp._20170426,NSC,2017-04-26,excluded
Norfolk Southern Corp._20171025,NSC,2017-10-25,test
Norwegian Cruise Line_20170222,NCLH,2017-02-22,excluded
Nucor Corp._20170420,NUE,2017-04-20,train
Nucor Corp._20171019,NUE,2017-10-19,excluded
Nvidia Corporation_20170509,NVDA,2017-05-09,excluded
Oracle Corp._20170621,ORCL,2017-06-21,train
Oracle Corp._20170914,ORCL,2017-09-14,excluded
Oracle Corp._20171214,ORCL,2017-12-14,excluded
PACCAR Inc._20170725,PCAR,2017-07-25,excluded
PACCAR Inc._20171024,PCAR,2017-10-24,excluded
PG&E Corp._20170727,PCG,2017-07-27,excluded
PPG Industries_20170119,PPG,2017-01-19,train
PPL Corp._20170201,PPL,2017-02-01,excluded
PPL Corp._20170504,PPL,2017-05-04,excluded
PPL Corp._20170803,PPL,2017-08-03,excluded
Parker-Hannifin_20170202,PH,2017-02-02,train
Parker-Hannifin_20170427,PH,2017-04-27,train
Parker-Hannifin_20171102,PH,2017-11-02,excluded
PayPal_20170126,PYPL,2017-01-26,train
PayPal_20170726,PYPL,2017-07-26,excluded
Pentair plc_20170725,PNR,2017-07-25,excluded
PepsiCo Inc._20170215,PEP,2017-02-15,excluded
PepsiCo Inc._20170426,PEP,2017-04-26,excluded
PepsiCo Inc._20170711,PEP,2017-07-11,excluded
PepsiCo Inc._20171004,PEP,2017-10-04,excluded
PerkinElmer_20171102,PKI,2017-11-02,excluded
Perrigo_20171109,PRGO,2017-11-09,excluded
Pinnacle West Capital_20170224,PNW,2017-02-24,train
Pinnacle West Capital_20170502,PNW,2017-05-02,train
Pinnacle West Capital_20170803,PNW,2017-08-03,excluded
Pinnacle West Capital_20171103,PNW,2017-11-03,excluded
Polo Ralph Lauren Corp._20170202,RL,2017-02-02,train
Polo Ralph Lauren Corp._20171102,RL,2017-11-02,excluded
Prologis_20170718,PLD,2017-07-18,excluded
Public Serv. Enterprise Inc._20170428,PEG,2017-04-28,train
Quanta Services Inc._20170221,PWR,2017-02-21,train
Quanta Services Inc._20170504,PWR,2017-05-04,train
Quanta Services Inc._20170803,PWR,2017-08-03,excluded
Quest Diagnostics_20170420,DGX,2017-04-20,excluded
Quest Diagnostics_20170725,DGX,2017-07-25,excluded
Raytheon Co._20170427,RTN,2017-04-27,excluded
Raytheon Co._20171026,RTN,2017-10-26,excluded
Red Hat Inc._20170327,RHI.F,2017-03-27,excluded
Red Hat Inc._20170925,RHI.F,2017-09-25,excluded
Red Hat Inc._20171219,RHI.F,2017-12-19,test
Regeneron_20170504,REGN,2017-05-04,train
Regeneron_20170803,REGN,2017-08-03,excluded
Regeneron_20171108,REGN,2017-11-08,excluded
Regions Financial Corp._20170721,RF,2017-07-21,excluded
Regions Financial Corp._20171024,RF,2017-10-24,excluded
Republic Services Inc_20170216,RSG,2017-02-16,train
Republic Services Inc_20170727,RSG,2017-07-27,excluded
ResMed_20170123,RMD,2017-01-23,train
ResMed_20170427,RMD,2017-04-27,train
ResMed_20171026,RMD,2017-10-26,excluded
Rockwell Automation Inc._20170125,ROK,2017-01-25,train
Rockwell Automation Inc._20170426,ROK,2017-04-26,train
Rockwell Automation Inc._20170726,ROK,2017-07-26,excluded
Roper Technologies_20170209,ROP,2017-02-09,train
Ross Stores_20170228,ROST,2017-02-28,train
Ross Stores_20170518,ROST,2017-05-18,train
Ross Stores_20170817,ROST,2017-08-17,excluded
Ross Stores_20171116,ROST,2017-11-16,excluded
Royal Caribbean Cruises Ltd_20170801,RCL,2017-08-01,excluded
Royal Caribbean Cruises Ltd_20171107,RCL,2017-11-07,test
SVB Financial_20170126,SIVB,2017-01-26,train
SVB Financial_20170427,SIVB,2017-04-27,train
Salesforce.com_20170228,CRM,2017-02-28,excluded
Salesforce.com_20170822,CRM,2017-08-22,val
Schlumberger Ltd._20170421,SLB,2017-04-21,train
Schlumberger Ltd._20170721,SLB,2017-07-21,excluded
Seagate Technology_20170124,STX,2017-01-24,train
Seagate Technology_20170426,STX,2017-04-26,train
Seagate Technology_20170725,STX,2017-07-25,excluded
Seagate Technology_20171023,STX,2017-10-23,excluded
Sealed Air_20170209,SEE,2017-02-09,train
Sealed Air_20170509,SEE,2017-05-09,train
Sealed Air_20171108,SEE,2017-11-08,excluded
Sempra Energy_20170509,SRE,2017-05-09,train
Sherwin-Williams_20170420,SHW,2017-04-20,excluded
Sherwin-Williams_20170720,SHW,2017-07-20,excluded
Skyworks Solutions_20170119,SWKS,2017-01-19,train
Skyworks Solutions_20170427,SWKS,2017-04-27,train
Skyworks Solutions_20170720,SWKS,2017-07-20,excluded
Skyworks Solutions_20171106,SWKS,2017-11-06,excluded
Snap-On Inc._20170202,SNA,2017-02-02,train
Snap-On Inc._20170720,SNA,2017-07-20,excluded
Starbucks Corp._20170126,SBUX,2017-01-26,excluded
Stericycle Inc_20170504,SRCL,2017-05-04,train
Stericycle Inc_20170803,SRCL,2017-08-03,excluded
Stericycle Inc_20171108,SRCL,2017-11-08,excluded
Stryker Corp._20170727,SYK,2017-07-27,excluded
Stryker Corp._20171026,SYK,2017-10-26,excluded
Synopsys Inc._20170215,SNPS,2017-02-15,train
Synopsys Inc._20170517,SNPS,2017-05-17,train
Synopsys Inc._20171129,SNPS,2017-11-29,excluded
Sysco Corp._20170508,SYY,2017-05-08,train
Sysco Corp._20170814,SYY,2017-08-14,excluded
Sysco Corp._20171106,SYY,2017-11-06,excluded
TE Connectivity Ltd._20170125,TEL,2017-01-25,train
TE Connectivity Ltd._20170726,TEL,2017-07-26,excluded
"Tapestry, Inc._20170131",TPR,2017-01-31,train
Target Corp._20170816,TGT,2017-08-16,excluded
Target Corp._20171115,TGT,2017-11-15,test
Texas Instruments_20170124,TXN,2017-01-24,excluded
Texas Instruments_20170425,TXN,2017-04-25,excluded
Texas Instruments_20171024,TXN,2017-10-24,excluded
The Clorox Company_20170203,CLX,2017-02-03,train
The Clorox Company_20170503,CLX,2017-05-03,train
The Clorox Company_20170803,CLX,2017-08-03,excluded
The Clorox Company_20171101,CLX,2017-11-01,excluded
The Cooper Companies_20170831,COO,2017-08-31,excluded
The Hershey Company_20170203,HSY,2017-02-03,train
The Hershey Company_20170426,HSY,2017-04-26,train
The Hershey Company_20171026,HSY,2017-10-26,excluded
The Mosaic Company_20170502,MOS,2017-05-02,train
The Mosaic Company_20170801,MOS,2017-08-01,excluded
The Mosaic Company_20171031,MOS,2017-10-31,excluded
The Walt Disney Company_20170207,DIS,2017-02-07,train
The Walt Disney Company_20170509,DIS,2017-05-09,train
The Walt Disney Company_20170808,DIS,2017-08-08,excluded
The Walt Disney Company_20171109,DIS,2017-11-09,excluded
Thermo Fisher Scientific_20170426,TMO,2017-04-26,train
Tiffany & Co._20170524,TIF,2017-05-24,train
Tractor Supply Company_20170201,TSCO,2017-02-01,train
Tractor Supply Company_20170426,TSCO,2017-04-26,train
Tractor Supply Company_20170726,TSCO,2017-07-26,excluded
Tractor Supply Company_20171025,TSCO,2017-10-25,excluded
TransDigm Group_20170207,TDG,2017-02-07,excluded
"Twitter, Inc._20170209",TWTR,2017-02-09,excluded
"Twitter, Inc._20170426",TWTR,2017-04-26,excluded
"Twitter, Inc._20170727",TWTR,2017-07-27,excluded
Tyson Foods_20170206,TSN,2017-02-06,train
U.S. Bancorp_20170419,USB,2017-04-19,train
U.S. Bancorp_20170719,USB,2017-07-19,excluded
Ulta Beauty_20170309,ULTA,2017-03-09,train
Ulta Beauty_20171130,ULTA,2017-11-30,excluded
United Health Group Inc._20170418,UNH,2017-04-18,train
United Health Group Inc._20171017,UNH,2017-10-17,excluded
United Parcel Service_20170727,UPS,2017-07-27,excluded
United Technologies_20170725,UTX,2017-07-25,excluded
United Technologies_20171024,UTX,2017-10-24,excluded
Valero Energy_20170131,VLO,2017-01-31,train
Valero Energy_20170425,VLO,2017-04-25,train
Valero Energy_20170727,VLO,2017-07-27,excluded
Varian Medical Systems_20170125,VAR,2017-01-25,excluded
Varian Medical Systems_20171025,VAR,2017-10-25,excluded
Ventas Inc_20171027,VTR,2017-10-27,excluded
