call_id,ticker,as_of,split
1653279,FMC,2019-02-12,train
1653563,MLM,2019-02-12,train
1653568,TAP,2019-02-11,excluded
1654714,AIZ,2019-02-19,train
1654753,CBRE,2019-02-12,train
1654759,TRIP,2019-02-12,train
1655362,OXY,2019-02-13,excluded
1655685,CSCO,2019-02-13,train
1655814,MGM,2019-02-13,train
1656490,EPAM,2019-02-13,excluded
1656562,IRM,2019-02-14,train
1656594,WST,2019-02-14,train
1656627,AIG,2019-02-14,train
1656657,ZBRA,2019-02-14,train
1656662,CF,2017-11-01,train
1656664,HII,2019-02-14,excluded
1656707,IQV,2019-02-14,train
1656799,IFF,2018-02-14,train
1656986,REG,2019-02-11,excluded
1657156,VMC,2019-02-14,train
1658631,DE,2019-02-15,train
1658727,MCO,2019-02-15,train
1660217,PANW,2019-02-28,train
1660224,WMT,2019-02-15,train
1660329,SCI,2019-02-15,train
1661512,SO,2019-02-20,train
1661521,AWK,2019-02-19,train
1661557,NI,2019-02-20,train
1661867,DVN,2019-02-19,excluded
1661896,TRGP,2019-02-20,train
1662390,A,2019-02-20,excluded
1663044,FTI,2019-02-21,train
1663048,BG,2019-02-21,train
1663214,ALB,2019-02-20,train
1663300,ES,2019-02-21,excluded
1663412,NCLH,2019-02-20,train
1663606,FLS,2019-02-21,train
1664220,KEYS,2019-02-20,train
1664338,HPE,2019-02-20,excluded
1664419,FLR,2019-02-21,excluded
1664423,KHC,2019-02-21,excluded
1665165,LNT,2019-02-22,excluded
1667511,WAB,2019-02-25,train
1668003,ETSY,2019-02-25,train
1668930,M,2019-02-26,train
1669071,OKE,2019-02-25,train
1670550,CPB,2019-02-26,train
1670663,AES,2019-02-27,train
1670684,LOW,2019-02-27,train
1670838,EOG,2019-02-26,excluded
1671922,HPQ,2019-02-27,train
1672623,ANSS,2019-02-26,train
1673527,PGR,2019-02-27,train
1673949,JWN,2019-02-28,train
1673999,EIX,2019-02-28,excluded
1674144,ADSK,2019-02-28,excluded
1677343,CIEN,2019-01-31,excluded
1678265,URBN,2019-03-05,train
1678430,AZO,2019-02-26,excluded
1678781,ANF,2019-03-05,train
1680131,HRB,2019-03-07,train
1690493,GIS,2019-03-19,train
1690859,MU,2019-03-20,excluded
1691216,DRI,2019-03-21,train
1691275,CAG,2019-03-21,excluded
1692833,MKC,2019-03-26,train
1692960,FDS,2019-03-26,train
1693639,PAYX,2019-03-27,excluded
1695833,WBA,2019-04-02,train
1696831,STZ,2019-05-01,train
1697746,PFG,2019-04-25,train
1697768,BNY,2019-04-17,excluded
1698531,FAST,2019-04-11,excluded
1698650,BA,2019-04-24,train
1698896,PNC,2019-04-12,excluded
1699229,GS,2019-04-15,train
1699252,C,2019-04-15,train
1699584,CMA,2019-04-15,train
1699592,OMC,2019-04-16,train
1699602,BAC,2019-04-16,train
1699610,JNJ,2019-04-16,train
1699644,FHN,2019-04-16,train
1699707,PLD,2019-04-15,train
1699809,CSX,2019-04-16,train
1700094,TXT,2019-04-17,train
1700134,USB,2019-04-17,train
1700170,ABT,2019-04-16,train
1700249,UAL,2019-04-17,excluded
1700489,LVS,2019-04-17,train
1700815,DHR,2019-04-18,excluded
1700834,SYF,2019-04-18,train
1700848,AXP,2019-04-17,excluded
1700866,HON,2019-04-18,excluded
1700888,PM,2019-04-18,train
1700929,BX,2019-04-18,train
1700948,UNP,2019-04-18,train
1700964,DOV,2019-04-18,train
1701002,KEY,2019-04-18,train
1701034,CCI,2019-04-18,excluded
1701078,URI,2019-04-17,excluded
1701224,PPG,2019-04-18,train
1701915,KMB,2019-04-22,train
1702064,ZION,2019-04-22,train
1702269,NDAQ,2019-04-24,train
1702273,WHR,2019-04-23,excluded
1702301,HAS,2019-04-23,excluded
1702322,VZ,2019-04-23,train
1702336,PG,2019-04-23,train
1702371,PHM,2019-04-22,train
1702402,STT,2019-04-23,excluded
1702505,NTRS,2019-04-23,excluded
1702533,FITB,2019-04-23,excluded
1702596,LMT,2019-04-23,train
1702954,EBAY,2019-04-23,train
1703347,SWK,2019-04-24,train
1703360,BSX,2019-04-24,train
1703447,GD,2019-04-24,excluded
1703451,BIIB,2019-04-24,excluded
1703486,NSC,2019-04-24,train
1703631,MKTX,2019-04-24,train
1703637,TER,2019-04-24,train
1703663,APD,2019-04-24,train
1703766,CAT,2019-04-24,excluded
1703819,MCO,2019-04-24,train
1703871,NOC,2019-04-24,excluded
1703930,AVY,2019-04-24,train
1704288,ALGN,2019-04-24,train
1704303,LRCX,2019-04-24,train
1704309,NOW,2019-04-24,train
1704312,PYPL,2019-04-24,train
1704343,MSFT,2019-04-24,excluded
1704344,V,2019-04-24,train
1704846,MAS,2019-04-25,train
1704854,XRX,2019-04-25,train
1704896,ROK,2019-04-25,train
1704912,ROP,2019-04-24,train
1704918,BAX,2019-04-25,train
1704948,MRSH,2019-04-26,train
1704966,NEM,2019-04-25,excluded
1704983,UPS,2019-04-26,train
1705041,MMM,2019-04-25,train
1705045,WST,2019-04-25,train
1705065,XEL,2019-04-25,train
1705068,DHI,2019-04-24,train
1705101,CMS,2019-04-25,train
1705203,ITW,2019-04-25,train
1705222,IP,2019-04-25,excluded
1705260,EQT,2019-04-25,train
1705263,IVZ,2019-04-25,train
1705378,BC,2019-04-24,excluded
1705429,FCX,2019-04-25,train
1705543,ESS,2019-04-24,train
1705639,LUV,2019-04-26,train
1705756,MSCI,2019-05-02,train
1706035,VRSN,2019-04-25,train
1706145,ALK,2019-02-26,train
1706189,MAT,2019-04-25,excluded
1706199,AMZN,2019-04-24,train
1706223,COF,2019-04-25,train
1706273,DFS,2019-04-25,train
1706282,DLR,2019-04-25,train
1707829,FTI,2019-04-26,train
1707873,IPG,2019-04-26,excluded
1707874,EMN,2019-04-26,train
1708047,GT,2019-04-26,excluded
1708085,XOM,2019-04-25,train
1708091,EHC,2019-04-26,train
1708141,WY,2019-04-26,excluded
1708150,IEX,2019-04-26,train
1708296,NOV,2019-05-10,excluded
1708313,LYB,2019-04-26,excluded
1708318,MHK,2019-05-08,train
1708419,AEP,2019-04-25,train
1708621,HCA,2019-09-19,train
1711679,PH,2019-05-02,excluded
1712053,SBAC,2019-05-01,excluded
1712063,MGM,2019-04-29,train
1712594,MRK,2019-04-30,excluded
1712626,INCY,2019-04-30,excluded
1712664,MOH,2019-04-29,train
1712669,ZBRA,2019-04-30,train
1712714,CHTR,2019-04-30,train
1712756,IR,2019-04-30,train
1712767,MA,2019-04-30,train
1712775,LLY,2019-04-29,train
1712788,GE,2019-04-30,train
1712954,CMI,2019-04-30,train
1713264,PSX,2019-04-30,excluded
1713407,ECL,2019-04-29,train
1713955,FICO,2019-04-30,train
1714065,EIX,2019-04-30,excluded
1714748,CVS,2019-05-01,excluded
1714762,SO,2019-05-01,train
1714817,CDW,2019-05-01,train
1714901,ASH,2019-04-30,train
1715001,ETR,2019-04-30,train
1715079,SEE,2019-05-01,excluded
1715092,HLT,2019-05-07,train
1715133,BXP,2019-05-21,train
1715135,RCL,2019-05-01,train
1715230,OKE,2019-04-30,train
1715267,DVN,2019-04-30,excluded
1715297,TAP,2019-04-30,excluded
1715359,PNW,2019-05-01,train
1715621,CLX,2019-05-13,train
1716005,HOLX,2019-05-01,excluded
1716033,QCOM,2019-05-01,excluded
1716105,TRMB,2019-05-01,train
1716147,DXCM,2019-04-30,excluded
1716161,EQIX,2019-05-01,train
1716775,DD,2019-05-02,train
1716797,TFX,2019-05-01,excluded
1716870,ZTS,2019-05-02,excluded
1716874,ICE,2019-05-02,train
1716891,SPGI,2019-05-02,excluded
1716941,CF,2017-11-01,train
1716964,ES,2019-05-02,excluded
1716980,ANSS,2019-05-01,train
1717019,HII,2019-05-02,excluded
1717333,PRU,2019-05-01,train
1717515,KIM,2019-05-30,train
1717861,DUK,2019-05-09,excluded
1718354,MSI,2019-05-02,excluded
1718372,FTNT,2019-05-02,excluded
1718412,GILD,2019-05-02,train
1718446,FLR,2019-08-01,excluded
1718461,ANET,2019-05-02,train
1719393,AMT,2019-05-03,train
1719420,XRAY,2019-05-03,train
1719449,CBOE,2019-05-03,train
1719571,REG,2019-05-02,excluded
1719865,FLS,2019-05-03,train
1721464,TSN,2019-05-06,train
1721476,AMG,2019-05-03,excluded
1721511,SYY,2019-05-03,train
1722572,IT,2019-05-07,train
1722632,CRL,2019-05-07,train
1722686,BR,2019-05-06,train
1723100,LPX,2019-05-07,train
1724105,EA,2019-05-07,train
1724756,BG,2019-05-08,train
1724811,MCK,2019-05-08,excluded
1724823,CBRE,2019-05-10,train
1724861,TRIP,2019-05-07,train
1725171,MPC,2019-05-09,excluded
1726385,ETSY,2019-05-08,train
1727121,EPAM,2019-05-08,excluded
1727142,BDX,2019-05-09,train
1727237,CAH,2019-05-08,train
1727341,ALB,2019-05-08,train
1727482,NCLH,2019-05-08,train
1728841,MTD,2019-05-09,excluded
1729735,EFX,2019-05-10,train
1732755,TTWO,2019-05-13,train
1734704,A,2019-05-14,excluded
1735668,M,2019-05-15,train
1736730,CSCO,2019-05-15,train
1739233,DE,2019-05-14,train
1739647,HPE,2019-05-23,excluded
1742366,JWN,2019-05-21,train
1742402,URBN,2019-05-21,train
1743048,LOW,2019-05-21,train
1744832,DXC,2019-05-23,train
1744841,HPQ,2019-05-23,train
1744847,ADSK,2019-05-23,excluded
1752758,CRM,2019-06-05,train
1753098,CPB,2019-06-04,train
1754425,CIEN,2019-04-30,excluded
1754478,SJM,2019-06-06,train
1756931,HRB,2019-06-11,train
1756943,GIS,2019-06-26,train
1763329,DRI,2019-06-20,train
1765944,FDS,2019-06-25,train
1766174,MU,2019-06-25,excluded
1766471,PAYX,2019-06-26,excluded
1767109,MKC,2019-06-27,train
1767138,WBA,2019-06-27,train
1767223,CAG,2019-06-27,excluded
1770809,FAST,2019-07-11,excluded
1771928,WFC,2019-07-16,train
1771962,PLD,2019-07-15,train
1772080,CSX,2019-07-16,train
1772293,TXT,2019-07-17,train
1772297,BNY,2019-07-17,excluded
1772314,CMA,2019-07-16,train
1772345,BAC,2019-07-17,train
1772350,USB,2019-07-17,train
1772412,UAL,2019-07-17,excluded
1772439,PNC,2019-07-17,excluded
1772556,EBAY,2019-07-17,train
1772883,DHR,2019-07-18,excluded
1772919,HON,2019-07-18,excluded
1772951,BX,2019-07-18,train
1772982,UNP,2019-07-18,train
1772990,PM,2019-07-18,train
1773051,DOV,2019-07-18,train
1773103,CCI,2019-07-18,excluded
1773104,SNA,2019-07-17,train
1773137,URI,2019-07-17,excluded
1773310,PPG,2019-07-18,train
1773385,ISRG,2019-06-05,train
1773409,COF,2019-07-18,train
1773428,MSFT,2019-07-19,excluded
1773697,SYF,2019-07-19,train
1773782,AXP,2019-07-18,excluded
1773894,STT,2019-07-19,excluded
1775350,EFX,2019-07-24,train
1775561,ZION,2019-07-22,train
1775832,WHR,2019-07-23,excluded
1775855,SWK,2019-07-23,train
1775873,HAS,2019-07-22,excluded
1775887,BIIB,2019-07-23,excluded
1775917,IPG,2019-07-23,excluded
1775946,PHM,2019-07-22,train
1776024,FITB,2019-07-23,excluded
1776132,KEY,2019-07-23,train
1776145,KMB,2019-07-23,train
1776231,LMT,2019-07-23,train
1776276,PCAR,2019-07-23,train
1776384,AVY,2019-07-23,train
1776562,V,2019-07-23,train
1776583,DFS,2019-07-23,train
1776998,NDAQ,2019-07-24,train
1777047,TMO,2019-07-24,train
1777051,VFC,2019-07-24,train
1777150,IQV,2019-07-24,train
1777155,NSC,2019-07-24,train
1777317,NTRS,2019-07-24,excluded
1777409,BA,2019-07-24,train
1777442,CAT,2019-07-24,excluded
1777473,GWW,2019-07-24,train
1777483,TER,2019-07-24,train
1777529,NOC,2019-07-24,excluded
1777905,PYPL,2019-07-24,train
1777923,NOW,2019-07-24,train
1777946,ALGN,2019-07-24,train
1778481,ROP,2019-07-24,train
1778491,LKQ,2019-07-25,train
1778506,FTI,2019-07-25,train
1778530,DOW,2019-07-25,train
1778539,ROK,2019-07-25,train
1778545,CMCSA,2019-07-25,train
1778566,BAX,2019-07-25,train
1778609,AMP,2019-07-25,train
1778621,CMS,2019-07-25,train
1778635,AEP,2019-07-25,train
1778652,WST,2019-07-25,train
1778695,BWA,2019-07-25,excluded
1778699,MMM,2019-07-25,train
1778741,APD,2019-07-25,train
1778802,KIM,2019-07-25,train
1778817,RCL,2019-07-24,train
1778827,IP,2019-07-25,excluded
1778920,EQT,2019-07-25,train
1778976,IVZ,2019-07-25,train
1778978,BC,2019-07-24,excluded
1779319,ESS,2019-07-24,train
1779644,VRSN,2019-07-25,train
1779713,EIX,2019-07-25,excluded
1779791,RMD,2019-07-25,train
1779814,MGM,2019-07-25,train
1779824,AMZN,2019-07-25,train
1779867,MAT,2019-07-25,excluded
1780544,EMN,2019-07-26,train
1780737,GT,2019-07-25,excluded
1780823,PFG,2019-07-25,train
1780827,WY,2019-07-26,excluded
1780837,ITW,2019-07-26,train
1780989,IEX,2019-07-26,train
1781072,PSX,2019-07-26,excluded
1782089,PH,2019-08-01,excluded
1782104,AMG,2019-07-26,excluded
1782261,PFE,2019-07-29,excluded
1782535,SBAC,2019-07-29,excluded
1783038,INCY,2019-07-30,excluded
1783047,MRK,2019-07-30,excluded
1783057,XRX,2019-07-30,train
1783073,LEG,2019-07-29,train
1783114,MRSH,2019-08-12,train
1783124,GLW,2019-07-30,train
1783129,IT,2019-07-30,train
1783139,ZBRA,2019-07-30,train
1783216,PG,2019-07-30,train
1783242,MA,2019-07-30,train
1783251,MO,2019-07-30,train
1783320,HCA,2019-09-19,train
1783374,LLY,2019-07-29,train
1783384,CMI,2019-07-30,train
1783418,IR,2019-08-01,train
1783486,DHI,2019-07-29,train
1783545,NOV,2019-08-05,excluded
1783571,MLM,2019-07-30,train
1783657,COP,2019-07-30,train
1784188,EA,2019-07-30,train
1784219,MDLZ,2019-07-30,excluded
1784253,DLR,2019-07-30,train
1784730,BG,2019-07-30,train
1784810,SO,2019-07-31,train
1784833,CHRW,2019-07-31,excluded
1784846,CDW,2019-07-31,train
1784863,AMT,2019-07-31,train
1784885,LHX,2019-07-31,train
1785035,ALL,2019-07-31,excluded
1785057,GE,2019-07-30,train
1785094,D,2019-07-31,train
1785149,FMC,2019-07-31,train
1785194,BXP,2019-08-06,train
1785213,ETR,2019-07-30,train
1785371,MCO,2019-07-31,train
1786065,FICO,2019-07-31,train
1786138,LRCX,2019-07-31,train
1786144,TRMB,2019-07-31,train
1786145,CTSH,2019-07-31,excluded
1786185,QCOM,2019-07-31,excluded
1786211,DXCM,2019-07-30,excluded
1786224,EQIX,2019-07-31,train
1786864,ICE,2019-08-01,train
1786865,TFX,2019-07-30,excluded
1786884,IRM,2019-08-01,train
1786908,VZ,2019-08-01,train
1786911,BR,2019-07-31,train
1786936,SPGI,2019-08-01,excluded
1786945,AWK,2019-07-31,train
1786993,CTVA,2019-08-01,excluded
1787043,ES,2019-08-01,excluded
1787045,ADM,2019-08-01,train
1787070,HII,2019-08-01,excluded
1787201,GM,2019-07-31,excluded
1787203,OLN,2019-08-01,excluded
1787441,MSCI,2019-08-01,train
1787449,APA,2019-07-31,train
1787457,PRU,2019-08-01,train
1787509,XEL,2019-08-01,train
1787558,OXY,2019-08-01,excluded
1787710,AVB,2019-07-31,excluded
1787838,CLX,2019-07-31,train
1788294,ANET,2019-07-31,train
1788295,WU,2019-07-31,train
1788361,MSI,2019-08-01,excluded
1788368,FTNT,2019-08-01,excluded
1788402,MTD,2019-08-01,excluded
1788924,MPC,2019-08-01,excluded
1789250,CBOE,2019-08-02,train
1789469,SEE,2019-08-02,excluded
1789475,XOM,2019-08-02,train
1789488,XRAY,2019-08-02,train
1789594,LYB,2019-08-02,excluded
1789734,CVX,2019-08-02,train
1791644,TTWO,2019-08-05,train
1791704,KLAC,2019-08-05,train
1792322,ANSS,2019-08-05,train
1792353,ZTS,2019-08-06,excluded
1792358,FIS,2019-08-06,train
1792417,AES,2019-08-06,train
1792461,BHF,2019-08-05,excluded
1792562,DUK,2019-08-06,excluded
1792631,HSIC,2019-08-06,train
1792796,TDG,2019-08-06,excluded
1792825,LPX,2019-08-06,train
1793250,EMR,2019-08-06,excluded
1794364,AIZ,2019-08-16,train
1794435,CVS,2019-08-06,excluded
1794912,DVN,2019-08-06,excluded
1796536,EPAM,2019-08-07,excluded
1796565,TRIP,2019-08-07,train
1796586,AIG,2019-08-08,train
1796620,CAH,2019-08-07,train
1796865,MUR,2019-08-08,train
1796908,NCLH,2019-08-07,train
1797022,TRGP,2019-08-08,train
1797169,PNW,2019-08-08,train
1797507,PGR,2019-08-08,train
1798126,DXC,2019-08-08,train
1804023,M,2019-08-14,train
1804707,CSCO,2019-08-14,train
1805518,TPR,2019-08-14,train
1808892,LOW,2019-08-20,train
1809203,JWN,2019-08-21,train
1809206,KEYS,2019-08-21,train
1810115,HPQ,2019-08-22,train
1810124,CRM,2019-08-21,train
1811727,SJM,2019-08-27,train
1812022,HPE,2019-08-27,excluded
1812026,ADSK,2019-08-27,excluded
1812443,COTY,2019-08-28,train
1813754,COO,2019-09-04,train
1814083,CPB,2019-08-29,train
1815711,GIS,2019-07-09,train
1817002,PANW,2019-09-04,train
1817318,CIEN,2019-07-31,excluded
1825469,DRI,2019-09-19,train
1825680,CAG,2019-09-26,excluded
1827600,JBL,2019-09-24,train
1827657,AZO,2019-09-24,excluded
1828453,KBH,2019-09-25,excluded
1828794,FDS,2019-09-26,train
1830153,PAYX,2019-10-01,excluded
1831476,PG,2019-10-22,train
1832327,FAST,2019-10-11,excluded
1832789,OMC,2019-10-15,train
1832800,JPM,2019-10-15,train
1832868,C,2019-10-15,train
1832894,GS,2019-10-15,train
1833005,JBHT,2019-10-15,train
1833159,CMA,2019-10-15,train
1833213,FHN,2019-10-16,train
1833216,BAC,2019-10-16,train
1833249,PNC,2019-10-16,excluded
1833420,AA,2019-10-16,train
1833434,CSX,2019-10-16,train
1833727,HON,2019-10-16,excluded
1833773,PM,2019-10-17,train
1833834,DOV,2019-10-17,train
1833877,CCI,2019-10-17,excluded
1833891,URI,2019-10-16,excluded
1833988,UNP,2019-10-17,train
1834035,PPG,2019-10-17,train
1834127,ISRG,2019-08-07,train
1834192,STLD,2019-10-16,excluded
1835298,ZION,2019-10-21,train
1835563,HAS,2019-10-22,excluded
1835597,BIIB,2019-10-22,excluded
1835602,IPG,2019-10-22,excluded
1835622,SNV,2019-10-22,excluded
1835685,PHM,2019-10-21,train
1835804,FITB,2019-10-22,excluded
1835862,LMT,2019-10-22,train
1835912,PCAR,2019-10-22,train
1836608,WHR,2019-10-23,excluded
1836646,BSX,2019-10-23,train
1836653,NDAQ,2019-10-23,train
1836751,GD,2019-10-23,excluded
1836852,NSC,2019-10-23,train
1836859,LLY,2019-10-23,train
1836939,CAT,2019-10-23,excluded
1836986,BA,2019-10-23,train
1836999,IVZ,2019-11-04,train
1837020,GWW,2019-10-23,train
1837172,AVY,2019-10-23,train
1837402,LVS,2019-10-23,train
1837455,EBAY,2019-10-23,train
1837462,ALGN,2019-10-23,train
1837465,NOW,2019-10-23,train
1837474,LRCX,2019-10-23,train
1837485,F,2019-10-23,excluded
1837490,MSFT,2019-10-24,excluded
1837494,PYPL,2019-10-23,train
1837951,FTI,2019-10-24,train
1838000,DHR,2019-10-24,excluded
1838015,BAX,2019-10-24,train
1838033,CMCSA,2019-10-24,train
1838045,WST,2019-10-24,train
1838108,EFX,2019-10-23,train
1838112,AMP,2019-10-24,train
1838152,CMS,2019-10-24,train
1838176,MMM,2019-10-24,train
1838324,HBAN,2019-10-24,excluded
1838666,NOC,2019-10-24,excluded
1838669,AEP,2019-10-24,train
1838723,ESS,2019-10-23,train
1839059,VRSN,2019-10-24,train
1839161,GILD,2019-10-24,train
1839164,RMD,2019-10-24,train
1839291,FTV,2019-10-24,excluded
1839293,AMZN,2019-10-24,train
1839779,VZ,2019-10-25,train
1839828,CHTR,2019-10-25,train
1839840,VFC,2019-10-24,train
1839846,EMN,2019-10-25,train
1840041,GT,2019-10-24,excluded
1840056,PFG,2019-10-24,train
1840075,ITW,2019-10-24,train
1840080,WY,2019-10-25,excluded
1840205,MHK,2019-08-07,train
1842162,AMG,2019-10-28,excluded
1842176,WBA,2019-10-28,train
1842189,T,2019-10-28,train
1843089,XRX,2019-10-29,train
1843119,BRO,2019-10-28,train
1843131,INCY,2019-10-29,excluded
1843142,LEG,2019-10-28,train
1843181,ZBRA,2019-10-29,train
1843205,GLW,2019-10-29,train
1843267,SPGI,2019-10-29,excluded
1843411,IR,2019-10-29,train
1843437,CMI,2019-10-29,train
1843504,PFE,2019-10-29,excluded
1843548,MLM,2019-10-29,train
1843567,NOV,2019-11-01,excluded
1844117,MAT,2019-10-29,excluded
1844152,AMD,2019-10-29,train
1844175,DLR,2019-10-29,train
1844658,BG,2019-10-30,train
1844698,MCK,2019-10-30,excluded
1844724,GE,2019-10-30,train
1844791,CHRW,2019-10-30,excluded
1844804,ADP,2019-10-30,train
1844843,NI,2019-10-30,train
1844855,IQV,2019-10-30,train
1844874,BKR,2019-07-31,excluded
1844888,MAS,2019-10-30,train
1845067,FMC,2019-10-30,train
1845092,IEX,2019-10-30,train
1845179,TAP,2019-10-30,excluded
1845300,MCO,2019-10-30,train
1845518,UDR,2019-11-05,train
1845945,MSI,2019-10-30,excluded
1845973,KLAC,2019-10-30,train
1845989,TRMB,2019-10-30,train
1846031,ETSY,2019-10-30,train
1846042,SBUX,2019-10-29,train
1846045,VRTX,2019-10-30,train
1846049,MGM,2019-10-30,train
1846066,EQIX,2019-10-30,train
1846698,LKQ,2019-10-31,train
1846738,IT,2019-10-31,train
1846777,IRM,2019-10-31,train
1846824,AMT,2019-10-31,train
1846850,KHC,2019-10-30,excluded
1846881,CTVA,2019-10-31,excluded
1846902,ADM,2019-10-31,train
1846904,TFX,2019-10-29,excluded
1846908,BWA,2019-10-31,excluded
1846953,MPC,2019-10-30,excluded
1846981,CDW,2019-10-31,train
1846982,CF,2017-11-01,train
1847063,FRT,2019-11-07,excluded
1847223,APA,2019-10-30,train
1848591,CLX,2019-10-30,train
1849050,WU,2019-10-31,train
1849076,FTNT,2019-10-31,excluded
1849084,ANET,2019-10-31,train
1849368,IP,2019-10-31,excluded
1849959,CBOE,2019-11-01,train
1850102,D,2019-11-01,train
1850143,OLN,2019-11-01,excluded
1851570,SYY,2019-11-01,train
1852432,COTY,2019-11-06,train
1852483,BDX,2019-11-05,train
1852493,BHF,2019-11-04,excluded
1852552,TPR,2019-11-04,train
1852568,MOS,2019-11-05,train
1852793,HSIC,2019-11-05,train
1853091,PRU,2019-11-05,train
1853491,O,2019-10-30,train
1854325,CAH,2019-11-06,train
1854407,CVS,2019-11-05,excluded
1854423,CBRE,2019-11-05,train
1854495,AES,2019-11-06,train
1854509,BR,2019-11-05,train
1854893,VMC,2019-11-06,train
