call_id,year,ticker,cik,company,score,runner_up,runner_up_score,date,date_source,call_type,flags
1641983,2019,LMT,936468,,21,,0,2019-01-29,pdf_page1,earnings,match:greeting0;match:greeting6
1641994,2019,PCAR,75362,,15,,0,2019-01-29,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1642264,2019,ALGN,1097149,,14,,0,2019-01-29,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1642281,2019,EBAY,1065088,,12,STUB,3,2019-01-29,pdf_page1,earnings,match:greeting0;match:greeting6
1642318,2019,AMD,2488,,13,INTC,3,2019-01-29,pdf_created,conference,match:greeting0;match:greeting6;date_from_creation_stamp
1642321,2019,KLAC,319201,,6,,0,2019-01-29,pdf_page1,earnings,match:greeting0
1642715,2019,NDAQ,1120193,,15,III,7,2019-01-30,pdf_page1,earnings,match:greeting0;match:greeting6
1642770,2019,ADP,8670,,6,PAYX,2,2019-01-30,pdf_page1,earnings,match:greeting0
1642789,2019,GD,40533,General Dynamics Corporate,14,XYZ,3,2019-01-30,pdf_page1,earnings,match:greeting0;match:greeting6
1642852,2019,IVZ,914208,,15,OPY,3,2019-01-30,pdf_page1,earnings,match:greeting0;match:greeting6
1642895,2019,MKTX,1278021,,15,,0,2019-01-30,pdf_page1,earnings,match:greeting0;match:greeting6
1642899,2019,RCL,884887,,15,PERF,3,2019-01-29,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1642903,2019,HES,4447,Amerada Hess,6,XOM,3,2019-01-29,pdf_created,earnings,match:greeting6;date_from_creation_stamp
1642908,2019,PFG,1126328,,14,MORN,2,2019-01-29,pdf_page1,earnings,match:greeting0;match:greeting6
1642940,2019,IEX,832101,,12,,0,2019-01-30,pdf_page1,earnings,match:greeting0;match:greeting6
1642965,2019,IR,1699150,,20,,0,2019-02-19,pdf_page1,earnings,match:greeting0;match:greeting6
1643051,2019,AVY,8818,,5,,0,2019-01-30,pdf_page1,earnings,match:greeting5
1643306,2019,FICO,814547,,13,MSTR,3,2019-01-30,pdf_page1,earnings,match:greeting0;match:greeting6
1643320,2019,QCOM,804328,,15,AAPL,3,2019-01-30,pdf_page1,earnings,match:greeting0;match:greeting6
1643351,2019,NOW,1373715,,15,PSN,2,2019-01-30,pdf_created,earnings,match:greeting1;match:greeting6;date_from_creation_stamp
1643352,2019,PYPL,1633917,,15,PAY,3,2019-01-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1643361,2019,MDLZ,1103982,,14,,0,2019-01-30,pdf_page1,earnings,match:greeting0;match:greeting6
1643375,2019,MSFT,789019,,9,INTJ,3,2019-02-01,pdf_created,earnings,match:greeting1;date_from_creation_stamp
1643886,2019,CHTR,1091667,,6,AAPL,2,2019-01-31,pdf_page1,earnings,match:greeting0
1643891,2019,GE,40545,,13,BKR,14,2019-01-31,pdf_created,earnings,match:greeting0;match:greeting6;greeting_dominant;date_from_creation_stamp
1643897,2019,MRSH,62709,Marsh & McLennan Companies,21,,0,2019-02-05,pdf_created,earnings,match:pdf_company;match:greeting6;date_from_creation_stamp
1643926,2019,UPS,1090727,,12,OPY,2,2019-01-31,pdf_page1,earnings,match:greeting0;match:greeting6
1643963,2019,BX,1393818,,15,TRI,1,2019-01-31,pdf_page1,earnings,match:greeting0;match:greeting6
1643972,2019,X,1163302,,7,,0,2019-01-30,pdf_page1,earnings,match:greeting0
1643994,2019,MA,1141391,,9,TRCK,3,2019-01-31,pdf_page1,earnings,match:greeting0
1643997,2019,XYL,1524472,,15,,0,2019-01-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1644011,2019,MO,764180,,15,CRON,3,2019-01-31,pdf_page1,earnings,match:greeting0;match:greeting6
1644025,2019,AMP,820027,,13,,0,2019-01-31,pdf_page1,earnings,match:greeting0;match:greeting6
1644100,2019,IP,51434,,25,GPK,4,2019-01-31,pdf_page1,earnings,match:greeting1;match:greeting6
1644276,2019,KIM,879101,,12,ACI,3,2019-02-25,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1644277,2019,PH,76334,,14,MSTR,3,2019-01-31,pdf_page1,earnings,match:greeting0;match:greeting6
1644289,2019,MSCI,1408198,,12,,0,2019-01-31,pdf_page1,earnings,match:greeting0;match:greeting6
1644341,2019,COP,1163165,,15,,0,,,earnings,match:greeting1;match:greeting6;no_date
1644346,2019,NOC,1133421,,20,MSTR,3,2019-01-31,pdf_page1,earnings,match:greeting0;match:greeting6
1644425,2019,ESS,920522,,14,OBT,3,2019-01-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1644452,2019,BC,14930,,9,PLNT,3,2019-01-31,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1644723,2019,AMZN,1018724,,8,,0,2019-01-31,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1645159,2019,ROP,882835,,5,,0,2019-01-31,pdf_created,earnings,date_from_creation_stamp
1645172,2019,EMN,915389,,13,,0,2019-02-01,pdf_page1,earnings,match:greeting0;match:greeting6
1645214,2019,HON,773840,,6,PPLI,2,2019-02-01,pdf_page1,earnings,match:greeting0
1645375,2019,XOM,34088,,16,,0,2019-02-01,pdf_page1,earnings,match:greeting0;match:greeting6
1645384,2019,WY,106535,,9,,0,2019-02-01,pdf_page1,earnings,match:greeting0
1645457,2019,CVX,93410,,15,,0,2019-02-01,pdf_page1,earnings,match:greeting0;match:greeting6
1646770,2019,IT,749251,,15,,0,2019-02-05,pdf_page1,earnings,match:greeting0;match:greeting6
1646774,2019,LEG,58492,,15,QMCO,3,2019-02-04,pdf_page1,earnings,match:greeting0;match:greeting6
1646871,2019,ADM,7084,,19,,0,2019-02-05,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1646974,2019,OLN,74303,,12,,0,2019-02-05,pdf_page1,earnings,match:greeting0;match:greeting6
1647101,2019,AVB,915912,,15,OBT,3,2019-02-04,pdf_page1,earnings,match:greeting0;match:greeting6
1647116,2019,TDG,1260221,,21,,0,2019-02-05,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1647200,2019,CHD,313927,,9,PPLI,2,2019-02-05,pdf_created,unknown,date_from_creation_stamp
1647544,2019,EA,712515,,9,SPED,3,2019-02-05,pdf_page1,earnings,match:greeting0
1647970,2019,ATO,731802,,16,,0,2019-02-06,pdf_page1,earnings,match:greeting0;match:greeting6
1648040,2019,CTSH,1058290,,12,WFC,1,2019-02-06,pdf_page1,earnings,match:greeting0;match:greeting6
1648299,2019,CMI,26172,,21,KSPI,2,2019-02-06,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1648762,2019,FTNT,1262039,,19,IT,2,2019-02-06,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1649375,2019,MAS,62996,,15,HD,6,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1649412,2019,CDW,1402057,,12,MSFT,2,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1649428,2019,ICE,1571949,,13,BKKT,3,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1649478,2019,TSN,100493,,19,MCD,2,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1649512,2019,BR,1383312,,12,,0,2019-02-06,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1649570,2019,MPC,1510295,,15,GLDI,1,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1649577,2019,K,55067,,15,,0,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1649663,2019,SEE,1012100,,10,,0,2019-02-07,pdf_page1,earnings,
1649734,2019,SNA,91440,,35,,0,2011-04-27,pdf_page1,earnings,match:greeting0;match:greeting6;date_disagreement
1649814,2019,PRU,1137774,,15,GAMG,1,2019-02-06,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1649930,2019,NOV,1021860,,9,WMB,2,2019-02-07,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1650103,2019,PM,1413329,,8,MO,3,2019-02-07,pdf_page1,earnings,match:greeting0
1650417,2019,VRSN,1014473,,15,,0,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1650515,2019,WU,1365135,,23,,0,2019-02-06,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1650608,2019,MAT,63276,,15,WFC,1,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1650623,2019,MSI,68505,,13,,0,2019-02-07,pdf_page1,earnings,match:greeting0;match:greeting6
1651217,2019,CBOE,1374310,,16,,0,2019-02-08,pdf_page1,earnings,match:greeting0;match:greeting6
1651258,2019,HAS,46080,,15,AREN,3,2019-02-08,pdf_page1,earnings,match:greeting0;match:greeting6
1651565,2019,PSX,1534701,,18,,0,2019-02-08,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1653145,2019,BHF,1685040,,4,,0,2019-02-11,pdf_created,earnings,date_from_creation_stamp
1653200,2019,OMC,29989,,15,,0,2019-02-12,pdf_page1,earnings,match:greeting0;match:greeting6
1653251,2019,FIS,1136893,,12,,0,2019-02-12,pdf_page1,earnings,match:greeting0;match:greeting6
1653279,2019,FMC,37785,,10,LTUM,3,2019-02-12,pdf_page1,earnings,match:greeting0;match:greeting3
1653563,2019,MLM,916076,,10,RMGL,2,2019-02-12,pdf_page1,earnings,match:greeting0;match:greeting3
1653568,2019,TAP,24545,,8,,0,2019-02-11,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1654035,2019,,,,2,PPLI,1,2019-02-14,pdf_created,conference,unresolved:ambiguous;date_from_creation_stamp
1654714,2019,AIZ,1267238,,15,MGHL,2,2019-02-19,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1654753,2019,CBRE,1138118,,12,,0,2019-02-12,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1654759,2019,TRIP,1526520,,15,EXPE,3,2019-02-12,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1655362,2019,OXY,797468,,8,PR,15,2019-02-13,pdf_page1,earnings,match:greeting0;greeting_dominant
1655685,2019,CSCO,858877,,12,,0,2019-02-13,pdf_page1,earnings,match:greeting0;match:greeting6
1655814,2019,MGM,789570,,8,,0,2019-02-13,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1656490,2019,EPAM,1352010,,18,,0,2019-02-13,pdf_created,earnings,match:greeting0;match:greeting3;match:greeting6;date_from_creation_stamp
1656562,2019,IRM,1020569,,26,MCO,3,2019-02-14,pdf_page1,earnings,match:greeting0;match:greeting6
1656594,2019,WST,105770,,19,,0,2019-02-14,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1656627,2019,AIG,5272,,12,GS,1,2019-02-14,pdf_page1,earnings,match:greeting0;match:greeting6
1656657,2019,ZBRA,877212,,7,MSFT,3,2019-02-14,pdf_page1,earnings,match:greeting1
1656662,2019,CF,1324404,,16,SNIRF,2,2017-11-01,pdf_page1,earnings,match:greeting1;match:greeting6;date_disagreement
1656664,2019,HII,1501585,,20,XYZ,2,2019-02-14,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1656707,2019,IQV,1478242,,15,PPLI,3,2019-02-14,pdf_page1,earnings,match:greeting0;match:greeting6
1656799,2019,IFF,51253,,13,,0,2018-02-14,pdf_page1,earnings,match:greeting0;match:greeting6;date_disagreement
1656986,2019,REG,910606,,14,,0,2019-02-11,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1657156,2019,VMC,1396009,,13,HIHO,2,2019-02-14,pdf_page1,earnings,match:greeting0;match:greeting3
1658631,2019,DE,315189,,15,WFC,1,2019-02-15,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1658727,2019,MCO,1059556,Moody's Corporation,11,,0,2019-02-15,pdf_page1,earnings,match:pdf_company;match:greeting0
1660217,2019,PANW,1327567,Palo Alto Networks,21,,0,2019-02-28,pdf_created,earnings,match:pdf_company;match:greeting0;date_from_creation_stamp
1660224,2019,WMT,104169,,15,JD,3,2019-02-18,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1660329,2019,SCI,89089,,7,,0,2019-02-18,pdf_created,earnings,match:greeting1;date_from_creation_stamp
1661512,2019,SO,92122,,12,GPJA,10,2019-02-20,pdf_page1,earnings,match:greeting0;match:greeting6
1661521,2019,AWK,1410636,,12,WAT,3,2019-02-19,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1661557,2019,NI,1111711,,21,,0,2019-02-20,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1661762,2019,,,,2,SNIRF,1,2019-02-26,pdf_page1,earnings,unresolved:ambiguous
1661858,2019,,,,3,ETR,2,2019-02-20,pdf_page1,earnings,unresolved:ambiguous
1661867,2019,DVN,1090012,Devon Energy,15,,0,2019-02-19,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1661896,2019,TRGP,1389170,,14,WMB,3,2019-02-20,pdf_page1,earnings,match:greeting0;match:greeting4
1662390,2019,A,1090872,,13,CODX,3,2019-02-20,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1663044,2019,FTI,1681459,,15,CVX,2,2019-02-21,pdf_page1,earnings,match:greeting0;match:greeting6
1663048,2019,BG,1996862,,6,,0,2019-02-21,pdf_page1,earnings,match:greeting0
1663214,2019,ALB,915913,,21,LTUM,3,2019-02-20,pdf_created,earnings,match:greeting0;match:greeting1;match:greeting6;date_from_creation_stamp
1663300,2019,ES,72741,,8,RLBY,3,2019-02-21,pdf_page1,earnings,match:greeting0
1663412,2019,NCLH,1513761,Norwegian Cruise Line,15,SPED,3,2019-02-20,pdf_created,earnings,match:pdf_company;match:greeting0;date_from_creation_stamp
1663606,2019,FLS,30625,,15,,0,2019-02-21,pdf_page1,earnings,match:greeting0;match:greeting6
1663987,2019,O,726728,,16,PROP,6,,,earnings,match:greeting0;match:greeting1;match:greeting6;no_date
1664220,2019,KEYS,1601046,,13,SNIRF,2,2019-02-20,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1664237,2019,FSLR,1274494,,9,,0,,,earnings,no_date
1664338,2019,HPE,1645590,,19,INTJ,3,2019-02-20,pdf_created,earnings,match:greeting1;match:greeting3;match:greeting6;date_from_creation_stamp
1664419,2019,FLR,1124198,,15,PG,2,2019-02-21,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1664423,2019,KHC,1637459,,13,,0,2019-02-21,pdf_page1,earnings,match:greeting0
1665165,2019,LNT,352541,,23,ENGS,3,2019-02-22,pdf_page1,earnings,match:greeting0;match:greeting6
1667511,2019,WAB,943452,,15,RFL,3,2019-02-25,pdf_page1,earnings,match:greeting0;match:greeting6
1668003,2019,ETSY,1370637,,18,,0,2019-02-25,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1668930,2019,M,794367,,15,SPED,2,2019-02-26,pdf_page1,earnings,match:greeting0;match:greeting6
1669071,2019,OKE,1039684,,21,SNIRF,2,2019-02-25,pdf_created,earnings,match:greeting0;match:greeting1;match:greeting6;date_from_creation_stamp
1670550,2019,CPB,16732,,16,FMHS,2,2019-02-26,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1670663,2019,AES,874761,,12,SLND,3,2019-02-27,pdf_page1,earnings,match:greeting0;match:greeting6
1670684,2019,LOW,60667,,15,SHW,3,2019-02-27,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1670838,2019,EOG,821189,,9,,0,2019-02-26,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1670995,2019,PEG,788784,,8,,0,,,earnings,match:greeting0;no_date
1671922,2019,HPQ,47217,,16,,0,2019-02-27,pdf_created,earnings,match:greeting1;match:greeting3;match:greeting6;date_from_creation_stamp
1672623,2019,ANSS,1013462,,15,FLNT,3,2019-02-26,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1673527,2019,PGR,80661,,9,STT,1,2019-02-27,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1673949,2019,JWN,72333,,19,,0,2019-02-28,pdf_created,earnings,match:greeting0;match:greeting3;match:greeting6;date_from_creation_stamp
1673999,2019,EIX,827052,,13,,0,2019-02-28,pdf_page1,earnings,match:greeting0
1674144,2019,ADSK,769397,,15,,0,2019-02-28,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1677343,2019,CIEN,936395,,9,DTEGY,4,2019-01-31,pdf_page1,earnings,match:greeting0
1677523,2019,TGT,27419,,3,MS,1,,,earnings,no_date
1678265,2019,URBN,912615,,25,PPLI,3,2019-03-05,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1678430,2019,AZO,866787,,3,,0,2019-02-26,pdf_created,earnings,date_from_creation_stamp
1678781,2019,ANF,1018840,,13,,0,2019-03-05,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1680131,2019,HRB,12659,,6,XYZ,3,2019-03-07,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1681178,2019,,,,0,,0,2019-03-08,pdf_created,earnings,unresolved:no_candidates;date_from_creation_stamp
1687671,2019,ADBE,796343,,9,MSFT,3,,,earnings,match:greeting0;no_date
1690493,2019,GIS,40704,,8,,0,2019-03-19,pdf_created,earnings,date_from_creation_stamp
1690859,2019,MU,723125,,13,INTC,2,2019-03-20,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1691216,2019,DRI,940944,,12,,0,2019-03-21,pdf_page1,earnings,match:greeting0;match:greeting6
1691275,2019,CAG,23217,,19,,0,2019-03-21,pdf_page1,earnings,match:greeting0;match:greeting6
1692833,2019,MKC,63754,,3,,0,2019-03-26,pdf_page1,earnings,
1692960,2019,FDS,1013237,,12,TRI,1,2019-03-26,pdf_page1,earnings,match:greeting0;match:greeting6
1693639,2019,PAYX,723531,,15,,0,2019-03-27,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1695833,2019,WBA,1618921,,11,MSFT,3,2019-04-02,pdf_page1,earnings,match:greeting0
1695871,2019,,,,3,CMCSA,2,2019-04-25,pdf_page1,unknown,unresolved:ambiguous
1696807,2019,,,Ford Motor Company,2,NVGS,2,2019-04-25,pdf_page1,earnings,unresolved:ambiguous
